,年度,節,チーム,順位,勝点,試合,勝,分,敗,得点,失点,得失点差,カテゴリ
918,2012,14,ヴァンフォーレ甲府,8,22.0,13,6,4,3,17,13,4,J2
919,2012,14,ファジアーノ岡山,9,22.0,13,6,4,3,11,9,2,J2
920,2012,15,モンテディオ山形,1,30.0,14,9,3,2,20,13,7,J2
921,2012,15,愛媛ＦＣ,10,20.0,14,5,5,4,21,14,7,J2
922,2012,15,ギラヴァンツ北九州,11,20.0,14,6,2,6,15,14,1,J2
923,2012,15,栃木ＳＣ,12,18.0,13,5,3,5,14,13,1,J2
924,2012,15,松本山雅ＦＣ,13,18.0,14,5,3,6,9,13,-4,J2
925,2012,15,アビスパ福岡,14,17.0,13,4,5,4,21,18,3,J2
926,2012,15,横浜ＦＣ,15,15.0,14,4,3,7,16,20,-4,J2
927,2012,15,ガイナーレ鳥取,16,14.0,14,4,2,8,11,25,-14,J2
928,2012,15,ロアッソ熊本,17,12.0,14,2,6,6,10,17,-7,J2
929,2012,15,ザスパクサツ群馬,18,12.0,14,3,3,8,10,19,-9,J2
930,2012,15,徳島ヴォルティス,19,12.0,14,3,3,8,10,20,-10,J2
931,2012,15,湘南ベルマーレ,2,28.0,14,8,4,2,27,18,9,J2
932,2012,15,ＦＣ町田ゼルビア,20,11.0,14,3,2,9,13,24,-11,J2
933,2012,15,カターレ富山,21,10.0,14,2,4,8,13,21,-8,J2
934,2012,15,ＦＣ岐阜,22,9.0,14,2,3,9,6,19,-13,J2
935,2012,15,京都サンガF.C.,3,28.0,14,9,1,4,21,12,9,J2
936,2012,15,ジェフユナイテッド千葉,4,27.0,14,8,3,3,22,8,14,J2
937,2012,15,東京ヴェルディ,5,25.0,14,8,1,5,21,12,9,J2
938,2012,15,大分トリニータ,5,25.0,14,7,4,3,21,12,9,J2
939,2012,15,ファジアーノ岡山,7,25.0,14,7,4,3,12,9,3,J2
940,2012,15,水戸ホーリーホック,8,24.0,14,7,3,4,14,10,4,J2
941,2012,15,ヴァンフォーレ甲府,9,23.0,14,6,5,3,17,13,4,J2
942,2012,16,モンテディオ山形,1,33.0,15,10,3,2,22,14,8,J2
943,2012,16,愛媛ＦＣ,10,23.0,15,6,5,4,23,14,9,J2
944,2012,16,栃木ＳＣ,11,22.0,15,6,4,5,17,14,3,J2
945,2012,16,アビスパ福岡,12,20.0,15,5,5,5,22,20,2,J2
946,2012,16,ギラヴァンツ北九州,13,20.0,15,6,2,7,16,19,-3,J2
947,2012,16,横浜ＦＣ,14,18.0,15,5,3,7,18,20,-2,J2
948,2012,16,松本山雅ＦＣ,15,18.0,15,5,3,7,9,15,-6,J2
949,2012,16,徳島ヴォルティス,16,15.0,15,4,3,8,13,20,-7,J2
950,2012,16,ガイナーレ鳥取,17,14.0,15,4,2,9,11,28,-17,J2
951,2012,16,ザスパクサツ群馬,18,12.0,15,3,3,9,10,21,-11,J2
952,2012,16,ロアッソ熊本,18,12.0,15,2,6,7,10,21,-11,J2
953,2012,16,京都サンガF.C.,2,31.0,15,10,1,4,23,13,10,J2
954,2012,16,ＦＣ町田ゼルビア,20,11.0,15,3,2,10,14,26,-12,J2
955,2012,16,カターレ富山,21,10.0,15,2,4,9,13,22,-9,J2
956,2012,16,ＦＣ岐阜,22,9.0,15,2,3,10,7,21,-14,J2
957,2012,16,ジェフユナイテッド千葉,3,30.0,15,9,3,3,26,8,18,J2
958,2012,16,湘南ベルマーレ,4,29.0,15,8,5,2,28,19,9,J2
959,2012,16,東京ヴェルディ,5,28.0,15,9,1,5,26,13,13,J2
960,2012,16,大分トリニータ,6,28.0,15,8,4,3,23,13,10,J2
961,2012,16,ヴァンフォーレ甲府,7,26.0,15,7,5,3,19,13,6,J2
962,2012,16,ファジアーノ岡山,8,25.0,15,7,4,4,13,11,2,J2
963,2012,16,水戸ホーリーホック,9,24.0,15,7,3,5,14,12,2,J2
964,2012,17,京都サンガF.C.,1,34.0,16,11,1,4,24,13,11,J2
965,2012,17,水戸ホーリーホック,10,25.0,16,7,4,5,14,12,2,J2
966,2012,17,愛媛ＦＣ,11,23.0,16,6,5,5,23,15,8,J2
967,2012,17,アビスパ福岡,12,21.0,16,5,6,5,23,21,2,J2
968,2012,17,横浜ＦＣ,13,21.0,16,6,3,7,23,22,1,J2
969,2012,17,ギラヴァンツ北九州,14,20.0,16,6,2,8,16,20,-4,J2
970,2012,17,松本山雅ＦＣ,15,19.0,16,5,4,7,9,15,-6,J2
971,2012,17,徳島ヴォルティス,16,16.0,16,4,4,8,13,20,-7,J2
972,2012,17,ロアッソ熊本,17,15.0,16,3,6,7,12,22,-10,J2
973,2012,17,ガイナーレ鳥取,18,14.0,16,4,2,10,13,33,-20,J2
974,2012,17,カターレ富山,19,13.0,16,3,4,9,14,22,-8,J2
975,2012,17,ジェフユナイテッド千葉,2,33.0,16,10,3,3,28,8,20,J2
976,2012,17,ザスパクサツ群馬,20,13.0,16,3,4,9,10,21,-11,J2
977,2012,17,ＦＣ町田ゼルビア,21,12.0,16,3,3,10,14,26,-12,J2
978,2012,17,ＦＣ岐阜,22,9.0,16,2,3,11,7,24,-17,J2
979,2012,17,モンテディオ山形,3,33.0,16,10,3,3,23,16,7,J2
980,2012,17,湘南ベルマーレ,4,30.0,16,8,6,2,28,19,9,J2
981,2012,17,ヴァンフォーレ甲府,5,29.0,16,8,5,3,22,13,9,J2
982,2012,17,東京ヴェルディ,6,28.0,16,9,1,6,28,16,12,J2
983,2012,17,大分トリニータ,7,28.0,16,8,4,4,23,15,8,J2
984,2012,17,ファジアーノ岡山,8,26.0,16,7,5,4,14,12,2,J2
985,2012,17,栃木ＳＣ,9,25.0,16,7,4,5,20,16,4,J2
986,2012,18,モンテディオ山形,1,36.0,17,11,3,3,28,17,11,J2
987,2012,18,栃木ＳＣ,10,25.0,17,7,4,6,21,19,2,J2
988,2012,18,愛媛ＦＣ,11,24.0,17,6,6,5,24,16,8,J2
989,2012,18,横浜ＦＣ,12,24.0,17,7,3,7,25,22,3,J2
990,2012,18,ギラヴァンツ北九州,13,23.0,17,7,2,8,19,22,-3,J2
991,2012,18,アビスパ福岡,14,21.0,17,5,6,6,23,22,1,J2
992,2012,18,松本山雅ＦＣ,15,20.0,17,5,5,7,10,16,-6,J2
993,2012,18,徳島ヴォルティス,16,19.0,17,5,4,8,14,20,-6,J2
994,2012,18,ザスパクサツ群馬,17,16.0,17,4,4,9,11,21,-10,J2
995,2012,18,ロアッソ熊本,18,15.0,17,3,6,8,12,24,-12,J2
996,2012,18,カターレ富山,19,14.0,17,3,5,9,15,23,-8,J2
997,2012,18,京都サンガF.C.,2,35.0,17,11,2,4,25,14,11,J2
998,2012,18,ガイナーレ鳥取,20,14.0,17,4,2,11,14,38,-24,J2
999,2012,18,ＦＣ町田ゼルビア,21,12.0,17,3,3,11,14,27,-13,J2
1000,2012,18,ＦＣ岐阜,22,12.0,17,3,3,11,8,24,-16,J2
1001,2012,18,ジェフユナイテッド千葉,3,33.0,17,10,3,4,28,9,19,J2
1002,2012,18,東京ヴェルディ,4,31.0,17,10,1,6,31,17,14,J2
1003,2012,18,ヴァンフォーレ甲府,5,30.0,17,8,6,3,23,14,9,J2
1004,2012,18,湘南ベルマーレ,6,30.0,17,8,6,3,30,22,8,J2
1005,2012,18,大分トリニータ,7,28.0,17,8,4,5,24,18,6,J2
1006,2012,18,水戸ホーリーホック,8,28.0,17,8,4,5,17,13,4,J2
1007,2012,18,ファジアーノ岡山,9,27.0,17,7,6,4,15,13,2,J2
1008,2012,19,モンテディオ山形,1,37.0,18,11,4,3,30,19,11,J2
1009,2012,19,横浜ＦＣ,10,27.0,18,8,3,7,27,23,4,J2
1010,2012,19,愛媛ＦＣ,11,25.0,18,6,7,5,25,17,8,J2
1011,2012,19,栃木ＳＣ,12,25.0,18,7,4,7,21,20,1,J2
1012,2012,19,アビスパ福岡,13,24.0,18,6,6,6,24,22,2,J2
1013,2012,19,ギラヴァンツ北九州,14,23.0,18,7,2,9,19,23,-4,J2
1014,2012,19,松本山雅ＦＣ,15,20.0,18,5,5,8,10,18,-8,J2
1015,2012,19,徳島ヴォルティス,16,19.0,18,5,4,9,15,22,-7,J2
1016,2012,19,ザスパクサツ群馬,17,19.0,18,5,4,9,13,21,-8,J2
1017,2012,19,ロアッソ熊本,18,18.0,18,4,6,8,14,25,-11,J2
1018,2012,19,カターレ富山,19,14.0,18,3,5,10,15,24,-9,J2
1019,2012,19,ジェフユナイテッド千葉,2,36.0,18,11,3,4,30,9,21,J2
1020,2012,19,ガイナーレ鳥取,20,14.0,18,4,2,12,14,40,-26,J2
1021,2012,19,ＦＣ岐阜,21,13.0,18,3,4,11,9,25,-16,J2
1022,2012,19,ＦＣ町田ゼルビア,22,12.0,18,3,3,12,14,29,-15,J2
1023,2012,19,京都サンガF.C.,3,36.0,18,11,3,4,27,16,11,J2
1024,2012,19,東京ヴェルディ,4,34.0,18,11,1,6,33,17,16,J2
1025,2012,19,湘南ベルマーレ,5,33.0,18,9,6,3,31,22,9,J2
1026,2012,19,大分トリニータ,6,31.0,18,9,4,5,26,18,8,J2
1027,2012,19,ヴァンフォーレ甲府,7,30.0,18,8,6,4,23,16,7,J2
1028,2012,19,ファジアーノ岡山,8,30.0,18,8,6,4,16,13,3,J2
1029,2012,19,水戸ホーリーホック,9,28.0,18,8,4,6,18,15,3,J2
1030,2012,20,ジェフユナイテッド千葉,1,39.0,19,12,3,4,33,10,23,J2
1031,2012,20,水戸ホーリーホック,10,28.0,19,8,4,7,19,18,1,J2
1032,2012,20,横浜ＦＣ,11,27.0,19,8,3,8,27,24,3,J2
1033,2012,20,栃木ＳＣ,12,26.0,19,7,5,7,22,21,1,J2
1034,2012,20,アビスパ福岡,13,25.0,19,6,7,6,26,24,2,J2
1035,2012,20,ギラヴァンツ北九州,14,24.0,19,7,3,9,20,24,-4,J2
1036,2012,20,徳島ヴォルティス,15,22.0,19,6,4,9,16,22,-6,J2
1037,2012,20,松本山雅ＦＣ,16,21.0,19,5,6,8,12,20,-8,J2
1038,2012,20,ザスパクサツ群馬,17,20.0,19,5,5,9,13,21,-8,J2
1039,2012,20,ロアッソ熊本,18,19.0,19,4,7,8,14,25,-11,J2
1040,2012,20,カターレ富山,19,14.0,19,3,5,11,15,25,-10,J2
1041,2012,20,東京ヴェルディ,2,37.0,19,12,1,6,37,18,19,J2
1042,2012,20,ガイナーレ鳥取,20,14.0,19,4,2,13,15,43,-28,J2
1043,2012,20,ＦＣ岐阜,21,13.0,19,3,4,12,10,29,-19,J2
1044,2012,20,ＦＣ町田ゼルビア,22,12.0,19,3,3,13,15,31,-16,J2
1045,2012,20,モンテディオ山形,3,37.0,19,11,4,4,31,21,10,J2
1046,2012,20,湘南ベルマーレ,4,36.0,19,10,6,3,33,23,10,J2
1047,2012,20,京都サンガF.C.,5,36.0,19,11,3,5,28,18,10,J2
1048,2012,20,大分トリニータ,6,34.0,19,10,4,5,27,18,9,J2
1049,2012,20,ヴァンフォーレ甲府,7,33.0,19,9,6,4,26,17,9,J2
1050,2012,20,ファジアーノ岡山,8,33.0,19,9,6,4,18,14,4,J2
1051,2012,20,愛媛ＦＣ,9,28.0,19,7,7,5,27,18,9,J2
1052,2012,21,東京ヴェルディ,1,40.0,20,13,1,6,39,19,20,J2
1053,2012,21,愛媛ＦＣ,10,28.0,20,7,7,6,27,21,6,J2
1054,2012,21,水戸ホーリーホック,11,28.0,20,8,4,8,19,19,0,J2
1055,2012,21,アビスパ福岡,12,26.0,20,6,8,6,26,24,2,J2
1056,2012,21,栃木ＳＣ,13,26.0,20,7,5,8,25,25,0,J2
1057,2012,21,徳島ヴォルティス,14,25.0,20,7,4,9,19,22,-3,J2
1058,2012,21,ギラヴァンツ北九州,15,25.0,20,7,4,9,22,26,-4,J2
1059,2012,21,松本山雅ＦＣ,16,24.0,20,6,6,8,13,20,-7,J2
1060,2012,21,ザスパクサツ群馬,17,23.0,20,6,5,9,14,21,-7,J2
1061,2012,21,ロアッソ熊本,18,20.0,20,4,8,8,16,27,-11,J2
1062,2012,21,カターレ富山,19,14.0,20,3,5,12,16,29,-13,J2
1063,2012,21,ジェフユナイテッド千葉,2,39.0,20,12,3,5,34,12,22,J2
1064,2012,21,ＦＣ岐阜,20,14.0,20,3,5,12,10,29,-19,J2
1065,2012,21,ガイナーレ鳥取,21,14.0,20,4,2,14,15,44,-29,J2
1066,2012,21,ＦＣ町田ゼルビア,22,13.0,20,3,4,13,15,31,-16,J2
1067,2012,21,湘南ベルマーレ,3,39.0,20,11,6,3,35,23,12,J2
1068,2012,21,モンテディオ山形,4,38.0,20,11,5,4,31,21,10,J2
1069,2012,21,大分トリニータ,5,37.0,20,11,4,5,28,18,10,J2
1070,2012,21,ヴァンフォーレ甲府,6,36.0,20,10,6,4,30,18,12,J2
1071,2012,21,京都サンガF.C.,7,36.0,20,11,3,6,28,19,9,J2
1072,2012,21,ファジアーノ岡山,8,33.0,20,9,6,5,18,16,2,J2
1073,2012,21,横浜ＦＣ,9,30.0,20,9,3,8,31,27,4,J2
1074,2012,22,モンテディオ山形,1,41.0,21,12,5,4,32,21,11,J2
1075,2012,22,横浜ＦＣ,10,31.0,21,9,4,8,32,28,4,J2
1076,2012,22,水戸ホーリーホック,11,31.0,21,9,4,8,22,20,2,J2
1077,2012,22,栃木ＳＣ,12,29.0,21,8,5,8,27,25,2,J2
1078,2012,22,アビスパ福岡,13,27.0,21,6,9,6,27,25,2,J2
1079,2012,22,徳島ヴォルティス,14,25.0,21,7,4,10,19,23,-4,J2
1080,2012,22,ギラヴァンツ北九州,15,25.0,21,7,4,10,22,28,-6,J2
1081,2012,22,松本山雅ＦＣ,16,24.0,21,6,6,9,13,22,-9,J2
1082,2012,22,ザスパクサツ群馬,17,23.0,21,6,5,10,15,23,-8,J2
1083,2012,22,ロアッソ熊本,18,23.0,21,5,8,8,18,27,-9,J2
1084,2012,22,ＦＣ岐阜,19,17.0,21,4,5,12,11,29,-18,J2
1085,2012,22,ジェフユナイテッド千葉,2,40.0,21,12,4,5,35,13,22,J2
1086,2012,22,ガイナーレ鳥取,20,17.0,21,5,2,14,17,45,-28,J2
1087,2012,22,カターレ富山,21,14.0,21,3,5,13,16,31,-15,J2
1088,2012,22,ＦＣ町田ゼルビア,22,13.0,21,3,4,14,15,32,-17,J2
1089,2012,22,東京ヴェルディ,3,40.0,21,13,1,7,40,22,18,J2
1090,2012,22,湘南ベルマーレ,4,40.0,21,11,7,3,36,24,12,J2
1091,2012,22,大分トリニータ,5,40.0,21,12,4,5,30,18,12,J2
1092,2012,22,ヴァンフォーレ甲府,6,37.0,21,10,7,4,31,19,12,J2
1093,2012,22,京都サンガF.C.,7,36.0,21,11,3,7,29,22,7,J2
1094,2012,22,ファジアーノ岡山,8,34.0,21,9,7,5,19,17,2,J2
1095,2012,22,愛媛ＦＣ,9,31.0,21,8,7,6,30,22,8,J2
1096,2012,23,東京ヴェルディ,1,43.0,22,14,1,7,42,22,20,J2
1097,2012,23,栃木ＳＣ,10,32.0,22,9,5,8,28,25,3,J2
1098,2012,23,愛媛ＦＣ,11,31.0,22,8,7,7,30,23,7,J2
1099,2012,23,水戸ホーリーホック,12,31.0,22,9,4,9,22,22,0,J2
1100,2012,23,アビスパ福岡,13,30.0,22,7,9,6,28,25,3,J2
1101,2012,23,ギラヴァンツ北九州,14,28.0,22,8,4,10,24,29,-5,J2
1102,2012,23,徳島ヴォルティス,15,26.0,22,7,5,10,19,23,-4,J2
1103,2012,23,ロアッソ熊本,16,26.0,22,6,8,8,19,27,-8,J2
1104,2012,23,松本山雅ＦＣ,17,25.0,22,6,7,9,14,23,-9,J2
1105,2012,23,ザスパクサツ群馬,18,24.0,22,6,6,10,15,23,-8,J2
1106,2012,23,ＦＣ岐阜,19,18.0,22,4,6,12,11,29,-18,J2
1107,2012,23,湘南ベルマーレ,2,41.0,22,11,8,3,37,25,12,J2
1108,2012,23,ガイナーレ鳥取,20,17.0,22,5,2,15,18,47,-29,J2
1109,2012,23,カターレ富山,21,15.0,22,3,6,13,17,32,-15,J2
1110,2012,23,ＦＣ町田ゼルビア,22,13.0,22,3,4,15,15,36,-21,J2
1111,2012,23,大分トリニータ,3,41.0,22,12,5,5,31,19,12,J2
1112,2012,23,モンテディオ山形,4,41.0,22,12,5,5,32,22,10,J2
1113,2012,23,ジェフユナイテッド千葉,5,40.0,22,12,4,6,35,14,21,J2
1114,2012,23,ヴァンフォーレ甲府,6,38.0,22,10,8,4,31,19,12,J2
1115,2012,23,京都サンガF.C.,7,37.0,22,11,4,7,30,23,7,J2
1116,2012,23,ファジアーノ岡山,8,35.0,22,9,8,5,20,18,2,J2
1117,2012,23,横浜ＦＣ,9,34.0,22,10,4,8,36,28,8,J2
1118,2012,24,大分トリニータ,1,44.0,23,13,5,5,33,19,14,J2
1119,2012,24,ファジアーノ岡山,10,35.0,23,9,8,6,20,19,1,J2
1120,2012,24,水戸ホーリーホック,11,32.0,23,9,5,9,23,23,0,J2
1121,2012,24,愛媛ＦＣ,12,31.0,23,8,7,8,30,25,5,J2
1122,2012,24,ギラヴァンツ北九州,13,31.0,23,9,4,10,26,29,-3,J2
1123,2012,24,アビスパ福岡,14,30.0,23,7,9,7,29,28,1,J2
1124,2012,24,徳島ヴォルティス,15,29.0,23,8,5,10,22,24,-2,J2
1125,2012,24,ロアッソ熊本,16,29.0,23,7,8,8,21,27,-6,J2
1126,2012,24,松本山雅ＦＣ,17,28.0,23,7,7,9,17,25,-8,J2
1127,2012,24,ザスパクサツ群馬,18,24.0,23,6,6,11,15,25,-10,J2
1128,2012,24,ＦＣ岐阜,19,18.0,23,4,6,13,11,31,-20,J2
1129,2012,24,ジェフユナイテッド千葉,2,43.0,23,13,4,6,38,16,22,J2
1130,2012,24,ガイナーレ鳥取,20,17.0,23,5,2,16,18,49,-31,J2
1131,2012,24,カターレ富山,21,16.0,23,3,7,13,18,33,-15,J2
1132,2012,24,ＦＣ町田ゼルビア,22,13.0,23,3,4,16,15,37,-22,J2
1133,2012,24,東京ヴェルディ,3,43.0,23,14,1,8,44,25,19,J2
1134,2012,24,湘南ベルマーレ,4,42.0,23,11,9,3,38,26,12,J2
1135,2012,24,モンテディオ山形,5,42.0,23,12,6,5,33,23,10,J2
1136,2012,24,ヴァンフォーレ甲府,6,41.0,23,11,8,4,32,19,13,J2
1137,2012,24,横浜ＦＣ,7,37.0,23,11,4,8,37,28,9,J2
1138,2012,24,京都サンガF.C.,8,37.0,23,11,4,8,32,26,6,J2
1139,2012,24,栃木ＳＣ,9,35.0,23,10,5,8,30,25,5,J2
1140,2012,25,ジェフユナイテッド千葉,1,46.0,24,14,4,6,39,16,23,J2
1141,2012,25,ファジアーノ岡山,10,36.0,24,9,9,6,20,19,1,J2
1142,2012,25,水戸ホーリーホック,11,33.0,24,9,6,9,24,24,0,J2
1143,2012,25,愛媛ＦＣ,12,32.0,24,8,8,8,31,26,5,J2
1144,2012,25,ギラヴァンツ北九州,13,31.0,24,9,4,11,26,30,-4,J2
1145,2012,25,アビスパ福岡,14,30.0,24,7,9,8,30,31,-1,J2
1146,2012,25,徳島ヴォルティス,15,30.0,24,8,6,10,22,24,-2,J2
1147,2012,25,ロアッソ熊本,16,29.0,24,7,8,9,21,28,-7,J2
1148,2012,25,松本山雅ＦＣ,17,28.0,24,7,7,10,18,27,-9,J2
1149,2012,25,ザスパクサツ群馬,18,27.0,24,7,6,11,16,25,-9,J2
1150,2012,25,ＦＣ岐阜,19,19.0,24,4,7,13,13,33,-20,J2
1151,2012,25,東京ヴェルディ,2,46.0,24,15,1,8,45,25,20,J2
1152,2012,25,カターレ富山,20,17.0,24,3,8,13,20,35,-15,J2
1153,2012,25,ガイナーレ鳥取,21,17.0,24,5,2,17,18,50,-32,J2
1154,2012,25,ＦＣ町田ゼルビア,22,13.0,24,3,4,17,15,38,-23,J2
1155,2012,25,湘南ベルマーレ,3,45.0,24,12,9,3,42,27,15,J2
1156,2012,25,モンテディオ山形,4,45.0,24,13,6,5,36,24,12,J2
1157,2012,25,ヴァンフォーレ甲府,5,44.0,24,12,8,4,34,20,14,J2
1158,2012,25,大分トリニータ,6,44.0,24,13,5,6,34,23,11,J2
1159,2012,25,京都サンガF.C.,7,40.0,24,12,4,8,33,26,7,J2
1160,2012,25,栃木ＳＣ,8,38.0,24,11,5,8,31,25,6,J2
1161,2012,25,横浜ＦＣ,9,37.0,24,11,4,9,37,29,8,J2
1162,2012,26,東京ヴェルディ,1,49.0,25,16,1,8,47,25,22,J2
1163,2012,26,水戸ホーリーホック,10,36.0,25,10,6,9,28,26,2,J2
1164,2012,26,ファジアーノ岡山,11,36.0,25,9,9,7,20,22,-2,J2
1165,2012,26,愛媛ＦＣ,12,32.0,25,8,8,9,32,28,4,J2
1166,2012,26,ギラヴァンツ北九州,13,32.0,25,9,5,11,27,31,-4,J2
1167,2012,26,徳島ヴォルティス,14,31.0,25,8,7,10,23,25,-2,J2
1168,2012,26,松本山雅ＦＣ,15,31.0,25,8,7,10,21,27,-6,J2
1169,2012,26,アビスパ福岡,16,30.0,25,7,9,9,32,35,-3,J2
1170,2012,26,ロアッソ熊本,17,29.0,25,7,8,10,21,30,-9,J2
1171,2012,26,ザスパクサツ群馬,18,28.0,25,7,7,11,17,26,-9,J2
1172,2012,26,ＦＣ岐阜,19,20.0,25,4,8,13,15,35,-20,J2
1173,2012,26,ヴァンフォーレ甲府,2,47.0,25,13,8,4,35,20,15,J2
1174,2012,26,カターレ富山,20,17.0,25,3,8,14,21,37,-16,J2
1175,2012,26,ガイナーレ鳥取,21,17.0,25,5,2,18,19,53,-34,J2
1176,2012,26,ＦＣ町田ゼルビア,22,14.0,25,3,5,17,16,39,-23,J2
1177,2012,26,ジェフユナイテッド千葉,3,46.0,25,14,4,7,39,17,22,J2
1178,2012,26,湘南ベルマーレ,4,46.0,25,12,10,3,42,27,15,J2
1179,2012,26,モンテディオ山形,5,46.0,25,13,7,5,36,24,12,J2
1180,2012,26,大分トリニータ,6,45.0,25,13,6,6,36,25,11,J2
1181,2012,26,京都サンガF.C.,7,43.0,25,13,4,8,35,27,8,J2
1182,2012,26,栃木ＳＣ,8,41.0,25,12,5,8,33,26,7,J2
1183,2012,26,横浜ＦＣ,9,40.0,25,12,4,9,40,30,10,J2
1184,2012,27,ヴァンフォーレ甲府,1,50.0,26,14,8,4,38,21,17,J2
1185,2012,27,水戸ホーリーホック,10,36.0,26,10,6,10,28,27,1,J2
1186,2012,27,ファジアーノ岡山,11,36.0,26,9,9,8,20,23,-3,J2
1187,2012,27,徳島ヴォルティス,12,34.0,26,9,7,10,26,25,1,J2
1188,2012,27,愛媛ＦＣ,13,32.0,26,8,8,10,33,30,3,J2
1189,2012,27,ギラヴァンツ北九州,14,32.0,26,9,5,12,27,32,-5,J2
1190,2012,27,松本山雅ＦＣ,15,32.0,26,8,8,10,22,28,-6,J2
1191,2012,27,ザスパクサツ群馬,16,31.0,26,8,7,11,20,26,-6,J2
1192,2012,27,アビスパ福岡,17,30.0,26,7,9,10,32,38,-6,J2
1193,2012,27,ロアッソ熊本,18,29.0,26,7,8,11,21,33,-12,J2
1194,2012,27,ＦＣ岐阜,19,20.0,26,4,8,14,15,36,-21,J2
1195,2012,27,ジェフユナイテッド千葉,2,49.0,26,15,4,7,40,17,23,J2
1196,2012,27,ガイナーレ鳥取,20,20.0,26,6,2,18,20,53,-33,J2
1197,2012,27,カターレ富山,21,18.0,26,3,9,14,21,37,-16,J2
1198,2012,27,ＦＣ町田ゼルビア,22,14.0,26,3,5,18,17,41,-24,J2
1199,2012,27,東京ヴェルディ,3,49.0,26,16,1,9,48,28,20,J2
1200,2012,27,湘南ベルマーレ,4,49.0,26,13,10,3,43,27,16,J2
1201,2012,27,大分トリニータ,5,48.0,26,14,6,6,38,26,12,J2
1202,2012,27,モンテディオ山形,6,47.0,26,13,8,5,37,25,12,J2
1203,2012,27,京都サンガF.C.,7,46.0,26,14,4,8,37,28,9,J2
1204,2012,27,栃木ＳＣ,8,44.0,26,13,5,8,34,26,8,J2
1205,2012,27,横浜ＦＣ,9,41.0,26,12,5,9,40,30,10,J2
1206,2012,28,ヴァンフォーレ甲府,1,53.0,27,15,8,4,40,22,18,J2
1207,2012,28,ファジアーノ岡山,10,39.0,27,10,9,8,22,23,-1,J2
1208,2012,28,水戸ホーリーホック,11,37.0,27,10,7,10,30,29,1,J2
1209,2012,28,徳島ヴォルティス,12,34.0,27,9,7,11,26,29,-3,J2
1210,2012,28,愛媛ＦＣ,13,33.0,27,8,9,10,34,31,3,J2
1211,2012,28,アビスパ福岡,14,33.0,27,8,9,10,35,38,-3,J2
1212,2012,28,ギラヴァンツ北九州,15,33.0,27,9,6,12,28,33,-5,J2
1213,2012,28,松本山雅ＦＣ,16,33.0,27,8,9,10,23,29,-6,J2
1214,2012,28,ザスパクサツ群馬,17,31.0,27,8,7,12,21,28,-7,J2
1215,2012,28,ロアッソ熊本,18,29.0,27,7,8,12,21,35,-14,J2
1216,2012,28,ＦＣ岐阜,19,20.0,27,4,8,15,15,39,-24,J2
1217,2012,28,東京ヴェルディ,2,52.0,27,17,1,9,49,28,21,J2
1218,2012,28,ガイナーレ鳥取,20,20.0,27,6,2,19,21,56,-35,J2
1219,2012,28,カターレ富山,21,18.0,27,3,9,15,21,38,-17,J2
1220,2012,28,ＦＣ町田ゼルビア,22,15.0,27,3,6,18,18,42,-24,J2
1221,2012,28,大分トリニータ,3,51.0,27,15,6,6,42,26,16,J2
1222,2012,28,ジェフユナイテッド千葉,4,50.0,27,15,5,7,40,17,23,J2
1223,2012,28,湘南ベルマーレ,5,49.0,27,13,10,4,43,28,15,J2
1224,2012,28,京都サンガF.C.,6,49.0,27,15,4,8,40,29,11,J2
1225,2012,28,モンテディオ山形,7,48.0,27,13,9,5,39,27,12,J2
1226,2012,28,栃木ＳＣ,8,45.0,27,13,6,8,34,26,8,J2
1227,2012,28,横浜ＦＣ,9,44.0,27,13,5,9,41,30,11,J2
1228,2012,29,ヴァンフォーレ甲府,1,56.0,28,16,8,4,41,22,19,J2
1229,2012,29,ファジアーノ岡山,10,42.0,28,11,9,8,24,23,1,J2
1230,2012,29,水戸ホーリーホック,11,37.0,28,10,7,11,30,30,0,J2
1231,2012,29,徳島ヴォルティス,12,37.0,28,10,7,11,28,30,-2,J2
1232,2012,29,ギラヴァンツ北九州,13,36.0,28,10,6,12,29,33,-4,J2
1233,2012,29,松本山雅ＦＣ,14,36.0,28,9,9,10,25,30,-5,J2
1234,2012,29,愛媛ＦＣ,15,33.0,28,8,9,11,35,33,2,J2
1235,2012,29,アビスパ福岡,16,33.0,28,8,9,11,36,41,-5,J2
1236,2012,29,ザスパクサツ群馬,17,32.0,28,8,8,12,22,29,-7,J2
1237,2012,29,ロアッソ熊本,18,32.0,28,8,8,12,24,35,-11,J2
1238,2012,29,ＦＣ岐阜,19,21.0,28,4,9,15,16,40,-24,J2
1239,2012,29,東京ヴェルディ,2,52.0,28,17,1,10,49,29,20,J2
1240,2012,29,ガイナーレ鳥取,20,20.0,28,6,2,20,21,58,-37,J2
1241,2012,29,カターレ富山,21,18.0,28,3,9,16,22,40,-18,J2
1242,2012,29,ＦＣ町田ゼルビア,22,18.0,28,4,6,18,19,42,-23,J2
1243,2012,29,湘南ベルマーレ,3,52.0,28,14,10,4,46,29,17,J2
1244,2012,29,京都サンガF.C.,4,52.0,28,16,4,8,41,29,12,J2
1245,2012,29,大分トリニータ,5,51.0,28,15,6,7,42,27,15,J2
1246,2012,29,ジェフユナイテッド千葉,6,50.0,28,15,5,8,40,18,22,J2
1247,2012,29,モンテディオ山形,7,48.0,28,13,9,6,39,28,11,J2
1248,2012,29,横浜ＦＣ,8,47.0,28,14,5,9,42,30,12,J2
