,年度,節,チーム,順位,勝点,試合,勝,分,敗,得点,失点,得失点差,カテゴリ
0,2012,1,サンフレッチェ広島,10,0.0,0,0,0,0,0,0,0,J1
1,2012,1,ベガルタ仙台,10,0.0,0,0,0,0,0,0,0,J1
2,2012,1,浦和レッズ,10,0.0,0,0,0,0,0,0,0,J1
3,2012,1,横浜Ｆ・マリノス,10,0.0,0,0,0,0,0,0,0,J1
4,2012,1,サガン鳥栖,10,0.0,0,0,0,0,0,0,0,J1
5,2012,1,柏レイソル,10,0.0,0,0,0,0,0,0,0,J1
6,2012,1,名古屋グランパス,10,0.0,0,0,0,0,0,0,0,J1
7,2012,1,川崎フロンターレ,10,0.0,0,0,0,0,0,0,0,J1
8,2012,1,清水エスパルス,10,0.0,0,0,0,0,0,0,0,J1
9,2012,1,ＦＣ東京,10,0.0,0,0,0,0,0,0,0,J1
10,2012,1,鹿島アントラーズ,10,0.0,0,0,0,0,0,0,0,J1
11,2012,1,ジュビロ磐田,10,0.0,0,0,0,0,0,0,0,J1
12,2012,1,大宮アルディージャ,10,0.0,0,0,0,0,0,0,0,J1
13,2012,1,セレッソ大阪,10,0.0,0,0,0,0,0,0,0,J1
14,2012,1,アルビレックス新潟,10,0.0,0,0,0,0,0,0,0,J1
15,2012,1,ヴィッセル神戸,10,0.0,0,0,0,0,0,0,0,J1
16,2012,1,ガンバ大阪,10,0.0,0,0,0,0,0,0,0,J1
17,2012,1,北海道コンサドーレ札幌,10,0.0,0,0,0,0,0,0,0,J1
18,2012,2,ヴィッセル神戸,1,3.0,1,1,0,0,3,2,1,J1
19,2012,2,ガンバ大阪,13,0.0,1,0,0,1,2,3,-1,J1
20,2012,2,鹿島アントラーズ,14,0.0,1,0,0,1,0,1,-1,J1
21,2012,2,浦和レッズ,14,0.0,1,0,0,1,0,1,-1,J1
22,2012,2,大宮アルディージャ,14,0.0,1,0,0,1,0,1,-1,J1
23,2012,2,アルビレックス新潟,14,0.0,1,0,0,1,0,1,-1,J1
24,2012,2,清水エスパルス,14,0.0,1,0,0,1,0,1,-1,J1
25,2012,2,ベガルタ仙台,2,3.0,1,1,0,0,1,0,1,J1
26,2012,2,ＦＣ東京,2,3.0,1,1,0,0,1,0,1,J1
27,2012,2,川崎フロンターレ,2,3.0,1,1,0,0,1,0,1,J1
28,2012,2,名古屋グランパス,2,3.0,1,1,0,0,1,0,1,J1
29,2012,2,サンフレッチェ広島,2,3.0,1,1,0,0,1,0,1,J1
30,2012,2,柏レイソル,7,1.0,1,0,1,0,3,3,0,J1
31,2012,2,横浜Ｆ・マリノス,7,1.0,1,0,1,0,3,3,0,J1
32,2012,2,北海道コンサドーレ札幌,9,1.0,1,0,1,0,0,0,0,J1
33,2012,2,ジュビロ磐田,9,1.0,1,0,1,0,0,0,0,J1
34,2012,2,セレッソ大阪,9,1.0,1,0,1,0,0,0,0,J1
35,2012,2,サガン鳥栖,9,1.0,1,0,1,0,0,0,0,J1
36,2012,3,ベガルタ仙台,1,6.0,2,2,0,0,3,0,3,J1
37,2012,3,浦和レッズ,11,3.0,2,1,0,1,1,1,0,J1
38,2012,3,柏レイソル,12,1.0,2,0,1,1,3,4,-1,J1
39,2012,3,北海道コンサドーレ札幌,13,1.0,2,0,1,1,1,2,-1,J1
40,2012,3,サガン鳥栖,13,1.0,2,0,1,1,1,2,-1,J1
41,2012,3,横浜Ｆ・マリノス,15,1.0,2,0,1,1,3,5,-2,J1
42,2012,3,ガンバ大阪,16,0.0,2,0,0,2,3,5,-2,J1
43,2012,3,アルビレックス新潟,17,0.0,2,0,0,2,1,3,-2,J1
44,2012,3,鹿島アントラーズ,18,0.0,2,0,0,2,0,2,-2,J1
45,2012,3,ヴィッセル神戸,2,6.0,2,2,0,0,5,3,2,J1
46,2012,3,ＦＣ東京,3,6.0,2,2,0,0,4,2,2,J1
47,2012,3,川崎フロンターレ,4,6.0,2,2,0,0,2,0,2,J1
48,2012,3,ジュビロ磐田,5,4.0,2,1,1,0,2,1,1,J1
49,2012,3,セレッソ大阪,5,4.0,2,1,1,0,2,1,1,J1
50,2012,3,名古屋グランパス,7,3.0,2,1,0,1,3,3,0,J1
51,2012,3,大宮アルディージャ,8,3.0,2,1,0,1,2,2,0,J1
52,2012,3,清水エスパルス,8,3.0,2,1,0,1,2,2,0,J1
53,2012,3,サンフレッチェ広島,8,3.0,2,1,0,1,2,2,0,J1
54,2012,4,ベガルタ仙台,1,9.0,3,3,0,0,7,1,6,J1
55,2012,4,柏レイソル,10,4.0,3,1,1,1,5,5,0,J1
56,2012,4,サガン鳥栖,11,4.0,3,1,1,1,2,2,0,J1
57,2012,4,清水エスパルス,12,3.0,3,1,0,2,3,4,-1,J1
58,2012,4,大宮アルディージャ,13,3.0,3,1,0,2,3,6,-3,J1
59,2012,4,北海道コンサドーレ札幌,14,1.0,3,0,1,2,2,4,-2,J1
60,2012,4,横浜Ｆ・マリノス,15,1.0,3,0,1,2,3,6,-3,J1
61,2012,4,ガンバ大阪,16,0.0,3,0,0,3,4,7,-3,J1
62,2012,4,アルビレックス新潟,17,0.0,3,0,0,3,2,5,-3,J1
63,2012,4,鹿島アントラーズ,18,0.0,3,0,0,3,0,4,-4,J1
64,2012,4,ＦＣ東京,2,9.0,3,3,0,0,6,2,4,J1
65,2012,4,ジュビロ磐田,3,7.0,3,2,1,0,4,2,2,J1
66,2012,4,セレッソ大阪,4,7.0,3,2,1,0,3,1,2,J1
67,2012,4,サンフレッチェ広島,5,6.0,3,2,0,1,4,2,2,J1
68,2012,4,名古屋グランパス,6,6.0,3,2,0,1,5,4,1,J1
69,2012,4,浦和レッズ,7,6.0,3,2,0,1,3,2,1,J1
70,2012,4,川崎フロンターレ,8,6.0,3,2,0,1,2,1,1,J1
71,2012,4,ヴィッセル神戸,9,6.0,3,2,0,1,5,5,0,J1
72,2012,5,ベガルタ仙台,1,12.0,4,4,0,0,9,2,7,J1
73,2012,5,清水エスパルス,10,6.0,4,2,0,2,4,4,0,J1
74,2012,5,ヴィッセル神戸,11,6.0,4,2,0,2,5,8,-3,J1
75,2012,5,柏レイソル,12,4.0,4,1,1,2,5,6,-1,J1
76,2012,5,大宮アルディージャ,13,4.0,4,1,1,2,4,7,-3,J1
77,2012,5,横浜Ｆ・マリノス,14,2.0,4,0,2,2,3,6,-3,J1
78,2012,5,ガンバ大阪,15,1.0,4,0,1,3,5,8,-3,J1
79,2012,5,アルビレックス新潟,16,1.0,4,0,1,3,3,6,-3,J1
80,2012,5,北海道コンサドーレ札幌,17,1.0,4,0,1,3,2,5,-3,J1
81,2012,5,鹿島アントラーズ,18,1.0,4,0,1,3,0,4,-4,J1
82,2012,5,ジュビロ磐田,2,10.0,4,3,1,0,5,2,3,J1
83,2012,5,ＦＣ東京,3,9.0,4,3,0,1,6,3,3,J1
84,2012,5,サンフレッチェ広島,4,9.0,4,3,0,1,5,2,3,J1
85,2012,5,サガン鳥栖,5,7.0,4,2,1,1,5,2,3,J1
86,2012,5,名古屋グランパス,6,7.0,4,2,1,1,6,5,1,J1
87,2012,5,浦和レッズ,7,7.0,4,2,1,1,4,3,1,J1
88,2012,5,セレッソ大阪,7,7.0,4,2,1,1,4,3,1,J1
89,2012,5,川崎フロンターレ,9,7.0,4,2,1,1,3,2,1,J1
90,2012,6,ベガルタ仙台,1,13.0,5,4,1,0,11,4,7,J1
91,2012,6,柏レイソル,10,7.0,5,2,1,2,7,6,1,J1
92,2012,6,川崎フロンターレ,11,7.0,5,2,1,2,3,3,0,J1
93,2012,6,ヴィッセル神戸,12,6.0,5,2,0,3,5,9,-4,J1
94,2012,6,大宮アルディージャ,13,4.0,5,1,1,3,4,10,-6,J1
95,2012,6,横浜Ｆ・マリノス,14,3.0,5,0,3,2,3,6,-3,J1
96,2012,6,アルビレックス新潟,15,2.0,5,0,2,3,3,6,-3,J1
97,2012,6,北海道コンサドーレ札幌,16,1.0,5,0,1,4,2,7,-5,J1
98,2012,6,ガンバ大阪,17,1.0,5,0,1,4,6,12,-6,J1
99,2012,6,鹿島アントラーズ,18,1.0,5,0,1,4,1,7,-6,J1
100,2012,6,サンフレッチェ広島,2,12.0,5,4,0,1,9,3,6,J1
101,2012,6,ＦＣ東京,3,12.0,5,4,0,1,7,3,4,J1
102,2012,6,ジュビロ磐田,4,11.0,5,3,2,0,7,4,3,J1
103,2012,6,セレッソ大阪,5,10.0,5,3,1,1,7,3,4,J1
104,2012,6,浦和レッズ,6,10.0,5,3,1,1,7,4,3,J1
105,2012,6,名古屋グランパス,7,10.0,5,3,1,1,7,5,2,J1
106,2012,6,清水エスパルス,8,9.0,5,3,0,2,5,4,1,J1
107,2012,6,サガン鳥栖,9,7.0,5,2,1,2,5,3,2,J1
108,2012,7,ベガルタ仙台,1,16.0,6,5,1,0,14,6,8,J1
109,2012,7,柏レイソル,10,7.0,6,2,1,3,9,9,0,J1
110,2012,7,川崎フロンターレ,11,7.0,6,2,1,3,5,6,-1,J1
111,2012,7,ヴィッセル神戸,12,6.0,6,2,0,4,5,11,-6,J1
112,2012,7,アルビレックス新潟,13,5.0,6,1,2,3,4,6,-2,J1
113,2012,7,大宮アルディージャ,14,5.0,6,1,2,3,5,11,-6,J1
114,2012,7,横浜Ｆ・マリノス,15,4.0,6,0,4,2,4,7,-3,J1
115,2012,7,ガンバ大阪,16,4.0,6,1,1,4,9,14,-5,J1
116,2012,7,鹿島アントラーズ,17,4.0,6,1,1,4,3,8,-5,J1
117,2012,7,北海道コンサドーレ札幌,18,1.0,6,0,1,5,3,10,-7,J1
118,2012,7,浦和レッズ,2,13.0,6,4,1,1,9,4,5,J1
119,2012,7,名古屋グランパス,3,13.0,6,4,1,1,10,6,4,J1
120,2012,7,サンフレッチェ広島,4,12.0,6,4,0,2,9,4,5,J1
121,2012,7,ＦＣ東京,5,12.0,6,4,0,2,8,5,3,J1
122,2012,7,清水エスパルス,6,12.0,6,4,0,2,8,6,2,J1
123,2012,7,ジュビロ磐田,7,11.0,6,3,2,1,9,7,2,J1
124,2012,7,セレッソ大阪,8,10.0,6,3,1,2,7,4,3,J1
125,2012,7,サガン鳥栖,9,10.0,6,3,1,2,6,3,3,J1
126,2012,8,ベガルタ仙台,1,19.0,7,6,1,0,18,6,12,J1
127,2012,8,川崎フロンターレ,10,10.0,7,3,1,3,8,8,0,J1
128,2012,8,ヴィッセル神戸,11,9.0,7,3,0,4,8,12,-4,J1
129,2012,8,大宮アルディージャ,12,8.0,7,2,2,3,7,11,-4,J1
130,2012,8,柏レイソル,13,7.0,7,2,1,4,10,12,-2,J1
131,2012,8,ガンバ大阪,14,7.0,7,2,1,4,12,15,-3,J1
132,2012,8,鹿島アントラーズ,15,7.0,7,2,1,4,6,10,-4,J1
133,2012,8,アルビレックス新潟,16,5.0,7,1,2,4,4,7,-3,J1
134,2012,8,横浜Ｆ・マリノス,17,4.0,7,0,4,3,4,8,-4,J1
135,2012,8,北海道コンサドーレ札幌,18,1.0,7,0,1,6,5,13,-8,J1
136,2012,8,名古屋グランパス,2,14.0,7,4,2,1,11,7,4,J1
137,2012,8,ジュビロ磐田,3,14.0,7,4,2,1,10,7,3,J1
138,2012,8,サンフレッチェ広島,4,13.0,7,4,1,2,10,5,5,J1
139,2012,8,サガン鳥栖,5,13.0,7,4,1,2,7,3,4,J1
140,2012,8,浦和レッズ,6,13.0,7,4,1,2,9,6,3,J1
141,2012,8,清水エスパルス,7,12.0,7,4,0,3,9,9,0,J1
142,2012,8,ＦＣ東京,8,12.0,7,4,0,3,8,9,-1,J1
143,2012,8,セレッソ大阪,9,10.0,7,3,1,3,9,7,2,J1
144,2012,9,ベガルタ仙台,1,22.0,8,7,1,0,19,6,13,J1
145,2012,9,大宮アルディージャ,10,11.0,8,3,2,3,9,12,-3,J1
146,2012,9,鹿島アントラーズ,11,10.0,8,3,1,4,11,10,1,J1
147,2012,9,川崎フロンターレ,12,10.0,8,3,1,4,9,12,-3,J1
148,2012,9,ヴィッセル神戸,13,9.0,8,3,0,5,9,15,-6,J1
149,2012,9,柏レイソル,14,8.0,8,2,2,4,11,13,-2,J1
150,2012,9,横浜Ｆ・マリノス,15,7.0,8,1,4,3,7,9,-2,J1
151,2012,9,ガンバ大阪,16,7.0,8,2,1,5,12,20,-8,J1
152,2012,9,アルビレックス新潟,17,5.0,8,1,2,5,4,8,-4,J1
153,2012,9,北海道コンサドーレ札幌,18,1.0,8,0,1,7,6,15,-9,J1
154,2012,9,サンフレッチェ広島,2,16.0,8,5,1,2,14,6,8,J1
155,2012,9,浦和レッズ,3,16.0,8,5,1,2,11,7,4,J1
156,2012,9,清水エスパルス,4,15.0,8,5,0,3,10,9,1,J1
157,2012,9,サガン鳥栖,5,14.0,8,4,2,2,8,4,4,J1
158,2012,9,名古屋グランパス,6,14.0,8,4,2,2,12,9,3,J1
159,2012,9,ジュビロ磐田,7,14.0,8,4,2,2,12,10,2,J1
160,2012,9,セレッソ大阪,8,13.0,8,4,1,3,12,9,3,J1
161,2012,9,ＦＣ東京,9,12.0,8,4,0,4,8,10,-2,J1
162,2012,10,ベガルタ仙台,1,23.0,9,7,2,0,20,7,13,J1
163,2012,10,ＦＣ東京,10,12.0,8,4,0,4,8,10,-2,J1
164,2012,10,ヴィッセル神戸,11,12.0,9,4,0,5,12,15,-3,J1
165,2012,10,大宮アルディージャ,12,11.0,9,3,2,4,9,15,-6,J1
166,2012,10,横浜Ｆ・マリノス,13,10.0,9,2,4,3,9,10,-1,J1
167,2012,10,鹿島アントラーズ,14,10.0,9,3,1,5,11,13,-2,J1
168,2012,10,柏レイソル,15,8.0,8,2,2,4,11,13,-2,J1
169,2012,10,アルビレックス新潟,16,8.0,9,2,2,5,5,8,-3,J1
170,2012,10,ガンバ大阪,17,7.0,8,2,1,5,12,20,-8,J1
171,2012,10,北海道コンサドーレ札幌,18,4.0,9,1,1,7,7,15,-8,J1
172,2012,10,清水エスパルス,2,18.0,9,6,0,3,13,9,4,J1
173,2012,10,サンフレッチェ広島,3,16.0,9,5,1,3,14,7,7,J1
174,2012,10,浦和レッズ,4,16.0,9,5,1,3,12,9,3,J1
175,2012,10,サガン鳥栖,5,15.0,9,4,3,2,9,5,4,J1
176,2012,10,名古屋グランパス,6,14.0,8,4,2,2,12,9,3,J1
177,2012,10,ジュビロ磐田,7,14.0,9,4,2,3,15,14,1,J1
178,2012,10,セレッソ大阪,8,13.0,9,4,1,4,12,10,2,J1
179,2012,10,川崎フロンターレ,9,13.0,9,4,1,4,13,15,-2,J1
180,2012,11,ベガルタ仙台,1,23.0,10,7,2,1,20,8,12,J1
181,2012,11,名古屋グランパス,10,14.0,9,4,2,3,14,12,2,J1
182,2012,11,大宮アルディージャ,11,14.0,10,4,2,4,10,15,-5,J1
183,2012,11,セレッソ大阪,12,13.0,10,4,1,5,13,12,1,J1
184,2012,11,横浜Ｆ・マリノス,13,13.0,10,3,4,3,11,11,0,J1
185,2012,11,鹿島アントラーズ,14,11.0,10,3,2,5,11,13,-2,J1
186,2012,11,柏レイソル,15,8.0,9,2,2,5,13,18,-5,J1
187,2012,11,アルビレックス新潟,16,8.0,10,2,2,6,5,10,-5,J1
188,2012,11,ガンバ大阪,17,7.0,9,2,1,6,12,21,-9,J1
189,2012,11,北海道コンサドーレ札幌,18,4.0,10,1,1,8,8,17,-9,J1
190,2012,11,清水エスパルス,2,21.0,10,7,0,3,14,9,5,J1
191,2012,11,サンフレッチェ広島,3,19.0,10,6,1,3,19,9,10,J1
192,2012,11,浦和レッズ,4,17.0,10,5,2,3,14,11,3,J1
193,2012,11,サガン鳥栖,5,16.0,10,4,4,2,9,5,4,J1
194,2012,11,川崎フロンターレ,6,16.0,10,5,1,4,16,17,-1,J1
195,2012,11,ジュビロ磐田,7,15.0,10,4,3,3,17,16,1,J1
196,2012,11,ＦＣ東京,8,15.0,9,5,0,4,10,10,0,J1
197,2012,11,ヴィッセル神戸,9,15.0,10,5,0,5,14,16,-2,J1
198,2012,12,ベガルタ仙台,1,24.0,11,7,3,1,21,9,12,J1
199,2012,12,川崎フロンターレ,10,16.0,11,5,1,5,16,19,-3,J1
200,2012,12,ヴィッセル神戸,11,15.0,11,5,0,6,14,17,-3,J1
201,2012,12,大宮アルディージャ,12,15.0,11,4,3,4,11,16,-5,J1
202,2012,12,セレッソ大阪,13,14.0,11,4,2,5,14,13,1,J1
203,2012,12,柏レイソル,14,11.0,10,3,2,5,15,18,-3,J1
204,2012,12,鹿島アントラーズ,15,11.0,11,3,2,6,11,16,-5,J1
205,2012,12,アルビレックス新潟,16,9.0,11,2,3,6,6,11,-5,J1
206,2012,12,ガンバ大阪,17,8.0,10,2,2,6,13,22,-9,J1
207,2012,12,北海道コンサドーレ札幌,18,4.0,11,1,1,9,8,18,-10,J1
208,2012,12,清水エスパルス,2,22.0,11,7,1,3,15,10,5,J1
209,2012,12,サンフレッチェ広島,3,19.0,11,6,1,4,20,12,8,J1
210,2012,12,ジュビロ磐田,4,18.0,11,5,3,3,20,16,4,J1
211,2012,12,浦和レッズ,5,18.0,11,5,3,3,15,12,3,J1
212,2012,12,ＦＣ東京,6,18.0,10,6,0,4,11,10,1,J1
213,2012,12,サガン鳥栖,7,17.0,11,4,5,2,10,6,4,J1
214,2012,12,名古屋グランパス,8,17.0,10,5,2,3,15,12,3,J1
215,2012,12,横浜Ｆ・マリノス,9,16.0,11,4,4,3,14,12,2,J1
216,2012,13,ベガルタ仙台,1,27.0,12,8,3,1,25,9,16,J1
217,2012,13,名古屋グランパス,10,17.0,11,5,2,4,15,16,-1,J1
218,2012,13,ヴィッセル神戸,11,15.0,12,5,0,7,16,20,-4,J1
219,2012,13,大宮アルディージャ,12,15.0,12,4,3,5,11,18,-7,J1
220,2012,13,鹿島アントラーズ,13,14.0,12,4,2,6,18,16,2,J1
221,2012,13,セレッソ大阪,14,14.0,12,4,2,6,15,15,0,J1
222,2012,13,柏レイソル,15,14.0,11,4,2,5,17,19,-2,J1
223,2012,13,ガンバ大阪,16,9.0,11,2,3,6,13,22,-9,J1
224,2012,13,アルビレックス新潟,17,9.0,12,2,3,7,7,17,-10,J1
225,2012,13,北海道コンサドーレ札幌,18,4.0,12,1,1,10,8,25,-17,J1
226,2012,13,サンフレッチェ広島,2,22.0,12,7,1,4,23,14,9,J1
227,2012,13,清水エスパルス,3,22.0,12,7,1,4,15,11,4,J1
228,2012,13,ジュビロ磐田,4,21.0,12,6,3,3,26,17,9,J1
229,2012,13,浦和レッズ,5,21.0,12,6,3,3,16,12,4,J1
230,2012,13,ＦＣ東京,6,21.0,11,7,0,4,14,12,2,J1
231,2012,13,川崎フロンターレ,7,19.0,12,6,1,5,18,19,-1,J1
232,2012,13,サガン鳥栖,8,17.0,12,4,5,3,12,9,3,J1
233,2012,13,横浜Ｆ・マリノス,9,17.0,12,4,5,3,14,12,2,J1
234,2012,14,ベガルタ仙台,1,27.0,13,8,3,2,27,12,15,J1
235,2012,14,鹿島アントラーズ,10,17.0,13,5,2,6,20,17,3,J1
236,2012,14,セレッソ大阪,11,17.0,13,5,2,6,16,15,1,J1
237,2012,14,柏レイソル,12,17.0,12,5,2,5,19,19,0,J1
238,2012,14,名古屋グランパス,13,17.0,12,5,2,5,15,17,-2,J1
239,2012,14,ヴィッセル神戸,14,15.0,13,5,0,8,17,22,-5,J1
240,2012,14,大宮アルディージャ,15,15.0,13,4,3,6,11,22,-11,J1
241,2012,14,ガンバ大阪,16,9.0,12,2,3,7,15,25,-10,J1
242,2012,14,アルビレックス新潟,17,9.0,13,2,3,8,7,19,-12,J1
243,2012,14,北海道コンサドーレ札幌,18,4.0,13,1,1,11,9,28,-19,J1
244,2012,14,サンフレッチェ広島,2,25.0,13,8,1,4,26,15,11,J1
245,2012,14,ジュビロ磐田,3,24.0,13,7,3,3,30,17,13,J1
246,2012,14,清水エスパルス,4,23.0,13,7,2,4,15,11,4,J1
247,2012,14,浦和レッズ,5,22.0,13,6,4,3,17,13,4,J1
248,2012,14,ＦＣ東京,6,22.0,12,7,1,4,15,13,2,J1
249,2012,14,川崎フロンターレ,7,22.0,13,7,1,5,21,21,0,J1
250,2012,14,サガン鳥栖,8,20.0,13,5,5,3,15,11,4,J1
251,2012,14,横浜Ｆ・マリノス,9,18.0,13,4,6,3,14,12,2,J1
252,2012,15,ベガルタ仙台,1,30.0,14,9,3,2,31,13,18,J1
253,2012,15,柏レイソル,10,20.0,13,6,2,5,23,21,2,J1
254,2012,15,名古屋グランパス,11,20.0,13,6,2,5,18,19,-1,J1
255,2012,15,ヴィッセル神戸,12,18.0,14,6,0,8,20,23,-3,J1
256,2012,15,鹿島アントラーズ,13,17.0,14,5,2,7,22,20,2,J1
257,2012,15,セレッソ大阪,14,17.0,14,5,2,7,17,19,-2,J1
258,2012,15,大宮アルディージャ,15,15.0,14,4,3,7,13,26,-13,J1
259,2012,15,アルビレックス新潟,16,12.0,14,3,3,8,8,19,-11,J1
260,2012,15,ガンバ大阪,17,9.0,13,2,3,8,16,27,-11,J1
261,2012,15,北海道コンサドーレ札幌,18,4.0,14,1,1,12,10,32,-22,J1
262,2012,15,サンフレッチェ広島,2,28.0,14,9,1,4,30,16,14,J1
263,2012,15,浦和レッズ,3,25.0,14,7,4,3,19,14,5,J1
264,2012,15,川崎フロンターレ,4,25.0,14,8,1,5,22,21,1,J1
265,2012,15,ジュビロ磐田,5,24.0,14,7,3,4,31,20,11,J1
266,2012,15,清水エスパルス,6,23.0,14,7,2,5,15,12,3,J1
267,2012,15,ＦＣ東京,7,22.0,13,7,1,5,15,14,1,J1
268,2012,15,横浜Ｆ・マリノス,8,21.0,14,5,6,3,15,12,3,J1
269,2012,15,サガン鳥栖,9,20.0,14,5,5,4,15,12,3,J1
270,2012,16,ベガルタ仙台,1,31.0,15,9,4,2,31,13,18,J1
271,2012,16,サガン鳥栖,10,21.0,15,5,6,4,16,13,3,J1
272,2012,16,柏レイソル,11,21.0,14,6,3,5,24,22,2,J1
273,2012,16,ヴィッセル神戸,12,21.0,15,7,0,8,21,23,-2,J1
274,2012,16,鹿島アントラーズ,13,18.0,15,5,3,7,23,21,2,J1
275,2012,16,セレッソ大阪,14,17.0,15,5,2,8,17,21,-4,J1
276,2012,16,大宮アルディージャ,15,16.0,15,4,4,7,13,26,-13,J1
277,2012,16,ガンバ大阪,16,12.0,14,3,3,8,20,27,-7,J1
278,2012,16,アルビレックス新潟,17,12.0,15,3,3,9,8,20,-12,J1
279,2012,16,北海道コンサドーレ札幌,18,4.0,15,1,1,13,10,36,-26,J1
280,2012,16,サンフレッチェ広島,2,29.0,15,9,2,4,30,16,14,J1
281,2012,16,浦和レッズ,3,26.0,15,7,5,3,19,14,5,J1
282,2012,16,川崎フロンターレ,4,26.0,15,8,2,5,22,21,1,J1
283,2012,16,ＦＣ東京,5,25.0,14,8,1,5,17,14,3,J1
284,2012,16,ジュビロ磐田,6,24.0,15,7,3,5,31,22,9,J1
285,2012,16,清水エスパルス,7,24.0,15,7,3,5,16,13,3,J1
286,2012,16,名古屋グランパス,8,23.0,14,7,2,5,20,19,1,J1
287,2012,16,横浜Ｆ・マリノス,9,22.0,15,5,7,3,15,12,3,J1
288,2012,17,ベガルタ仙台,1,32.0,16,9,5,2,33,15,18,J1
289,2012,17,清水エスパルス,10,24.0,16,7,3,6,16,14,2,J1
290,2012,17,ヴィッセル神戸,11,24.0,16,8,0,8,22,23,-1,J1
291,2012,17,横浜Ｆ・マリノス,12,23.0,16,5,8,3,16,13,3,J1
292,2012,17,鹿島アントラーズ,13,19.0,16,5,4,7,24,22,2,J1
293,2012,17,大宮アルディージャ,14,19.0,16,5,4,7,14,26,-12,J1
294,2012,17,セレッソ大阪,15,18.0,16,5,3,8,18,22,-4,J1
295,2012,17,ガンバ大阪,16,13.0,16,3,4,9,24,35,-11,J1
296,2012,17,アルビレックス新潟,17,13.0,16,3,4,9,9,21,-12,J1
297,2012,17,北海道コンサドーレ札幌,18,4.0,16,1,1,14,10,37,-27,J1
298,2012,17,サンフレッチェ広島,2,30.0,16,9,3,4,32,18,14,J1
299,2012,17,ジュビロ磐田,3,27.0,16,8,3,5,34,23,11,J1
300,2012,17,柏レイソル,4,27.0,16,8,3,5,31,24,7,J1
301,2012,17,浦和レッズ,5,27.0,16,7,6,3,20,15,5,J1
302,2012,17,川崎フロンターレ,6,26.0,16,8,2,6,22,22,0,J1
303,2012,17,名古屋グランパス,7,25.0,16,7,4,5,23,22,1,J1
304,2012,17,ＦＣ東京,8,25.0,16,8,1,7,18,18,0,J1
305,2012,17,サガン鳥栖,9,24.0,16,6,6,4,17,13,4,J1
306,2012,18,ベガルタ仙台,1,35.0,17,10,5,2,34,15,19,J1
307,2012,18,サガン鳥栖,10,24.0,17,6,6,5,20,17,3,J1
308,2012,18,横浜Ｆ・マリノス,11,24.0,17,5,9,3,17,14,3,J1
309,2012,18,ヴィッセル神戸,12,24.0,17,8,0,9,22,24,-2,J1
310,2012,18,鹿島アントラーズ,13,22.0,17,6,4,7,25,22,3,J1
311,2012,18,セレッソ大阪,14,19.0,17,5,4,8,19,23,-4,J1
312,2012,18,大宮アルディージャ,15,19.0,17,5,4,8,14,27,-13,J1
313,2012,18,アルビレックス新潟,16,16.0,17,4,4,9,10,21,-11,J1
314,2012,18,ガンバ大阪,17,13.0,17,3,4,10,26,38,-12,J1
315,2012,18,北海道コンサドーレ札幌,18,4.0,17,1,1,15,10,38,-28,J1
316,2012,18,サンフレッチェ広島,2,33.0,17,10,3,4,34,18,16,J1
317,2012,18,浦和レッズ,3,30.0,17,8,6,3,24,18,6,J1
318,2012,18,名古屋グランパス,4,28.0,17,8,4,5,25,23,2,J1
319,2012,18,ＦＣ東京,5,28.0,17,9,1,7,21,20,1,J1
320,2012,18,ジュビロ磐田,6,27.0,17,8,3,6,34,25,9,J1
321,2012,18,柏レイソル,7,27.0,17,8,3,6,32,26,6,J1
322,2012,18,川崎フロンターレ,8,27.0,17,8,3,6,22,22,0,J1
323,2012,18,清水エスパルス,9,25.0,17,7,4,6,16,14,2,J1
324,2012,19,サンフレッチェ広島,1,36.0,18,11,3,4,37,18,19,J1
325,2012,19,川崎フロンターレ,10,27.0,18,8,3,7,22,25,-3,J1
326,2012,19,鹿島アントラーズ,11,25.0,18,7,4,7,26,22,4,J1
327,2012,19,清水エスパルス,12,25.0,18,7,4,7,19,19,0,J1
328,2012,19,ヴィッセル神戸,13,25.0,18,8,1,9,24,26,-2,J1
329,2012,19,大宮アルディージャ,14,20.0,18,5,5,8,16,29,-13,J1
330,2012,19,セレッソ大阪,15,19.0,18,5,4,9,19,24,-5,J1
331,2012,19,アルビレックス新潟,16,17.0,18,4,5,9,10,21,-11,J1
332,2012,19,ガンバ大阪,17,13.0,18,3,4,11,27,40,-13,J1
333,2012,19,北海道コンサドーレ札幌,18,4.0,18,1,1,16,11,42,-31,J1
334,2012,19,ベガルタ仙台,2,36.0,18,10,6,2,34,15,19,J1
335,2012,19,浦和レッズ,3,31.0,18,8,7,3,24,18,6,J1
336,2012,19,ジュビロ磐田,4,30.0,18,9,3,6,38,26,12,J1
337,2012,19,柏レイソル,5,30.0,18,9,3,6,37,29,8,J1
338,2012,19,名古屋グランパス,6,29.0,18,8,5,5,25,23,2,J1
339,2012,19,ＦＣ東京,7,28.0,18,9,1,8,21,21,0,J1
340,2012,19,サガン鳥栖,8,27.0,18,7,6,5,21,17,4,J1
341,2012,19,横浜Ｆ・マリノス,9,27.0,18,6,9,3,19,15,4,J1
342,2012,20,サンフレッチェ広島,1,37.0,19,11,4,4,39,20,19,J1
343,2012,20,ＦＣ東京,10,28.0,19,9,1,9,21,23,-2,J1
344,2012,20,鹿島アントラーズ,11,26.0,19,7,5,7,28,24,4,J1
