,年度,年月日,カテゴリ,節,H_team,A_team,スコア,スタジアム,K/O時刻,入場者数,インターネット中継・TV放送
170,2012,20120422,J2,９,栃木ＳＣ,ＦＣ岐阜,1-1,栃木グ,13:03,2607.0,スカパー／ｅ２／スカパー光／とちぎテレビ（録）
171,2012,20120422,J2,９,ヴァンフォーレ甲府,ＦＣ町田ゼルビア,1-1,中銀スタ,13:04,7451.0,スカパー／ｅ２／スカパー光
172,2012,20120422,J2,９,愛媛ＦＣ,ロアッソ熊本,0-0,ニンスタ,13:04,1950.0,スカパー／ｅ２／スカパー光
173,2012,20120422,J2,９,ギラヴァンツ北九州,モンテディオ山形,0-1,本城,13:04,3286.0,スカパー／ｅ２／スカパー光／ＮＨＫ北九州／ＮＨＫ山形
174,2012,20120422,J2,９,水戸ホーリーホック,ザスパクサツ群馬,1-0,Ｋｓスタ,13:05,3999.0,スカパー／ｅ２（録）／スカパー光／ＮＨＫ水戸
175,2012,20120422,J2,９,横浜ＦＣ,京都サンガF.C.,2-1,ニッパ球,14:03,7329.0,スカパー／ｅ２（スカイ・Ａ　ｓｐｏｒｔｓ＋）／スカパー光
176,2012,20120422,J2,９,東京ヴェルディ,湘南ベルマーレ,1-2,駒沢,14:33,6544.0,スカパー／ｅ２／スカパー光
177,2012,20120422,J2,９,松本山雅ＦＣ,ジェフユナイテッド千葉,1-0,松本,16:03,6740.0,スカパー／ｅ２／スカパー光
178,2012,20120422,J2,９,ファジアーノ岡山,ガイナーレ鳥取,2-0,カンスタ,16:03,5851.0,スカパー／ｅ２／スカパー光
179,2012,20120422,J2,９,カターレ富山,大分トリニータ,2-3,富山,16:04,2003.0,スカパー／ｅ２／スカパー光
180,2012,20120422,J2,９,徳島ヴォルティス,アビスパ福岡,0-4,鳴門大塚,18:04,2103.0,スカパー／ｅ２／スカパー光
181,2012,20120427,J2,１０,ジェフユナイテッド千葉,カターレ富山,1-1,フクアリ,19:03,6235.0,スカパー／ｅ２／スカパー光
182,2012,20120427,J2,１０,アビスパ福岡,東京ヴェルディ,1-3,レベスタ,19:03,3262.0,スカパー／ｅ２／スカパー光／テレビ西日本（録）
183,2012,20120427,J2,１０,ロアッソ熊本,ファジアーノ岡山,0-0,熊本,19:03,3198.0,スカパー／ｅ２（録）／スカパー光
184,2012,20120427,J2,１０,モンテディオ山形,栃木ＳＣ,2-1,ＮＤスタ,19:04,5036.0,スカパー／ｅ２（録）／スカパー光
185,2012,20120427,J2,１０,ザスパクサツ群馬,ギラヴァンツ北九州,0-2,正田スタ,19:04,1447.0,スカパー／ｅ２（録）／スカパー光
186,2012,20120427,J2,１０,ＦＣ町田ゼルビア,松本山雅ＦＣ,0-1,町田,19:04,3859.0,スカパー／ｅ２／スカパー光
187,2012,20120427,J2,１０,湘南ベルマーレ,水戸ホーリーホック,1-2,ＢＭＷス,19:04,4850.0,スカパー／ｅ２（録）／スカパー光
188,2012,20120427,J2,１０,ＦＣ岐阜,横浜ＦＣ,0-2,長良川,19:04,3540.0,スカパー／ｅ２（録）／スカパー光／岐阜放送
189,2012,20120427,J2,１０,京都サンガF.C.,大分トリニータ,1-2,西京極,19:04,5021.0,スカパー／ｅ２／スカパー光／ＫＢＳ京都
190,2012,20120427,J2,１０,徳島ヴォルティス,ヴァンフォーレ甲府,0-2,鳴門大塚,19:04,2710.0,スカパー／ｅ２／スカパー光
191,2012,20120427,J2,１０,ガイナーレ鳥取,愛媛ＦＣ,1-4,とりスタ,19:33,2245.0,スカパー／ｅ２（録）／スカパー光
192,2012,20120428,J1,８,名古屋グランパス,浦和レッズ,1-2,瑞穂陸,13:03,18138.0,スカパー／ｅ２／スカパー光
193,2012,20120428,J1,８,ＦＣ東京,清水エスパルス,0-1,味スタ,13:04,22405.0,スカパー／ｅ２／スカパー光／ＴＯＫＹＯ　ＭＸ（録）
194,2012,20120428,J1,８,柏レイソル,サガン鳥栖,1-1,柏,14:04,10351.0,スカパー／ｅ２／スカパー光
195,2012,20120428,J1,８,川崎フロンターレ,サンフレッチェ広島,1-4,等々力,15:03,19895.0,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）
196,2012,20120428,J1,８,鹿島アントラーズ,ガンバ大阪,5-0,カシマ,15:34,17583.0,スカパー／ｅ２／スカパー光／ＮＨＫ総合
197,2012,20120428,J1,８,大宮アルディージャ,北海道コンサドーレ札幌,2-1,ＮＡＣＫ,16:03,8435.0,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）
198,2012,20120428,J1,８,横浜Ｆ・マリノス,ヴィッセル神戸,3-1,日産ス,16:03,21054.0,スカパー／ｅ２／スカパー光
199,2012,20120428,J1,８,アルビレックス新潟,ベガルタ仙台,0-1,東北電ス,16:03,24637.0,スカパー／ｅ２／スカパー光
200,2012,20120428,J1,８,セレッソ大阪,ジュビロ磐田,3-2,金鳥スタ,19:04,12183.0,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１
201,2012,20120430,J2,１１,栃木ＳＣ,ガイナーレ鳥取,0-1,栃木グ,13:03,3827.0,スカパー／ｅ２（録）／スカパー光
202,2012,20120430,J2,１１,水戸ホーリーホック,徳島ヴォルティス,2-1,Ｋｓスタ,13:04,4222.0,スカパー／ｅ２／スカパー光
203,2012,20120430,J2,１１,横浜ＦＣ,ＦＣ町田ゼルビア,2-4,ニッパ球,13:04,7118.0,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１
204,2012,20120430,J2,１１,大分トリニータ,ロアッソ熊本,0-0,大銀ド,13:06,12595.0,スカパー／ｅ２／スカパー光
205,2012,20120430,J2,１１,愛媛ＦＣ,湘南ベルマーレ,2-1,ニンスタ,14:03,3520.0,スカパー／ｅ２／スカパー光／あいテレビ
206,2012,20120430,J2,１１,ギラヴァンツ北九州,ジェフユナイテッド千葉,1-2,本城,15:03,2112.0,スカパー／ｅ２（スカイ・Ａ　ｓｐｏｒｔｓ＋）／スカパー光
207,2012,20120430,J2,１１,松本山雅ＦＣ,京都サンガF.C.,0-0,松本,15:04,12154.0,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１／長野朝日放送
208,2012,20120430,J2,１１,ファジアーノ岡山,ザスパクサツ群馬,2-1,カンスタ,16:03,7139.0,スカパー／ｅ２／スカパー光
209,2012,20120430,J2,１１,ヴァンフォーレ甲府,アビスパ福岡,1-1,中銀スタ,16:04,10070.0,スカパー／ｅ２／スカパー光
210,2012,20120430,J2,１１,カターレ富山,ＦＣ岐阜,1-0,富山,16:04,3466.0,スカパー／ｅ２／スカパー光
211,2012,20120430,J2,１１,東京ヴェルディ,モンテディオ山形,0-2,味スタ,17:04,6114.0,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１
212,2012,20120503,J1,９,北海道コンサドーレ札幌,セレッソ大阪,1-0,札幌厚別,14:03,9596.0,スカパー／ｅ２／スカパー光
213,2012,20120503,J1,９,ヴィッセル神戸,大宮アルディージャ,3-0,ホームズ,14:04,11672.0,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１
214,2012,20120503,J1,９,川崎フロンターレ,ジュビロ磐田,4-3,等々力,15:03,15671.0,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）
215,2012,20120503,J1,９,サンフレッチェ広島,アルビレックス新潟,0-1,広島ビ,16:04,17826.0,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）／ＮＨＫ広島／ＮＨＫ新潟
216,2012,20120503,J1,９,サガン鳥栖,ベガルタ仙台,1-1,ベアスタ,16:04,18113.0,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）
217,2012,20120503,J1,９,清水エスパルス,鹿島アントラーズ,3-0,アウスタ,19:01,18393.0,スカパー／ｅ２／スカパー光／静岡放送
218,2012,20120503,J1,９,浦和レッズ,横浜Ｆ・マリノス,1-2,埼玉,19:05,44422.0,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１／テレ玉
219,2012,20120503,J2,１２,アビスパ福岡,大分トリニータ,1-1,レベスタ,13:03,7637.0,スカパー／ｅ２／スカパー光
220,2012,20120503,J2,１２,モンテディオ山形,愛媛ＦＣ,2-2,ＮＤスタ,13:04,7002.0,スカパー／ｅ２／スカパー光
221,2012,20120503,J2,１２,京都サンガF.C.,栃木ＳＣ,1-0,西京極,13:04,6403.0,スカパー／ｅ２／スカパー光／ＫＢＳ京都（録）
222,2012,20120503,J2,１２,ロアッソ熊本,東京ヴェルディ,0-2,熊本,13:04,5775.0,スカパー／ｅ２／スカパー光／ＮＨＫ熊本
223,2012,20120503,J2,１２,横浜ＦＣ,ファジアーノ岡山,0-1,ニッパ球,16:03,2803.0,スカパー／ｅ２／スカパー光
224,2012,20120503,J2,１２,ガイナーレ鳥取,カターレ富山,1-0,とりスタ,16:03,2551.0,スカパー／ｅ２／スカパー光
225,2012,20120503,J2,１２,ザスパクサツ群馬,ジェフユナイテッド千葉,0-2,正田スタ,16:04,3260.0,スカパー／ｅ２／スカパー光
226,2012,20120503,J2,１２,徳島ヴォルティス,松本山雅ＦＣ,1-0,鳴門大塚,16:04,5272.0,スカパー／ｅ２／スカパー光
227,2012,20120503,J2,１２,湘南ベルマーレ,ヴァンフォーレ甲府,1-1,ＢＭＷス,18:34,8114.0,スカパー／ｅ２／スカパー光
228,2012,20120503,J2,１２,ＦＣ町田ゼルビア,ギラヴァンツ北九州,0-1,町田,19:04,3021.0,スカパー／ｅ２／スカパー光
229,2012,20120503,J2,１２,ＦＣ岐阜,水戸ホーリーホック,0-1,長良川,19:05,5232.0,スカパー／ｅ２／スカパー光
230,2012,20120506,J1,１０,横浜Ｆ・マリノス,北海道コンサドーレ札幌,2-1,日産ス,13:03,24183.0,スカパー／ｅ２／スカパー光
231,2012,20120506,J1,１０,ベガルタ仙台,清水エスパルス,0-1,ユアスタ,13:04,18525.0,スカパー／ｅ２／スカパー光／ＮＨＫ仙台
232,2012,20120506,J1,１０,セレッソ大阪,ヴィッセル神戸,1-2,金鳥スタ,13:05,16446.0,スカパー／ｅ２／スカパー光／ＮＨＫ大阪
233,2012,20120506,J1,１０,柏レイソル,サンフレッチェ広島,2-5,柏,15:03,12875.0,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）
234,2012,20120506,J1,１０,ジュビロ磐田,浦和レッズ,2-2,エコパ,16:05,22193.0,スカパー／ｅ２／スカパー光
235,2012,20120506,J1,１０,大宮アルディージャ,ガンバ大阪,1-0,ＮＡＣＫ,17:03,11554.0,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）／テレ玉
236,2012,20120506,J1,１０,名古屋グランパス,川崎フロンターレ,2-3,豊田ス,17:03,20512.0,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／名古屋テレビ（録）
237,2012,20120506,J1,１０,鹿島アントラーズ,サガン鳥栖,0-0,カシマ,19:04,10626.0,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）
238,2012,20120506,J1,１０,アルビレックス新潟,ＦＣ東京,0-2,東北電ス,19:04,21827.0,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１
239,2012,20120506,J2,１３,ヴァンフォーレ甲府,京都サンガF.C.,0-3,中銀スタ,13:04,9563.0,スカパー／ｅ２／スカパー光／山梨放送
240,2012,20120506,J2,１３,カターレ富山,ＦＣ町田ゼルビア,1-1,富山,13:04,2101.0,スカパー／ｅ２／スカパー光／富山テレビ
241,2012,20120506,J2,１３,徳島ヴォルティス,ロアッソ熊本,1-1,鳴門大塚,13:04,4027.0,スカパー／ｅ２／スカパー光
242,2012,20120506,J2,１３,大分トリニータ,ガイナーレ鳥取,3-0,大銀ド,14:04,8085.0,スカパー／ｅ２／スカパー光／テレビ大分
243,2012,20120506,J2,１３,ジェフユナイテッド千葉,愛媛ＦＣ,1-0,フクアリ,16:03,10967.0,スカパー／ｅ２／スカパー光
244,2012,20120506,J2,１３,松本山雅ＦＣ,湘南ベルマーレ,1-1,松本,16:03,8323.0,スカパー／ｅ２／スカパー光
245,2012,20120506,J2,１３,ファジアーノ岡山,ＦＣ岐阜,0-1,カンスタ,16:03,9534.0,スカパー／ｅ２／スカパー光
246,2012,20120506,J2,１３,モンテディオ山形,ザスパクサツ群馬,1-0,ＮＤスタ,18:34,7102.0,スカパー／ｅ２／スカパー光
247,2012,20120506,J2,１３,ギラヴァンツ北九州,横浜ＦＣ,1-2,本城,19:03,3702.0,スカパー／ｅ２／スカパー光
248,2012,20120506,J2,１３,水戸ホーリーホック,東京ヴェルディ,0-2,Ｋｓスタ,19:04,4170.0,スカパー／ｅ２／スカパー光
249,2012,20120512,J1,１１,北海道コンサドーレ札幌,ＦＣ東京,0-1,札幌ド,13:04,10816.0,スカパー／ｅ２／スカパー光／北海道テレビ
250,2012,20120512,J1,１１,ジュビロ磐田,鹿島アントラーズ,3-0,ヤマハ,14:03,13555.0,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／静岡放送
251,2012,20120512,J1,１１,サガン鳥栖,大宮アルディージャ,1-1,ベアスタ,14:04,7833.0,スカパー／ｅ２／スカパー光
252,2012,20120512,J1,１１,川崎フロンターレ,柏レイソル,0-2,等々力,15:03,16054.0,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）
253,2012,20120512,J1,１１,サンフレッチェ広島,横浜Ｆ・マリノス,1-3,広島ビ,15:04,12073.0,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）
254,2012,20120512,J1,１１,清水エスパルス,セレッソ大阪,1-1,アウスタ,15:34,15891.0,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１／テレビ静岡
255,2012,20120512,J1,１１,浦和レッズ,アルビレックス新潟,1-1,埼玉,16:04,31818.0,スカパー／ｅ２／スカパー光
256,2012,20120512,J1,１１,ヴィッセル神戸,名古屋グランパス,0-1,ホームズ,18:34,14825.0,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）
257,2012,20120512,J1,１１,ガンバ大阪,ベガルタ仙台,1-1,万博,19:04,15253.0,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１
258,2012,20120512,J2,１４,愛媛ＦＣ,ギラヴァンツ北九州,2-2,ニンスタ,14:04,3724.0,スカパー／ｅ２／スカパー光／ＮＨＫ松山
259,2012,20120513,J2,１４,東京ヴェルディ,ファジアーノ岡山,0-1,味スタ,13:03,3515.0,スカパー／ｅ２／スカパー光
260,2012,20120513,J2,１４,アビスパ福岡,モンテディオ山形,1-1,レベスタ,13:03,4040.0,スカパー／ｅ２／スカパー光
261,2012,20120513,J2,１４,ザスパクサツ群馬,栃木ＳＣ,1-2,正田スタ,13:04,4024.0,スカパー／ｅ２（スカイ・Ａ　ｓｐｏｒｔｓ＋）／スカパー光
262,2012,20120513,J2,１４,ＦＣ町田ゼルビア,ジェフユナイテッド千葉,1-6,町田,13:04,6173.0,スカパー／ｅ２／スカパー光
263,2012,20120513,J2,１４,横浜ＦＣ,カターレ富山,3-0,ニッパ球,13:04,5259.0,スカパー／ｅ２／スカパー光
264,2012,20120513,J2,１４,ガイナーレ鳥取,水戸ホーリーホック,2-1,とりスタ,16:03,2501.0,スカパー／ｅ２／スカパー光
265,2012,20120513,J2,１４,湘南ベルマーレ,大分トリニータ,1-1,ＢＭＷス,16:04,6111.0,スカパー／ｅ２／スカパー光
266,2012,20120513,J2,１４,ロアッソ熊本,ヴァンフォーレ甲府,0-0,熊本,16:04,4182.0,スカパー／ｅ２／スカパー光
267,2012,20120513,J2,１４,京都サンガF.C.,徳島ヴォルティス,2-1,西京極,16:05,5881.0,スカパー／ｅ２／スカパー光／ＫＢＳ京都（録）
268,2012,20120513,J2,１４,ＦＣ岐阜,松本山雅ＦＣ,0-1,長良川,19:04,5088.0,スカパー／ｅ２／スカパー光
269,2012,20120516,ＹＮＣ 予選Ａグループ,４,川崎フロンターレ,浦和レッズ,0-3,等々力,19:00,13608.0,フジテレビＮＥＸＴ
270,2012,20120516,ＹＮＣ 予選Ａグループ,４,セレッソ大阪,サンフレッチェ広島,2-1,金鳥スタ,19:04,6397.0,スカパー！
271,2012,20120516,ＹＮＣ 予選Ａグループ,４,サガン鳥栖,ジュビロ磐田,3-2,ベアスタ,19:04,4642.0,スカパー！
272,2012,20120516,ＹＮＣ 予選Ｂグループ,４,大宮アルディージャ,北海道コンサドーレ札幌,1-1,ＮＡＣＫ,19:03,4359.0,スカパー！
273,2012,20120516,ＹＮＣ 予選Ｂグループ,４,ヴィッセル神戸,清水エスパルス,1-2,ホームズ,19:04,3778.0,スカパー！
274,2012,20120516,ＹＮＣ 予選Ｂグループ,４,横浜Ｆ・マリノス,鹿島アントラーズ,3-2,ニッパ球,19:33,9693.0,スカパー！
275,2012,20120517,J2,１３,栃木ＳＣ,アビスパ福岡,2-0,栃木グ,19:30,3718.0,スカパー／ｅ２／スカパー光／とちぎテレビ（録）
276,2012,20120519,J1,１２,横浜Ｆ・マリノス,ガンバ大阪,0-0,日産ス,14:03,25241.0,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）
277,2012,20120519,J1,１２,サンフレッチェ広島,ヴィッセル神戸,3-2,広島ビ,14:04,12613.0,スカパー／ｅ２／スカパー光／ＮＨＫ広島／ＮＨＫ神戸
278,2012,20120519,J1,１２,アルビレックス新潟,ジュビロ磐田,1-6,東北電ス,15:03,21920.0,スカパー／ｅ２／スカパー光／テレビ新潟
279,2012,20120519,J1,１２,浦和レッズ,清水エスパルス,1-0,埼玉,15:34,35877.0,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１
280,2012,20120519,J1,１２,大宮アルディージャ,川崎フロンターレ,0-2,ＮＡＣＫ,16:03,9304.0,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）／テレ玉
281,2012,20120519,J1,１２,鹿島アントラーズ,北海道コンサドーレ札幌,7-0,カシマ,17:04,13915.0,スカパー／ｅ２／スカパー光
282,2012,20120519,J1,１２,ベガルタ仙台,名古屋グランパス,4-0,ユアスタ,18:33,16317.0,スカパー／ｅ２／スカパー光
283,2012,20120519,J1,１２,セレッソ大阪,柏レイソル,1-2,長居,19:04,19643.0,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１
284,2012,20120520,J1,１２,ＦＣ東京,サガン鳥栖,3-2,味スタ,15:04,25803.0,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）
285,2012,20120520,J2,１５,ギラヴァンツ北九州,東京ヴェルディ,1-5,本城,13:03,3491.0,スカパー／ｅ２／スカパー光
286,2012,20120520,J2,１５,モンテディオ山形,ＦＣ岐阜,2-1,ＮＤスタ,13:04,8070.0,スカパー／ｅ２／スカパー光
287,2012,20120520,J2,１５,水戸ホーリーホック,愛媛ＦＣ,0-2,Ｋｓスタ,13:04,4303.0,スカパー／ｅ２／スカパー光
288,2012,20120520,J2,１５,松本山雅ＦＣ,横浜ＦＣ,0-2,松本,13:04,13062.0,スカパー／ｅ２／スカパー光／ＮＨＫ長野
289,2012,20120520,J2,１５,徳島ヴォルティス,ガイナーレ鳥取,3-0,鳴門大塚,13:04,3933.0,スカパー／ｅ２／スカパー光／ＮＨＫ徳島
290,2012,20120520,J2,１５,カターレ富山,アビスパ福岡,0-1,富山,13:05,2978.0,スカパー／ｅ２／スカパー光
291,2012,20120520,J2,１５,ヴァンフォーレ甲府,ザスパクサツ群馬,2-0,中銀スタ,14:04,8739.0,スカパー／ｅ２／スカパー光／テレビ山梨
292,2012,20120520,J2,１５,栃木ＳＣ,湘南ベルマーレ,1-1,栃木グ,16:03,3933.0,スカパー／ｅ２／スカパー光／とちぎテレビ（録）
