,年月日,カテゴリ,節,H_team,A_team,K/O時刻,H_rest_days,A_rest_days,H_監督,A_監督,H_順位,H_勝点,H_試合,H_勝,H_分,H_敗,H_得点,H_失点,H_得失点差,A_順位,A_勝点,A_試合,A_勝,A_分,A_敗,A_得点,A_失点,A_得失点差,train_test,y_H_goal,y_A_goal,y_goal_deff,y_even_flg,y_H_result,H_GK,H_DF,H_MF,H_FW,A_GK,A_DF,A_MF,A_FW
2917,20180825,2,30,380,388,18,7,7,320,134,1,56,29,16,8,5,42,26,16,4,49,28,13,10,5,42,32,10,train,1,3,-2,0,2,1,3,6,1,1,3,6,1
2918,20180825,1,24,330,326,19,6,6,198,222,2,43,22,13,4,5,31,17,14,8,35,23,10,5,8,33,35,-2,train,1,0,1,0,1,1,4,5,1,1,3,4,3
2919,20180825,1,24,333,345,19,6,6,66,370,13,26,23,8,2,13,24,34,-10,18,21,23,6,3,14,25,37,-12,train,5,1,4,0,1,1,4,3,3,1,3,5,2
2920,20180825,1,24,332,354,19,6,6,137,309,11,28,22,8,4,10,30,31,-1,6,35,22,9,8,5,30,27,3,train,1,2,-1,0,2,1,4,4,2,1,3,4,3
2921,20180825,1,24,340,329,19,6,6,221,250,5,36,23,9,9,5,30,26,4,1,49,23,15,4,4,37,18,19,train,0,1,-1,0,2,1,4,4,2,1,4,4,2
2922,20180825,2,30,286,302,18,7,7,234,306,22,24,28,6,6,16,23,49,-26,15,36,29,9,9,11,36,37,-1,train,0,2,-2,0,2,1,4,4,2,1,4,5,1
2923,20180825,2,30,398,356,18,7,7,107,185,21,25,28,7,4,17,25,41,-16,14,37,29,10,7,12,45,37,8,train,1,1,0,1,0,1,5,4,1,1,5,2,3
2924,20180825,2,30,399,394,18,7,7,159,203,16,35,29,10,5,14,49,56,-7,6,46,29,12,10,7,39,29,10,train,2,3,-1,0,2,1,4,2,4,1,4,3,3
2925,20180825,3,20,264,243,18,35,34,206,171,1,35,18,10,5,3,35,20,15,11,23,18,7,2,9,22,30,-8,train,5,2,3,0,1,1,4,5,1,1,3,4,3
2926,20180825,2,30,387,397,19,7,7,286,180,11,40,28,11,7,10,34,35,-1,17,33,29,9,6,14,24,38,-14,train,1,1,0,1,0,1,3,4,3,1,3,4,3
2927,20180825,3,20,128,377,17,35,7,215,165,16,13,18,3,4,11,18,30,-12,12,22,16,6,4,6,16,16,0,train,1,2,-1,0,2,1,4,4,2,1,3,4,3
2928,20180825,3,20,367,240,18,7,34,214,163,17,13,16,3,4,9,13,27,-14,13,22,18,5,7,6,23,23,0,train,1,0,1,0,1,1,4,4,2,1,4,4,2
2929,20180825,3,20,335,242,18,35,35,207,311,15,20,18,6,2,10,21,32,-11,4,28,18,6,10,2,21,18,3,train,3,1,2,0,1,1,4,4,2,1,2,5,3
2930,20180825,3,20,327,140,19,6,35,71,196,5,27,17,8,3,6,23,21,2,2,32,17,9,5,3,19,9,10,train,2,2,0,1,0,1,3,4,3,1,4,4,2
2931,20180825,2,30,358,389,19,7,3,217,211,3,51,29,15,6,8,50,35,15,9,41,28,12,5,11,34,27,7,train,0,1,-1,0,2,1,3,5,2,1,4,4,2
2932,20180824,1,24,324,347,19,5,5,168,205,7,35,23,10,5,8,31,29,2,10,31,23,8,7,8,25,27,-2,train,1,1,0,1,0,1,4,4,2,1,4,4,2
2933,20180822,2,26,395,389,19,4,4,218,211,10,35,25,9,8,8,24,22,2,12,34,25,10,4,11,26,24,2,train,2,1,1,0,1,1,3,5,2,1,3,5,2
2934,20180819,1,23,326,331,19,4,4,222,194,8,32,22,9,5,8,31,34,-3,18,21,22,5,6,11,22,32,-10,train,2,1,1,0,1,1,3,4,3,1,4,4,2
2935,20180819,1,23,354,323,13,4,4,309,297,6,32,21,8,8,5,27,25,2,3,40,22,12,4,6,31,20,11,train,3,2,1,0,1,1,3,6,1,1,4,4,2
2936,20180819,1,23,332,325,18,4,4,137,102,11,27,21,8,3,10,27,28,-1,9,31,22,8,7,7,26,17,9,train,3,3,0,1,0,1,4,4,2,1,3,5,2
2937,20180819,1,23,345,340,18,4,4,370,221,17,21,22,6,3,13,25,35,-10,5,33,22,8,9,5,28,26,2,train,0,2,-2,0,2,1,3,6,1,1,4,4,2
2938,20180819,1,23,324,322,18,4,4,168,181,7,32,22,9,5,8,30,29,1,14,23,21,6,5,10,36,39,-3,train,1,0,1,0,1,1,4,4,2,1,3,4,3
2939,20180819,1,23,336,328,18,4,4,265,223,16,22,21,6,4,11,26,39,-13,15,22,22,5,7,10,17,24,-7,train,3,0,3,0,1,1,4,4,2,1,4,3,3
2940,20180819,1,23,329,330,19,4,4,250,198,1,49,22,15,4,3,36,16,20,2,40,21,12,4,5,29,16,13,train,1,2,-1,0,2,1,4,4,2,1,4,5,1
2941,20180819,1,23,347,333,19,4,4,205,66,10,28,22,7,7,8,23,27,-4,13,26,22,8,2,12,24,32,-8,train,2,0,2,0,1,1,4,4,2,1,4,3,3
2942,20180819,2,29,379,371,18,8,8,229,209,17,32,28,9,5,14,36,41,-5,21,23,28,6,5,17,35,55,-20,train,0,2,-2,0,2,1,4,3,3,1,3,5,2
2943,20180819,1,23,349,334,19,4,4,301,131,12,26,21,7,5,9,26,30,-4,4,33,22,9,6,7,29,24,5,train,0,2,-2,0,2,1,3,4,3,1,4,3,3
2944,20180818,2,29,373,390,19,7,7,210,199,15,35,28,9,8,11,28,33,-5,4,46,26,13,7,6,37,26,11,train,1,0,1,0,1,1,3,4,3,1,3,5,2
2945,20180818,2,29,388,286,18,7,7,134,234,5,46,27,12,10,5,40,32,8,20,24,27,6,6,15,23,47,-24,train,2,0,2,0,1,1,3,6,1,1,4,5,1
2946,20180818,2,29,394,358,18,7,7,203,217,6,45,28,12,9,7,39,29,10,2,50,28,15,5,8,50,35,15,train,0,0,0,1,0,1,4,3,3,1,3,5,2
2947,20180818,2,29,356,397,18,7,6,185,180,12,37,28,10,7,11,45,36,9,18,30,28,8,6,14,23,38,-15,train,0,1,-1,0,2,1,4,3,3,1,4,4,2
2948,20180818,2,29,396,399,18,7,6,200,159,13,36,28,10,6,12,33,32,1,16,35,28,10,5,13,49,55,-6,train,1,0,1,0,1,1,4,4,2,1,4,3,3
2949,20180818,2,29,389,387,19,6,7,211,286,10,38,27,11,5,11,29,26,3,9,40,27,11,7,9,33,30,3,train,5,1,4,0,1,1,3,5,2,1,3,4,3
2950,20180818,2,29,302,395,19,7,7,306,218,14,36,28,9,9,10,36,36,0,11,38,27,10,8,9,28,26,2,train,0,1,-1,0,2,1,4,4,2,1,3,5,2
2951,20180818,2,29,263,398,19,6,7,186,107,8,43,27,11,10,6,46,44,2,22,22,27,6,4,17,23,40,-17,train,1,2,-1,0,2,1,3,5,2,1,5,4,1
2952,20180818,2,29,380,338,19,7,6,320,249,1,56,28,16,8,4,42,25,17,3,50,27,14,8,5,47,34,13,train,0,1,-1,0,2,1,3,6,1,1,4,4,2
2953,20180818,2,29,355,348,19,6,7,175,84,7,44,28,13,5,10,45,33,12,19,29,28,8,5,15,29,43,-14,train,2,1,1,0,1,1,4,4,2,1,4,4,2
2954,20180818,3,15,163,377,19,27,21,172,165,9,19,14,5,4,5,23,21,2,10,19,13,5,4,4,14,14,0,train,4,0,4,0,1,1,4,4,2,1,3,4,3
2955,20180818,3,17,367,178,18,34,27,214,219,17,12,15,3,3,9,13,27,-14,1,29,15,8,5,2,26,15,11,train,0,0,0,1,0,1,4,4,2,1,4,3,3
2956,20180815,1,22,326,349,19,4,4,222,301,8,29,21,8,5,8,27,33,-6,12,26,20,7,5,8,25,26,-1,train,4,1,3,0,1,1,3,4,3,1,3,4,3
2957,20180815,1,22,331,354,19,5,4,194,309,17,20,21,5,5,11,21,31,-10,5,31,20,8,7,5,26,24,2,train,1,1,0,1,0,1,4,4,2,1,3,6,1
2958,20180815,1,22,340,332,19,4,4,221,137,6,30,21,7,9,5,25,25,0,11,27,20,8,3,9,26,25,1,train,3,1,2,0,1,1,4,4,2,1,4,4,2
2959,20180815,1,22,330,328,19,4,4,198,223,3,39,20,12,3,5,29,16,13,15,21,21,5,6,10,17,24,-7,train,0,0,0,1,0,1,4,5,1,1,4,3,3
2960,20180815,1,22,323,333,19,5,4,297,66,2,40,21,12,4,5,31,19,12,14,23,21,7,2,12,23,32,-9,train,0,1,-1,0,2,1,4,4,2,1,4,3,3
2961,20180815,1,22,334,329,19,4,4,131,250,4,32,21,9,5,7,28,23,5,1,48,21,15,3,3,35,15,20,train,1,1,0,1,0,1,4,3,3,1,4,4,2
2962,20180815,1,22,325,347,19,4,4,102,205,9,28,21,7,7,7,22,17,5,10,28,21,7,7,7,23,23,0,train,4,0,4,0,1,1,3,5,2,1,5,4,1
2963,20180815,1,22,322,336,19,4,4,181,265,13,23,20,6,5,9,35,37,-2,18,19,20,5,4,11,24,38,-14,train,1,2,-1,0,2,1,4,3,3,1,4,4,2
2964,20180815,1,22,345,324,19,4,4,370,168,16,21,21,6,3,12,24,33,-9,7,29,21,8,5,8,28,28,0,train,1,2,-1,0,2,1,3,6,1,1,4,4,2
2965,20180812,2,28,397,355,19,8,8,180,175,18,30,27,8,6,13,22,33,-11,8,41,27,12,5,10,40,32,8,train,1,5,-4,0,2,1,4,4,2,1,4,4,2
2966,20180812,2,28,263,389,19,8,8,186,211,7,42,26,11,9,6,44,42,2,10,37,26,11,4,11,27,24,3,train,2,2,0,1,0,1,3,5,2,1,3,5,2
2967,20180812,2,28,338,399,19,8,8,249,159,2,49,26,14,7,5,44,31,13,15,34,27,10,4,13,46,52,-6,train,3,3,0,1,0,1,4,4,2,1,4,3,3
2968,20180811,2,28,387,394,18,7,7,286,203,11,37,26,10,7,9,31,29,2,4,45,27,12,9,6,38,27,11,train,2,1,1,0,1,1,3,4,3,1,4,3,3
2969,20180811,1,21,354,340,13,6,6,309,221,4,30,19,8,6,5,25,23,2,7,29,20,7,8,5,24,24,0,train,1,1,0,1,0,1,3,6,1,1,4,4,2
2970,20180811,1,21,336,324,18,6,6,265,168,18,16,19,4,4,11,20,36,-16,6,29,20,8,5,7,26,24,2,train,4,2,2,0,1,1,4,4,2,1,4,4,2
2971,20180811,1,21,332,330,18,6,6,137,198,10,27,19,8,3,8,25,23,2,3,36,19,11,3,5,27,15,12,train,1,2,-1,0,2,1,4,4,2,1,4,5,1
2972,20180811,1,21,349,322,19,6,6,301,181,11,26,19,7,5,7,25,25,0,15,20,19,5,5,9,34,37,-3,train,0,1,-1,0,2,1,4,3,3,1,4,3,3
2973,20180811,1,21,334,347,19,6,6,131,205,5,29,20,8,5,7,26,22,4,9,28,20,7,7,6,22,21,1,train,2,1,1,0,1,1,4,3,3,1,4,4,2
2974,20180811,1,21,328,325,19,6,6,223,102,16,18,20,4,6,10,16,24,-8,8,28,20,7,7,6,22,16,6,train,1,0,1,0,1,1,4,3,3,1,3,5,2
2975,20180811,1,21,329,345,19,5,6,250,370,1,45,20,14,3,3,33,15,18,14,21,20,6,3,11,24,31,-7,train,2,0,2,0,1,1,4,4,2,1,3,6,1
2976,20180811,1,21,333,326,19,6,6,66,222,13,23,20,7,2,11,23,30,-7,12,26,20,7,5,8,25,33,-8,train,0,2,-2,0,2,1,4,3,3,1,3,4,3
2977,20180811,2,28,390,396,18,7,7,199,200,5,43,25,12,7,6,35,26,9,12,36,27,10,6,11,33,30,3,train,2,0,2,0,1,1,4,3,3,1,4,5,1
2978,20180811,2,28,379,398,18,7,7,229,107,16,32,27,9,5,13,34,38,-4,22,19,26,5,4,17,20,38,-18,train,2,3,-1,0,2,1,4,3,3,1,4,4,2
2979,20180811,2,28,358,395,19,6,5,217,218,3,47,27,14,5,8,46,34,12,9,38,26,10,8,8,27,22,5,train,4,1,3,0,1,1,3,4,3,1,3,4,3
2980,20180811,2,28,371,388,19,6,7,209,134,21,23,27,6,5,16,32,50,-18,6,43,26,11,10,5,35,29,6,train,3,5,-2,0,2,1,3,5,2,1,3,6,1
2981,20180811,2,28,348,373,19,6,7,84,210,19,29,27,8,5,14,29,40,-11,17,32,27,8,8,11,25,33,-8,train,0,3,-3,0,2,1,4,4,2,1,3,4,3
2982,20180811,2,28,302,356,19,6,7,306,185,13,36,27,9,9,9,35,34,1,14,34,27,9,7,11,43,35,8,train,1,2,-1,0,2,1,4,4,2,1,4,3,3
2983,20180811,2,28,286,380,18,6,7,234,320,20,24,26,6,6,14,23,46,-23,1,53,27,15,8,4,41,25,16,train,0,1,-1,0,2,1,4,4,2,1,3,5,2
2984,20180810,1,21,331,323,19,5,5,194,297,17,17,20,4,5,11,19,30,-11,2,40,20,12,4,4,30,17,13,train,2,1,1,0,1,1,4,4,2,1,4,4,2
2985,20180805,1,20,347,326,19,4,4,205,222,12,25,19,6,7,6,19,19,0,10,26,19,7,5,7,23,30,-7,train,3,2,1,0,1,1,4,4,2,1,3,4,3
2986,20180805,1,20,354,333,14,4,4,309,66,4,30,18,8,6,4,24,21,3,15,20,19,6,2,11,21,29,-8,train,1,2,-1,0,2,1,3,6,1,1,4,3,3
2987,20180805,1,20,336,331,18,4,4,265,194,18,13,18,3,4,11,17,34,-17,16,17,19,4,5,10,17,27,-10,train,3,2,1,0,1,1,4,3,3,1,4,4,2
2988,20180805,1,20,324,332,18,4,4,168,137,9,26,19,7,5,7,25,24,1,8,27,18,8,3,7,25,22,3,train,1,0,1,0,1,1,4,4,2,1,4,4,2
2989,20180805,1,20,328,340,19,4,4,223,221,17,15,19,3,6,10,15,24,-9,6,29,19,7,8,4,24,23,1,train,1,0,1,0,1,1,4,4,2,1,4,4,2
2990,20180805,1,20,323,334,19,4,4,297,131,2,37,19,11,4,4,29,17,12,5,29,19,8,5,6,26,21,5,train,1,0,1,0,1,1,4,4,2,1,4,4,2
2991,20180805,2,27,395,286,18,11,11,218,234,11,35,25,9,8,8,24,22,2,20,24,25,6,6,13,23,43,-20,train,3,0,3,0,1,1,3,4,3,1,4,5,1
2992,20180805,1,20,330,322,19,4,4,198,181,3,33,18,10,3,5,25,15,10,13,20,18,5,5,8,34,35,-1,train,2,0,2,0,1,1,4,5,1,1,4,3,3
2993,20180805,1,20,325,345,19,4,4,102,370,7,27,19,7,6,6,22,16,6,14,20,19,6,2,11,24,31,-7,train,0,0,0,1,0,1,3,5,2,1,3,6,1
2994,20180805,1,20,329,349,19,4,4,250,301,1,44,19,14,2,3,31,13,18,11,25,18,7,4,7,23,23,0,train,2,2,0,1,0,1,4,4,2,1,3,4,3
2995,20180805,2,27,358,348,19,7,7,217,140,3,44,26,13,5,8,42,34,8,17,29,26,8,5,13,29,36,-7,train,4,0,4,0,1,1,3,4,3,1,4,4,2
2996,20180805,2,27,371,302,19,7,7,209,306,21,23,26,6,5,15,32,49,-17,15,33,26,8,9,9,34,34,0,train,0,1,-1,0,2,1,3,5,2,1,4,4,2
2997,20180804,2,27,394,355,18,6,6,203,175,5,42,26,11,9,6,36,26,10,7,41,26,12,5,9,39,30,9,train,2,1,1,0,1,1,4,3,3,1,4,4,2
2998,20180804,2,27,356,390,18,6,10,185,199,12,34,26,9,7,10,42,33,9,8,40,24,11,7,6,33,25,8,train,1,2,-1,0,2,1,3,4,3,1,4,4,2
2999,20180804,2,27,399,380,18,6,6,40,320,14,34,26,10,4,12,44,49,-5,1,50,26,14,8,4,38,23,15,train,2,3,-1,0,2,1,4,4,2,1,3,5,2
3000,20180804,2,27,398,387,18,6,10,107,286,22,16,25,4,4,17,19,38,-19,9,37,25,10,7,8,31,28,3,train,1,0,1,0,1,1,6,3,1,1,3,4,3
3001,20180804,2,27,388,338,18,10,10,134,249,4,43,25,11,10,4,33,26,7,2,46,25,13,7,5,41,29,12,train,2,3,-1,0,2,1,3,5,2,1,4,4,2
3002,20180804,2,27,373,379,19,6,6,210,229,18,29,26,7,8,11,21,32,-11,16,32,26,9,5,12,33,34,-1,train,4,1,3,0,1,1,3,4,3,1,4,3,3
3003,20180804,2,27,397,263,19,6,10,180,186,19,27,26,7,6,13,20,33,-13,6,42,25,11,9,5,44,40,4,train,2,0,2,0,1,1,4,3,3,1,4,4,2
3004,20180804,2,27,389,396,19,10,6,211,200,13,34,25,10,4,11,26,24,2,10,36,26,10,6,10,33,29,4,train,1,0,1,0,1,1,3,6,1,1,4,5,1
3005,20180801,1,19,332,328,19,10,4,137,223,10,24,17,7,3,7,24,22,2,17,15,18,3,6,9,15,23,-8,train,1,0,1,0,1,1,4,4,2,1,3,4,3
3006,20180801,1,19,324,323,19,4,5,168,297,7,26,18,7,5,6,24,22,2,2,34,18,10,4,4,27,16,11,train,1,2,-1,0,2,1,4,4,2,1,4,4,2
3007,20180801,1,19,326,336,19,4,10,222,265,8,26,18,7,5,6,22,28,-6,18,10,17,2,4,11,15,33,-18,train,1,2,-1,0,2,1,3,4,3,1,4,4,2
3008,20180801,1,19,345,354,19,5,10,370,309,14,20,18,6,2,10,22,28,-6,6,27,17,7,6,4,21,19,2,train,2,3,-1,0,2,1,3,6,1,1,3,6,1
3009,20180801,1,19,325,330,19,4,10,102,198,9,24,18,6,6,6,20,16,4,3,33,17,10,3,4,25,13,12,train,2,0,2,0,1,1,3,5,2,1,4,5,1
3010,20180801,1,19,340,334,19,4,4,221,131,5,28,18,7,7,4,23,22,1,4,28,18,8,4,6,25,20,5,train,1,1,0,1,0,1,4,4,2,1,4,3,3
3011,20180801,1,19,347,331,19,4,4,205,194,11,24,18,6,6,6,18,18,0,16,16,18,4,4,10,16,26,-10,train,1,1,0,1,0,1,4,4,2,1,4,4,2
3012,20180801,1,19,333,349,19,4,10,66,301,15,20,18,6,2,10,21,27,-6,12,22,17,6,4,7,21,23,-2,train,0,2,-2,0,2,1,4,3,3,1,3,4,3
3013,20180801,1,19,322,329,19,10,4,181,250,13,20,17,5,5,7,33,31,2,1,41,18,13,2,3,27,12,15,train,1,4,-3,0,2,1,4,3,3,1,4,4,2
3014,20180729,2,26,355,371,19,4,4,175,209,8,38,25,11,5,9,37,29,8,21,23,25,6,5,14,31,47,-16,train,2,1,1,0,1,1,4,4,2,1,3,5,2
3015,20180729,2,26,396,397,18,4,4,200,180,13,33,25,9,6,10,29,28,1,19,27,25,7,6,12,19,29,-10,train,4,1,3,0,1,1,4,5,1,1,3,5,2
3016,20180729,2,26,380,356,18,4,4,320,185,1,47,25,13,8,4,37,23,14,11,34,25,9,7,9,42,32,10,train,1,0,1,0,1,1,3,5,2,1,3,4,3
3017,20180729,2,26,379,358,18,4,4,229,217,14,32,25,9,5,11,33,32,1,5,41,25,12,5,8,40,34,6,train,0,2,-2,0,2,1,4,3,3,1,3,4,3
3018,20180729,2,26,348,399,18,4,4,140,40,17,29,25,8,5,12,28,34,-6,16,31,25,9,4,12,42,48,-6,train,1,2,-1,0,2,1,4,4,2,1,4,3,3
3019,20180729,2,26,373,302,18,4,4,210,306,18,28,25,7,7,11,20,31,-11,15,32,25,8,8,9,33,33,0,train,1,1,0,1,0,1,3,4,3,1,4,4,2
3020,20180729,2,26,398,394,18,4,4,107,203,22,16,24,4,4,16,19,37,-18,7,39,25,10,9,6,35,26,9,train,0,1,-1,0,2,1,4,4,2,1,4,3,3
3021,20180728,1,18,331,324,19,6,3,194,168,16,15,17,4,3,10,15,25,-10,10,22,16,6,4,6,21,21,0,train,1,1,0,1,0,1,5,3,2,1,4,4,2
3022,20180728,1,18,326,340,19,6,3,222,221,7,25,17,7,4,6,20,26,-6,4,27,16,7,6,3,21,18,3,train,2,2,0,1,0,1,3,4,3,1,4,4,2
3023,20180728,1,18,334,333,19,6,6,131,66,6,25,17,7,4,6,24,20,4,14,20,17,6,2,9,21,26,-5,train,1,0,1,0,1,1,4,3,3,1,4,3,3
3024,20180728,1,18,328,347,19,6,6,223,205,17,14,17,3,5,9,15,23,-8,9,23,17,6,5,6,18,18,0,train,0,0,0,1,0,1,4,3,3,1,4,5,1
3025,20180728,1,18,329,325,19,6,6,250,102,1,41,17,13,2,2,26,8,18,12,21,17,5,6,6,16,15,1,train,1,4,-3,0,2,1,4,4,2,1,3,5,2
3026,20180728,3,17,327,377,19,7,6,71,165,4,24,15,7,3,5,19,20,-1,11,19,14,5,4,5,14,15,-1,train,1,2,-1,0,2,1,4,4,2,1,3,4,3
3027,20180727,1,18,323,345,19,5,5,297,370,2,34,17,10,4,3,27,15,12,15,17,17,5,2,10,21,28,-7,train,0,1,-1,0,2,1,4,4,2,1,3,6,1
3028,20180725,2,25,371,263,19,4,4,209,186,20,22,24,6,4,14,29,45,-16,5,41,24,11,8,5,42,38,4,train,2,2,0,1,0,1,3,5,2,1,4,4,2
3029,20180725,1,14,340,324,19,3,3,221,168,4,23,13,6,5,2,18,14,4,8,18,13,5,3,5,11,14,-3,train,0,2,-2,0,2,1,4,5,1,1,4,4,2
3030,20180725,2,25,387,395,19,4,4,286,218,11,34,24,9,7,8,30,28,2,9,35,24,9,8,7,24,21,3,train,1,0,1,0,1,1,3,4,3,1,3,4,3
3031,20180725,2,25,358,397,19,4,4,217,180,4,41,24,12,5,7,40,33,7,19,24,24,6,6,12,18,29,-11,train,0,1,-1,0,2,1,3,4,3,1,4,4,2
3032,20180725,2,25,389,390,19,4,4,211,199,15,31,24,9,4,11,23,23,0,6,40,23,11,7,5,32,22,10,train,3,1,2,0,1,1,3,5,2,1,4,4,2
3033,20180725,2,25,338,398,19,4,4,249,107,2,43,24,12,7,5,39,28,11,22,16,23,4,4,15,18,35,-17,train,2,1,1,0,1,1,4,4,2,1,4,4,2
3034,20180725,2,25,399,356,19,4,4,40,185,17,28,24,8,4,12,40,47,-7,10,34,24,9,7,8,41,30,11,train,2,1,1,0,1,1,4,3,3,1,3,4,3
3035,20180725,2,25,396,373,19,4,4,200,210,13,32,24,9,5,10,29,28,1,18,27,24,7,6,11,20,31,-11,train,0,0,0,1,0,1,4,5,1,1,3,4,3
3036,20180725,2,25,355,380,19,4,4,175,320,7,38,24,11,5,8,36,27,9,1,44,24,12,8,4,35,22,13,train,1,2,-1,0,2,1,4,4,2,1,3,5,2
3037,20180725,2,25,302,388,19,4,4,306,134,14,31,24,8,7,9,33,33,0,3,42,24,11,9,4,33,26,7,train,0,0,0,1,0,1,4,4,2,1,3,5,2
3038,20180725,2,25,394,348,19,4,4,203,140,8,36,24,9,9,6,31,23,8,16,29,24,8,5,11,25,30,-5,train,4,3,1,0,1,1,4,3,3,1,4,4,2
3039,20180725,2,25,379,286,19,4,4,229,234,12,32,24,9,5,10,31,29,2,21,21,24,5,6,13,20,41,-21,train,2,3,-1,0,2,1,4,3,3,1,4,4,2
3040,20180722,1,17,330,345,19,4,4,198,370,3,30,16,9,3,4,24,13,11,15,17,16,5,2,9,21,27,-6,train,1,0,1,0,1,1,4,5,1,1,3,5,2
3041,20180722,1,17,336,329,18,4,4,265,250,18,9,16,2,3,11,15,33,-18,1,40,16,13,1,2,26,8,18,train,0,0,0,1,0,1,4,2,4,1,4,4,2
3042,20180722,1,17,334,349,18,4,4,131,301,6,25,16,7,4,5,24,17,7,14,19,16,5,4,7,18,23,-5,train,0,3,-3,0,2,1,4,4,2,1,3,4,3
3043,20180722,1,17,324,333,18,4,4,168,66,13,19,15,5,4,6,15,19,-4,12,20,16,6,2,8,19,20,-1,train,6,2,4,0,1,1,4,4,2,1,4,3,3
3044,20180722,1,17,331,332,19,4,4,153,137,16,15,16,4,3,9,14,23,-9,9,21,16,6,3,7,22,21,1,train,1,2,-1,0,2,1,4,4,2,1,4,4,2
3045,20180722,1,17,354,347,19,4,4,309,205,5,26,16,7,5,4,21,19,2,7,22,16,6,4,6,18,18,0,train,0,0,0,1,0,1,3,6,1,1,5,4,1
3046,20180722,1,17,323,322,19,4,4,297,87,2,31,16,9,4,3,22,13,9,10,20,16,5,5,6,31,26,5,train,5,2,3,0,1,1,4,4,2,1,4,3,3
3047,20180722,1,17,328,326,19,4,4,223,222,17,14,16,3,5,8,15,22,-7,8,22,16,6,4,6,19,26,-7,train,0,1,-1,0,2,1,4,3,3,1,3,4,3
3048,20180722,1,17,340,325,19,4,4,221,102,4,26,15,7,5,3,20,17,3,11,20,16,5,5,6,15,14,1,train,1,1,0,1,0,1,4,4,2,1,3,6,1
3049,20180722,3,19,243,163,15,7,6,171,194,13,20,17,6,2,9,20,29,-9,7,23,16,6,5,5,26,23,3,train,2,1,1,0,1,1,3,4,3,1,3,5,2
3050,20180722,3,19,240,249,17,7,6,163,208,10,22,17,5,7,5,22,21,1,11,21,17,6,3,8,15,15,0,train,1,2,-1,0,2,1,4,4,2,1,3,6,1
3051,20180722,3,19,178,377,19,6,7,219,165,2,30,16,8,6,2,26,15,11,14,19,15,5,4,6,14,16,-2,train,0,2,-2,0,2,1,4,3,3,1,3,4,3
3052,20180721,2,24,389,355,19,6,6,211,175,15,28,23,8,4,11,21,22,-1,7,38,23,11,5,7,35,25,10,train,2,1,1,0,1,1,3,5,2,1,4,4,2
3053,20180721,2,24,390,394,18,6,6,199,203,5,39,22,11,6,5,32,22,10,8,35,23,9,8,6,31,23,8,train,0,0,0,1,0,1,5,3,2,1,4,3,3
3054,20180721,2,24,338,302,18,5,6,249,306,2,40,23,11,7,5,38,28,10,13,31,23,8,7,8,33,32,1,train,1,0,1,0,1,1,4,4,2,1,4,4,2
3055,20180721,2,24,380,398,18,5,5,320,107,1,41,23,11,8,4,34,22,12,22,16,22,4,4,14,18,34,-16,train,1,0,1,0,1,1,3,5,2,1,4,4,2
3056,20180721,2,24,388,379,18,6,6,134,229,6,39,23,10,9,4,30,26,4,11,32,23,9,5,9,31,26,5,train,3,0,3,0,1,1,3,5,2,1,4,3,3
3057,20180721,2,24,286,399,18,6,6,234,40,21,18,23,4,6,13,18,40,-22,16,28,23,8,4,11,39,45,-6,train,2,1,1,0,1,1,4,4,2,1,4,4,2
3058,20180721,2,24,387,348,19,6,6,286,140,10,34,23,9,7,7,29,26,3,17,26,23,7,5,11,23,29,-6,train,1,2,-1,0,2,1,3,4,3,1,4,4,2
3059,20180721,2,24,358,373,19,6,6,217,210,3,40,23,12,4,7,40,33,7,18,26,23,7,5,11,20,31,-11,train,0,0,0,1,0,1,3,4,3,1,3,4,3
3060,20180721,2,24,356,371,18,6,5,185,209,12,31,23,8,7,8,38,28,10,19,22,23,6,4,13,27,42,-15,train,3,2,1,0,1,1,3,4,3,1,3,4,3
3061,20180721,2,24,397,395,19,6,5,180,218,20,21,23,5,6,12,16,29,-13,9,35,23,9,8,6,24,19,5,train,2,0,2,0,1,1,3,6,1,1,3,4,3
3062,20180721,3,19,140,128,15,5,6,196,215,3,29,16,8,5,3,17,9,8,16,13,17,3,4,10,18,28,-10,train,2,0,2,0,1,1,4,4,2,1,4,5,1
3063,20180721,3,19,241,335,17,14,5,195,207,12,20,16,6,2,8,18,22,-4,15,19,17,6,1,10,21,32,-11,train,0,0,0,1,0,1,3,4,3,1,4,5,1
3064,20180721,3,19,248,242,17,6,5,191,311,9,22,16,6,4,6,28,26,2,4,27,17,6,9,2,20,17,3,train,1,1,0,1,0,1,5,3,2,1,2,4,4
3065,20180721,3,19,264,239,19,5,6,206,308,1,34,17,10,4,3,34,19,15,8,22,17,5,7,5,25,21,4,train,1,1,0,1,0,1,4,5,1,1,4,5,1
3066,20180721,3,19,162,327,19,6,5,190,71,5,24,17,6,6,5,24,19,5,6,24,16,7,3,6,19,21,-2,train,0,4,-4,0,2,1,4,4,2,1,4,4,2
3067,20180721,2,24,263,396,19,6,5,186,200,4,40,23,11,7,5,40,36,4,14,31,23,9,4,10,27,26,1,train,2,2,0,1,0,1,4,4,2,1,4,5,1
3068,20180718,1,16,354,330,19,59,59,309,198,5,26,15,7,5,3,20,17,3,3,27,15,8,3,4,22,12,10,train,1,2,-1,0,2,1,3,6,1,1,4,5,1
