,年月日,カテゴリ,節,H_team,A_team,K/O時刻,H_rest_days,A_rest_days,H_監督,A_監督,H_順位,H_勝点,H_試合,H_勝,H_分,H_敗,H_得点,H_失点,H_得失点差,A_順位,A_勝点,A_試合,A_勝,A_分,A_敗,A_得点,A_失点,A_得失点差,train_test,y_H_goal,y_A_goal,y_goal_deff,y_even_flg,y_H_result,H_GK,H_DF,H_MF,H_FW,A_GK,A_DF,A_MF,A_FW
415,20201220,2,42,345,302,14,4,4,201,306,3,77,41,22,11,8,63,38,25,17,49,41,12,13,16,56,64,-8,train,3,1,2,0,1,1,4,5,1,1,4,4,2
416,20201220,2,42,380,397,14,4,4,104,180,13,51,41,12,15,14,42,52,-10,21,34,41,8,10,23,38,66,-28,train,2,0,2,0,1,1,4,4,2,1,3,6,1
417,20201220,2,42,399,367,14,4,4,221,328,15,50,41,14,8,19,45,50,-5,5,65,41,19,8,14,58,49,9,train,2,1,1,0,1,1,4,3,3,1,4,4,2
418,20201220,2,42,398,377,14,4,4,172,192,8,59,41,16,11,14,47,44,3,20,46,41,14,4,23,39,62,-23,train,0,1,-1,0,2,1,5,3,2,1,4,4,2
419,20201220,2,42,356,395,14,4,4,182,204,4,65,41,16,17,8,50,39,11,18,47,41,11,14,16,37,49,-12,train,0,2,-2,0,2,1,4,3,3,1,4,4,2
420,20201220,2,42,264,338,14,4,4,308,189,14,50,41,14,8,19,58,60,-2,19,46,41,11,13,17,40,52,-12,train,0,1,-1,0,2,1,4,5,1,1,4,5,1
421,20201220,2,42,355,348,14,4,4,370,135,16,50,41,13,11,17,40,51,-11,10,57,41,14,15,12,54,52,2,train,3,1,2,0,1,1,3,6,1,1,4,5,1
422,20201220,2,42,394,396,14,4,4,155,193,12,54,41,13,15,13,48,47,1,11,55,41,15,10,16,67,62,5,train,0,1,-1,0,2,1,3,6,1,1,4,3,3
423,20201220,2,42,390,389,14,4,4,200,211,2,81,41,24,9,8,50,29,21,1,84,41,25,9,7,67,32,35,train,1,0,1,0,1,1,4,4,2,1,4,3,3
424,20201220,2,42,263,387,14,4,4,186,216,22,33,41,9,6,26,43,72,-29,7,59,41,16,11,14,57,42,15,train,0,2,-2,0,2,1,4,3,3,1,3,4,3
425,20201220,2,42,373,347,14,4,4,311,140,9,58,41,15,13,13,40,37,3,6,60,41,15,15,11,56,46,10,train,1,2,-1,0,2,1,3,4,3,1,4,6,0
426,20201220,3,34,163,379,13,7,7,213,69,14,32,33,8,8,17,41,54,-13,4,56,33,16,8,9,49,37,12,train,2,1,1,0,1,1,4,5,1,1,4,4,2
427,20201220,3,34,178,249,13,7,7,206,196,6,55,33,17,4,12,52,43,9,1,73,33,21,10,2,55,15,40,train,3,0,3,0,1,1,4,4,2,1,4,4,2
428,20201220,3,34,240,243,13,7,7,210,119,2,59,33,17,8,8,45,24,21,12,39,33,10,9,14,34,47,-13,train,0,2,-2,0,2,1,4,4,2,1,3,4,3
429,20201220,3,34,239,241,13,7,7,149,220,18,24,33,4,12,17,36,66,-30,10,49,33,14,7,12,48,43,5,train,1,0,1,0,1,1,4,4,2,1,3,5,2
430,20201220,3,34,286,242,13,7,7,96,143,16,28,33,6,10,17,30,50,-20,11,39,33,11,6,16,44,52,-8,train,3,2,1,0,1,1,3,5,2,1,4,4,2
431,20201220,3,34,42,248,13,7,7,110,184,5,55,33,15,10,8,38,25,13,3,58,33,15,13,5,41,34,7,train,1,2,-1,0,2,1,4,4,2,1,3,5,2
432,20201220,3,34,140,335,13,7,7,115,207,13,38,33,11,5,17,33,38,-5,9,50,33,15,5,13,50,40,10,train,3,2,1,0,1,1,4,5,1,1,4,4,2
433,20201220,3,34,327,371,15,7,7,152,229,8,54,33,16,6,11,45,36,9,7,54,33,16,6,11,55,45,10,train,2,1,1,0,1,1,3,4,3,1,4,3,3
434,20201220,3,34,162,77,13,7,7,83,99,17,25,33,5,10,18,27,57,-30,15,30,33,7,9,17,38,55,-17,train,1,4,-3,0,2,1,3,4,3,1,3,5,2
435,20201219,1,34,324,340,14,7,3,117,203,6,42,25,13,3,9,39,33,6,2,48,24,15,3,6,36,25,11,train,1,1,0,1,0,1,4,4,2,1,3,4,3
436,20201219,1,34,333,330,14,3,3,285,198,8,37,23,11,4,8,45,35,10,1,65,24,21,2,1,68,19,49,train,2,3,-1,0,2,1,4,4,2,1,4,3,3
437,20201219,1,34,326,349,14,3,3,286,133,18,13,22,2,7,13,21,45,-24,16,13,23,3,4,16,18,37,-19,train,0,0,0,1,0,1,3,4,3,1,3,5,2
438,20201219,1,34,331,332,14,3,3,194,52,4,45,23,14,3,6,33,25,8,17,13,24,3,4,17,31,54,-23,train,0,2,-2,0,2,1,4,4,2,1,4,4,2
439,20201219,1,34,388,322,14,3,31,197,181,13,24,23,7,3,13,28,43,-15,7,41,27,12,5,10,54,44,10,train,3,1,2,0,1,1,4,4,2,1,4,3,3
440,20201219,1,34,325,354,14,3,7,136,309,9,37,24,11,4,9,34,37,-3,14,24,24,6,6,12,29,47,-18,train,0,2,-2,0,2,1,4,4,2,1,3,6,1
441,20201219,1,34,336,329,14,7,3,223,21,5,42,24,13,3,8,36,25,11,10,34,22,10,4,8,35,27,8,train,1,0,1,0,1,1,4,4,2,1,3,6,1
442,20201219,1,34,328,358,14,3,3,157,217,15,20,23,4,8,11,22,32,-10,12,29,24,8,5,11,26,35,-9,train,2,2,0,1,0,1,3,4,3,1,4,4,2
443,20201219,1,34,323,334,14,7,31,297,88,3,47,26,14,5,7,40,30,10,11,33,27,8,9,10,45,47,-2,train,1,0,1,0,1,1,4,3,3,1,3,5,2
444,20201216,2,41,396,264,19,3,3,193,308,10,55,40,15,10,15,67,60,7,17,47,40,13,8,19,56,60,-4,train,0,2,-2,0,2,1,4,4,2,1,4,5,1
445,20201216,1,33,330,325,19,4,4,198,136,1,65,24,21,2,1,68,19,49,9,40,25,12,4,9,37,38,-1,train,3,1,2,0,1,1,4,3,3,1,4,4,2
446,20201216,2,41,397,390,19,3,3,180,200,21,34,40,8,10,22,38,64,-26,2,78,40,23,9,8,48,29,19,train,0,2,-2,0,2,1,3,4,3,1,4,4,2
447,20201216,1,33,329,333,19,4,4,250,285,10,37,24,11,4,9,38,29,9,8,40,25,12,4,9,49,38,11,train,0,1,-1,0,2,1,3,6,1,1,4,4,2
448,20201216,2,41,380,394,19,3,3,104,155,14,50,40,12,14,14,41,51,-10,12,53,40,13,14,13,47,46,1,train,1,1,0,1,0,1,4,4,2,1,3,6,1
449,20201216,1,33,349,358,19,4,4,133,217,16,14,24,3,5,16,20,39,-19,12,29,24,8,5,11,26,35,-9,train,1,2,-1,0,2,1,3,5,2,1,4,4,2
450,20201216,1,33,332,326,19,4,10,52,286,17,13,24,3,4,17,31,54,-23,18,13,24,2,7,15,23,49,-26,train,2,3,-1,0,2,1,4,4,2,1,4,4,2
451,20201216,1,33,388,331,19,4,10,197,194,14,24,24,7,3,14,28,46,-18,2,48,24,15,3,6,35,26,9,train,0,2,-2,0,2,1,4,4,2,1,4,4,2
452,20201216,2,41,398,302,19,3,3,172,306,7,58,40,16,10,14,46,43,3,16,48,40,12,12,16,55,63,-8,train,1,1,0,1,0,1,4,4,2,1,4,4,2
453,20201216,1,33,340,328,19,4,4,203,157,2,48,25,15,3,7,37,28,9,15,21,24,4,9,11,24,34,-10,train,1,2,-1,0,2,1,3,4,3,1,3,4,3
454,20201216,2,41,373,399,19,3,3,311,221,11,55,40,14,13,13,39,37,2,13,50,40,14,8,18,45,49,-4,train,1,0,1,0,1,1,3,4,3,1,4,5,1
455,20201216,2,41,347,338,19,3,3,140,189,8,57,40,14,15,11,53,44,9,19,46,40,11,13,16,38,49,-11,train,3,2,1,0,1,1,3,6,1,1,4,5,1
456,20201216,2,41,367,387,19,3,3,328,216,5,62,40,18,8,14,56,49,7,6,59,40,16,11,13,57,40,17,train,2,0,2,0,1,1,4,4,2,1,3,4,3
457,20201216,2,41,345,356,19,3,3,201,182,3,76,40,22,10,8,62,37,25,4,64,40,16,16,8,49,38,11,train,1,1,0,1,0,1,4,4,2,1,4,4,2
458,20201216,2,41,263,348,19,3,3,186,135,22,30,40,8,6,26,42,72,-30,9,57,40,14,15,11,54,51,3,train,1,0,1,0,1,1,4,2,4,1,4,5,1
459,20201216,2,41,389,355,19,3,3,211,370,1,81,40,24,9,7,66,32,34,15,50,40,13,11,16,40,50,-10,train,1,0,1,0,1,1,3,6,1,1,4,5,1
460,20201216,2,41,377,395,19,3,3,192,204,20,43,40,13,4,23,37,62,-25,18,47,40,11,14,15,37,47,-10,train,2,0,2,0,1,1,4,4,2,1,4,4,2
461,20201213,2,40,356,380,14,4,7,182,104,4,61,38,15,16,7,47,37,10,16,47,39,11,14,14,40,51,-11,train,0,1,-1,0,2,1,4,4,2,1,4,4,2
462,20201213,2,40,338,396,14,7,7,189,193,19,43,39,10,13,16,37,49,-12,10,55,39,15,10,14,67,59,8,train,1,0,1,0,1,1,4,5,1,1,3,4,3
463,20201213,2,40,387,395,14,7,7,216,204,9,56,39,15,11,13,55,40,15,15,47,39,11,14,14,37,45,-8,train,2,0,2,0,1,1,3,4,3,1,4,5,1
464,20201213,2,40,355,263,14,7,7,370,186,17,47,39,12,11,16,37,49,-12,22,30,39,8,6,25,41,69,-28,train,3,1,2,0,1,1,4,6,0,1,3,6,1
465,20201213,2,40,367,347,14,7,7,328,140,5,59,39,17,8,14,54,49,5,7,57,39,14,15,10,53,42,11,train,2,0,2,0,1,1,4,4,2,1,3,7,0
466,20201213,2,40,302,373,14,7,7,306,311,14,47,39,12,11,16,54,62,-8,11,54,39,14,12,13,38,36,2,train,1,1,0,1,0,1,4,4,2,1,3,4,3
467,20201213,2,40,394,345,14,7,7,155,201,12,53,39,13,14,12,47,44,3,3,73,39,21,10,8,60,37,23,train,0,2,-2,0,2,1,4,4,2,1,4,4,2
468,20201213,2,40,390,398,14,7,7,200,172,2,75,39,22,9,8,46,29,17,6,58,39,16,10,13,46,41,5,train,2,0,2,0,1,1,4,4,2,1,5,3,2
469,20201213,2,40,264,397,16,7,4,308,180,18,44,39,12,8,19,50,60,-10,21,34,38,8,10,20,38,56,-18,train,6,0,6,0,1,1,4,5,1,1,3,6,1
470,20201213,2,40,348,377,15,7,7,135,192,8,57,39,14,15,10,53,49,4,20,40,39,12,4,23,35,61,-26,train,1,2,-1,0,2,1,4,5,1,1,4,4,2
471,20201213,2,40,389,399,14,7,7,211,221,1,80,39,24,8,7,66,32,34,13,49,39,14,7,18,45,49,-4,train,0,0,0,1,0,1,3,6,1,1,4,3,3
472,20201213,3,33,241,77,13,4,4,220,99,10,46,32,13,7,12,45,43,2,15,30,32,7,9,16,38,52,-14,train,3,0,3,0,1,1,3,5,2,1,3,5,2
473,20201213,3,33,178,163,13,4,4,206,213,6,52,32,16,4,12,46,39,7,14,32,32,8,8,16,37,48,-11,train,6,4,2,0,1,1,4,4,2,1,3,5,2
474,20201213,3,33,242,327,13,4,4,143,152,11,39,32,11,6,15,43,50,-7,7,51,32,15,6,11,43,35,8,train,1,2,-1,0,2,1,4,4,2,1,3,4,3
475,20201213,3,33,140,239,13,4,4,115,149,13,35,32,10,5,17,31,37,-6,18,24,32,4,12,16,35,64,-29,train,2,1,1,0,1,1,4,5,1,1,3,6,1
476,20201213,3,33,248,249,13,4,4,184,196,3,57,32,15,12,5,40,33,7,1,72,32,21,9,2,54,14,40,train,1,1,0,1,0,1,3,5,2,1,4,4,2
477,20201213,3,33,162,243,14,4,4,83,119,17,25,32,5,10,17,27,52,-25,12,36,32,9,9,14,29,47,-18,train,0,5,-5,0,2,1,4,4,2,1,3,4,3
478,20201213,3,33,335,42,14,4,4,207,110,9,50,32,15,5,12,49,37,12,5,52,32,14,10,8,35,24,11,train,1,3,-2,0,2,1,2,6,2,1,4,3,3
479,20201213,3,33,240,379,14,4,4,210,69,2,58,32,17,7,8,45,24,21,4,55,32,16,7,9,49,37,12,train,0,0,0,1,0,1,4,3,3,1,4,4,2
480,20201213,3,33,371,286,13,4,4,229,96,8,51,32,15,6,11,52,45,7,16,28,32,6,10,16,30,47,-17,train,3,0,3,0,1,1,4,3,3,1,3,6,1
481,20201212,1,32,328,330,14,7,7,157,198,15,22,25,4,10,11,24,34,-10,1,68,26,22,2,2,70,22,48,train,1,1,0,1,0,1,3,4,3,1,4,3,3
482,20201212,1,31,323,329,14,24,14,297,250,4,47,28,14,5,9,41,37,4,10,37,24,11,4,9,38,29,9,train,1,0,1,0,1,1,4,3,3,1,3,6,1
483,20201212,1,32,340,333,14,7,3,203,285,4,49,26,15,4,7,38,29,9,9,41,26,12,5,9,49,38,11,train,0,0,0,1,0,1,3,4,3,1,4,4,2
484,20201212,1,32,336,388,14,7,7,223,197,3,49,27,15,4,8,39,25,14,14,24,26,7,3,16,30,50,-20,train,0,0,0,1,0,1,4,4,2,1,4,4,2
485,20201212,1,32,325,349,17,13,6,136,133,8,42,27,12,6,9,38,39,-1,16,17,25,4,5,16,21,39,-18,train,0,0,0,1,0,1,4,4,2,1,3,5,2
486,20201212,1,32,358,354,15,3,7,217,309,12,33,26,9,6,11,29,37,-8,13,30,27,8,6,13,35,49,-14,train,1,1,0,1,0,1,3,6,1,1,3,6,1
487,20201212,1,32,324,332,16,13,7,117,52,5,48,28,15,3,10,43,37,6,17,17,26,4,5,17,34,55,-21,train,2,0,2,0,1,1,4,4,2,1,4,4,2
488,20201209,2,34,397,356,13,3,3,180,182,21,27,33,6,9,18,30,50,-20,4,55,33,14,13,6,43,34,9,train,0,2,-2,0,2,1,3,4,3,1,4,4,2
489,20201209,3,32,371,335,19,4,4,229,207,9,48,31,14,6,11,51,45,6,5,50,31,15,5,11,49,36,13,train,1,0,1,0,1,1,4,3,3,1,3,5,2
490,20201209,3,32,42,243,13,4,4,110,119,7,49,31,13,10,8,33,24,9,12,36,31,9,9,13,29,45,-16,train,2,0,2,0,1,1,4,4,2,1,3,4,3
491,20201209,3,32,241,242,17,4,4,220,143,10,43,31,12,7,12,44,43,1,11,39,31,11,6,14,43,49,-6,train,1,0,1,0,1,1,3,5,2,1,4,3,3
492,20201209,3,32,248,140,18,3,3,184,115,3,54,31,14,12,5,39,33,6,13,35,31,10,5,16,31,36,-5,train,1,0,1,0,1,1,3,4,3,1,4,5,1
493,20201209,3,32,379,77,19,4,3,69,99,4,52,31,15,7,9,48,37,11,15,30,31,7,9,15,38,51,-13,train,1,0,1,0,1,1,4,4,2,1,3,5,2
494,20201209,1,27,333,358,19,4,3,285,217,5,20,12,6,2,4,24,18,6,14,12,12,3,3,6,11,19,-8,train,1,1,0,1,0,1,4,4,2,1,4,3,3
495,20201209,3,32,327,249,19,4,4,152,196,6,50,31,15,5,11,43,35,8,1,71,31,21,8,2,54,14,40,train,0,0,0,1,0,1,3,4,3,1,4,4,2
496,20201209,3,32,239,178,19,3,4,149,206,18,24,31,4,12,15,35,63,-28,8,49,31,15,4,12,45,39,6,train,0,1,-1,0,2,1,4,4,2,1,4,5,1
497,20201209,3,32,286,162,19,4,4,96,83,16,27,31,6,9,16,30,47,-17,17,24,31,5,9,17,27,52,-25,train,0,0,0,1,0,1,3,5,2,1,4,4,2
498,20201209,3,32,163,240,19,3,3,213,210,14,32,31,8,8,15,37,47,-10,2,55,31,16,7,8,44,24,20,train,0,1,-1,0,2,1,4,4,2,1,4,4,2
499,20201206,2,39,263,367,14,4,4,186,328,22,27,38,7,6,25,37,68,-31,5,59,38,17,8,13,53,45,8,train,4,1,3,0,1,1,4,3,3,1,4,4,2
500,20201206,1,31,358,326,14,8,5,217,286,12,29,24,8,5,11,26,35,-9,18,13,24,2,7,15,23,49,-26,train,0,2,-2,0,2,1,3,6,1,1,4,3,3
501,20201206,1,31,349,331,15,7,7,133,194,16,14,24,3,5,16,20,39,-19,2,48,24,15,3,6,35,26,9,train,1,2,-1,0,2,1,3,5,2,1,4,4,2
502,20201206,2,39,264,395,13,4,4,308,204,18,43,38,12,7,19,49,59,-10,16,46,38,11,13,14,36,44,-8,train,1,1,0,1,0,1,4,5,1,1,4,4,2
503,20201206,2,39,397,398,13,4,4,180,172,21,34,37,8,10,19,38,55,-17,8,55,38,15,10,13,45,41,4,train,0,1,-1,0,2,1,2,6,2,1,4,4,2
504,20201206,2,39,345,387,14,4,4,201,216,3,70,38,20,10,8,59,37,22,7,56,38,15,11,12,55,39,16,train,1,0,1,0,1,1,3,5,2,1,3,4,3
505,20201206,2,39,373,377,14,4,4,311,192,11,53,38,14,11,13,36,34,2,20,39,38,12,3,23,33,59,-26,train,2,2,0,1,0,1,3,4,3,1,4,4,2
506,20201206,2,39,390,302,14,4,4,200,306,2,74,38,22,8,8,44,27,17,15,46,38,12,10,16,52,60,-8,train,2,2,0,1,0,1,4,4,2,1,4,4,2
507,20201206,2,39,338,394,14,4,4,189,155,19,40,38,9,13,16,36,49,-13,10,53,38,13,14,11,47,43,4,train,1,0,1,0,1,1,4,5,1,1,4,4,2
508,20201206,2,39,399,356,14,4,4,221,182,14,46,38,13,7,18,44,49,-5,4,61,37,15,16,6,47,36,11,train,1,0,1,0,1,1,4,3,3,1,4,3,3
509,20201206,2,39,380,348,14,4,4,104,135,17,44,38,10,14,14,37,50,-13,6,57,38,14,15,9,52,46,6,train,3,1,2,0,1,1,4,4,2,1,4,5,1
510,20201206,2,39,396,389,14,4,4,193,211,12,52,38,14,10,14,66,59,7,1,80,38,24,8,6,66,31,35,train,1,0,1,0,1,1,3,4,3,1,3,6,1
511,20201206,2,39,347,355,15,4,4,140,370,9,54,38,13,15,10,51,42,9,13,47,38,12,11,15,37,47,-10,train,2,0,2,0,1,1,3,6,1,1,4,6,0
512,20201206,3,31,239,240,13,7,7,149,210,17,24,30,4,12,14,34,60,-26,3,52,30,15,7,8,41,23,18,train,1,3,-2,0,2,1,4,4,2,1,4,4,2
513,20201206,3,31,140,163,13,7,8,115,213,12,35,30,10,5,15,30,34,-4,14,29,30,7,8,15,35,46,-11,train,1,2,-1,0,2,1,4,4,2,1,4,4,2
514,20201206,3,31,77,248,13,7,8,99,184,15,29,30,7,8,15,37,50,-13,2,53,30,14,11,5,38,32,6,train,1,1,0,1,0,1,3,5,2,1,3,4,3
515,20201205,1,31,332,330,14,6,10,52,198,17,13,24,3,4,17,31,54,-23,1,65,24,21,2,1,68,19,49,train,2,2,0,1,0,1,4,4,2,1,4,3,3
516,20201205,1,31,354,340,14,7,6,309,203,13,27,25,7,6,12,32,47,-15,2,48,25,15,3,7,37,28,9,train,1,3,-2,0,2,1,3,6,1,1,3,4,3
517,20201205,1,31,333,336,14,4,7,285,223,8,40,25,12,4,9,49,38,11,5,45,25,14,3,8,37,25,12,train,0,1,-1,0,2,1,4,4,2,1,4,4,2
518,20201205,1,31,388,328,16,6,6,197,157,14,24,24,7,3,14,28,46,-18,15,21,24,4,9,11,24,34,-10,train,1,1,0,1,0,1,4,4,2,1,3,4,3
519,20201205,3,31,243,371,13,6,6,119,229,13,35,30,9,8,13,27,43,-16,6,47,30,14,5,11,49,43,6,train,2,2,0,1,0,1,3,4,3,1,4,3,3
520,20201205,3,31,249,42,13,6,6,196,110,1,71,30,21,8,1,53,11,42,8,46,30,12,10,8,30,23,7,train,1,3,-2,0,2,1,4,4,2,1,4,4,2
521,20201205,3,31,178,242,14,6,6,206,143,9,46,30,14,4,12,42,37,5,11,39,30,11,6,13,41,46,-5,train,3,2,1,0,1,1,4,4,2,1,4,4,2
522,20201205,3,31,335,286,14,6,7,207,96,5,47,30,14,5,11,47,36,11,16,27,30,6,9,15,30,45,-15,train,2,0,2,0,1,1,3,5,2,1,3,5,2
523,20201205,3,31,379,327,15,7,7,69,152,4,52,30,15,7,8,48,35,13,6,47,30,14,5,11,41,35,6,train,0,2,-2,0,2,1,4,4,2,1,3,4,3
524,20201205,3,31,162,241,14,6,7,83,220,18,21,30,4,9,17,26,52,-26,10,43,30,12,7,11,44,42,2,train,1,0,1,0,1,1,4,4,2,1,3,5,2
525,20201202,2,38,396,347,19,3,3,193,140,12,49,37,13,10,14,64,58,6,7,54,37,13,15,9,50,40,10,train,2,1,1,0,1,1,4,4,2,1,3,6,1
526,20201202,2,38,264,302,19,3,3,308,306,17,43,37,12,7,18,49,57,-8,18,43,37,11,10,16,50,60,-10,train,0,2,-2,0,2,1,4,5,1,1,4,4,2
527,20201202,2,38,348,373,19,4,3,135,311,6,56,37,14,14,9,50,44,6,11,52,37,14,10,13,34,32,2,train,2,2,0,1,0,1,4,5,1,1,3,4,3
528,20201202,2,38,398,345,19,3,4,172,201,10,52,37,14,10,13,43,40,3,3,70,37,20,10,7,58,35,23,train,2,1,1,0,1,1,3,6,1,1,4,4,2
529,20201202,2,38,263,356,19,3,3,186,182,22,27,37,7,6,24,37,66,-29,5,58,36,14,16,6,45,36,9,train,0,2,-2,0,2,1,3,5,2,1,4,3,3
530,20201202,2,38,389,367,19,3,4,211,328,1,77,37,23,8,6,62,30,32,4,59,37,17,8,12,52,41,11,train,4,1,3,0,1,1,3,5,2,1,4,5,1
531,20201202,2,38,377,380,19,3,3,192,104,20,36,37,11,3,23,32,59,-27,16,44,37,10,14,13,37,49,-12,train,1,0,1,0,1,1,4,4,2,1,4,4,2
532,20201202,2,38,355,397,19,3,3,370,180,13,46,37,12,10,15,34,44,-10,21,33,36,8,9,19,35,52,-17,train,3,3,0,1,0,1,4,6,0,1,4,5,1
533,20201202,2,38,387,338,19,3,3,216,189,8,53,37,14,11,12,52,37,15,19,40,37,9,13,15,34,46,-12,train,3,2,1,0,1,1,3,4,3,1,4,5,1
534,20201202,2,38,394,399,19,3,3,155,221,9,52,37,13,13,11,46,42,4,14,45,37,13,6,18,43,48,-5,train,1,1,0,1,0,1,4,4,2,1,4,3,3
535,20201202,2,38,395,390,19,4,3,204,200,15,45,37,11,12,14,35,43,-8,2,73,37,22,7,8,43,26,17,train,1,1,0,1,0,1,4,4,2,1,4,4,2
536,20201201,1,26,326,333,19,6,6,286,285,16,11,15,2,5,8,15,28,-13,7,26,16,8,2,6,32,24,8,train,0,2,-2,0,2,1,4,3,3,1,4,4,2
537,20201129,2,37,373,263,16,4,4,311,186,12,49,36,13,10,13,32,32,0,22,27,36,7,6,23,37,64,-27,train,2,0,2,0,1,1,3,4,3,1,3,4,3
538,20201129,1,30,332,349,14,4,4,52,133,16,12,20,3,3,14,26,45,-19,18,9,18,2,3,13,14,31,-17,train,1,1,0,1,0,1,4,4,2,1,3,5,2
539,20201129,1,30,340,388,15,4,4,203,39,2,42,20,13,3,4,30,20,10,13,20,19,6,2,11,25,37,-12,train,1,0,1,0,1,1,4,4,2,1,4,4,2
540,20201129,1,30,324,325,15,4,7,117,136,6,33,20,10,3,7,31,27,4,9,30,20,9,3,8,26,35,-9,train,4,0,4,0,1,1,4,4,2,1,4,4,2
541,20201129,2,37,264,394,13,4,4,308,155,19,40,36,11,7,18,45,57,-12,8,52,36,13,13,10,46,38,8,train,4,0,4,0,1,1,4,5,1,1,3,6,1
542,20201129,2,37,399,347,14,4,4,221,140,14,45,36,13,6,17,42,46,-4,9,51,36,12,15,9,48,39,9,train,1,2,-1,0,2,1,4,4,2,1,3,6,1
543,20201129,2,37,390,355,14,4,4,200,370,2,70,36,21,7,8,42,26,16,13,46,36,12,10,14,34,43,-9,train,1,0,1,0,1,1,4,4,2,1,4,6,0
544,20201129,2,37,302,389,14,4,4,306,211,16,43,36,11,10,15,47,56,-9,1,74,36,22,8,6,58,27,31,train,3,4,-1,0,2,1,4,4,2,1,3,6,1
545,20201129,2,37,397,396,14,4,4,180,193,21,30,35,7,9,19,33,51,-18,11,49,36,13,10,13,63,56,7,train,2,1,1,0,1,1,4,5,1,1,3,4,3
546,20201129,2,37,380,398,14,4,4,104,172,17,43,36,10,13,13,37,49,-12,10,51,36,14,9,13,43,40,3,train,0,0,0,1,0,1,4,4,2,1,3,6,1
547,20201129,1,30,331,328,17,4,4,194,157,7,32,18,10,2,6,26,23,3,14,18,17,4,6,7,20,23,-3,train,1,1,0,1,0,1,4,4,2,1,3,4,3
548,20201129,2,37,356,387,16,4,4,182,216,5,57,35,14,15,6,45,36,9,7,52,36,14,10,12,52,37,15,train,0,0,0,1,0,1,4,3,3,1,3,4,3
549,20201129,3,30,240,42,14,7,7,210,110,3,49,29,14,7,8,40,23,17,7,46,29,12,10,7,30,22,8,train,1,0,1,0,1,1,4,4,2,1,4,5,1
550,20201129,3,30,371,249,15,7,7,229,196,5,47,29,14,5,10,47,39,8,1,68,29,20,8,1,49,9,40,train,2,4,-2,0,2,1,4,3,3,1,4,4,2
551,20201129,3,30,335,162,14,7,7,207,83,8,44,29,13,5,11,45,35,10,18,21,29,4,9,16,25,50,-25,train,2,1,1,0,1,1,3,5,2,1,4,4,2
552,20201129,2,37,338,377,16,4,4,189,192,18,40,36,9,13,14,34,43,-9,20,33,36,10,3,23,29,59,-30,train,0,3,-3,0,2,1,4,5,1,1,4,4,2
553,20201129,3,30,242,140,13,7,7,143,115,11,36,29,10,6,13,40,46,-6,12,35,29,10,5,14,30,33,-3,train,1,0,1,0,1,1,4,4,2,1,4,5,1
554,20201129,3,30,243,178,13,7,7,119,206,13,35,29,9,8,12,27,42,-15,9,43,29,13,4,12,41,37,4,train,0,1,-1,0,2,1,3,4,3,1,4,5,1
555,20201129,3,30,77,239,13,7,7,99,149,15,28,29,7,7,15,36,49,-13,17,23,29,4,11,14,33,59,-26,train,1,1,0,1,0,1,3,5,2,1,3,5,2
556,20201128,3,30,286,379,13,6,7,96,69,16,27,29,6,9,14,30,44,-14,4,49,29,14,7,8,47,35,12,train,0,1,-1,0,2,1,3,5,2,1,4,4,2
557,20201128,1,30,336,358,14,7,3,223,217,5,33,19,10,3,6,30,20,10,12,25,20,7,4,9,23,28,-5,train,0,0,0,1,0,1,4,4,2,1,4,4,2
558,20201128,1,30,329,354,14,3,7,250,309,11,25,18,7,4,7,27,22,5,15,17,20,4,5,11,23,40,-17,train,2,2,0,1,0,1,3,6,1,1,3,6,1
559,20201128,2,37,367,395,15,3,3,328,204,4,58,36,17,7,12,51,40,11,15,44,36,11,11,14,34,42,-8,train,1,1,0,1,0,1,4,5,1,1,4,4,2
560,20201128,2,37,345,348,14,3,3,201,135,3,67,36,19,10,7,56,35,21,6,56,36,14,14,8,50,42,8,train,2,0,2,0,1,1,4,4,2,1,4,5,1
561,20201128,3,30,241,163,13,7,6,220,213,10,40,29,11,7,11,43,42,1,14,29,29,7,8,14,35,45,-10,train,1,0,1,0,1,1,3,5,2,1,3,4,3
562,20201128,3,30,248,327,17,6,6,184,152,2,50,29,13,11,5,35,30,5,6,47,29,14,5,10,39,32,7,train,3,2,1,0,1,1,3,4,3,1,3,4,3
563,20201125,2,36,398,356,19,4,4,172,182,8,50,35,14,8,13,42,39,3,6,56,34,14,14,6,44,35,9,train,1,1,0,1,0,1,5,4,1,1,4,4,2
564,20201125,1,29,330,331,18,4,3,198,194,1,65,24,21,2,1,68,19,49,2,48,24,15,3,6,35,26,9,train,5,0,5,0,1,1,4,3,3,1,4,4,2
565,20201125,1,29,358,340,19,4,4,217,203,12,29,24,8,5,11,26,35,-9,2,48,25,15,3,7,37,28,9,train,0,1,-1,0,2,1,4,5,1,1,4,4,2
566,20201125,1,29,388,332,19,11,4,197,52,14,24,24,7,3,14,28,46,-18,17,13,24,3,4,17,31,54,-23,train,1,3,-2,0,2,1,3,6,1,1,4,4,2
567,20201125,1,29,324,333,19,4,4,117,285,6,45,26,14,3,9,40,33,7,9,37,24,11,4,9,46,37,9,train,1,4,-3,0,2,1,4,4,2,1,4,4,2
568,20201125,1,29,349,329,19,4,4,133,250,16,13,23,3,4,16,18,37,-19,10,34,23,10,4,9,35,28,7,train,1,1,0,1,0,1,3,5,2,1,3,6,1
