,第n回,種別,No,開催日,試合結果,くじ結果,当選金_1,当選金_2,当選金_3,次回への繰越金_1,次回への繰越金_2,次回への繰越金_3,当せん口数_1,当せん口数_2,当せん口数_3,販売開始日,販売終了日,結果発表日,払戻開始日,払戻期限,ホーム,アウェイ
843,598,toto,8,20121020,1-2,2,200000000,1553654,73240,32327900,0,0,1,14,297,2012年10月13日(土),2012年10月20日(土),2012年10月21日(日),2012年10月23日(火),2013年10月22日(火),サンフレッチェ広島,柏レイソル
844,598,toto,9,20121021,1-0,1,200000000,1553654,73240,32327900,0,0,1,14,297,2012年10月13日(土),2012年10月20日(土),2012年10月21日(日),2012年10月23日(火),2013年10月22日(火),モンテディオ山形,ギラヴァンツ北九州
845,598,toto,10,20121021,2-3,2,200000000,1553654,73240,32327900,0,0,1,14,297,2012年10月13日(土),2012年10月20日(土),2012年10月21日(日),2012年10月23日(火),2013年10月22日(火),アビスパ福岡,ヴァンフォーレ甲府
846,598,toto,11,20121020,4-0,1,200000000,1553654,73240,32327900,0,0,1,14,297,2012年10月13日(土),2012年10月20日(土),2012年10月21日(日),2012年10月23日(火),2013年10月22日(火),横浜Ｆ・マリノス,ジュビロ磐田
847,598,toto,12,20121021,4-1,1,200000000,1553654,73240,32327900,0,0,1,14,297,2012年10月13日(土),2012年10月20日(土),2012年10月21日(日),2012年10月23日(火),2013年10月22日(火),東京ヴェルディ,栃木ＳＣ
848,598,toto,13,20121021,1-1,0,200000000,1553654,73240,32327900,0,0,1,14,297,2012年10月13日(土),2012年10月20日(土),2012年10月21日(日),2012年10月23日(火),2013年10月22日(火),湘南ベルマーレ,ジェフユナイテッド千葉
849,598,mini toto-A組,1,20121020,3-2,1,15737,0,0,0,0,0,642,0,0,2012年10月13日(土),2012年10月20日(土),2012年10月20日(土),2012年10月23日(火),2013年10月22日(火),ベガルタ仙台,浦和レッズ
850,598,mini toto-A組,2,20121020,1-1,0,15737,0,0,0,0,0,642,0,0,2012年10月13日(土),2012年10月20日(土),2012年10月20日(土),2012年10月23日(火),2013年10月22日(火),大宮アルディージャ,アルビレックス新潟
851,598,mini toto-A組,3,20121020,2-3,2,15737,0,0,0,0,0,642,0,0,2012年10月13日(土),2012年10月20日(土),2012年10月20日(土),2012年10月23日(火),2013年10月22日(火),川崎フロンターレ,ガンバ大阪
852,598,mini toto-A組,4,20121020,1-1,0,15737,0,0,0,0,0,642,0,0,2012年10月13日(土),2012年10月20日(土),2012年10月20日(土),2012年10月23日(火),2013年10月22日(火),清水エスパルス,ヴィッセル神戸
853,598,mini toto-A組,5,20121020,1-3,2,15737,0,0,0,0,0,642,0,0,2012年10月13日(土),2012年10月20日(土),2012年10月20日(土),2012年10月23日(火),2013年10月22日(火),サガン鳥栖,名古屋グランパス
854,598,mini toto-B組,1,20121020,0-0,0,30778,0,0,0,0,0,285,0,0,2012年10月13日(土),2012年10月20日(土),2012年10月21日(日),2012年10月23日(火),2013年10月22日(火),北海道コンサドーレ札幌,鹿島アントラーズ
855,598,mini toto-B組,2,20121020,1-1,0,30778,0,0,0,0,0,285,0,0,2012年10月13日(土),2012年10月20日(土),2012年10月21日(日),2012年10月23日(火),2013年10月22日(火),セレッソ大阪,ＦＣ東京
856,598,mini toto-B組,3,20121020,1-2,2,30778,0,0,0,0,0,285,0,0,2012年10月13日(土),2012年10月20日(土),2012年10月21日(日),2012年10月23日(火),2013年10月22日(火),サンフレッチェ広島,柏レイソル
857,598,mini toto-B組,4,20121021,1-0,1,30778,0,0,0,0,0,285,0,0,2012年10月13日(土),2012年10月20日(土),2012年10月21日(日),2012年10月23日(火),2013年10月22日(火),モンテディオ山形,ギラヴァンツ北九州
858,598,mini toto-B組,5,20121021,2-3,2,30778,0,0,0,0,0,285,0,0,2012年10月13日(土),2012年10月20日(土),2012年10月21日(日),2012年10月23日(火),2013年10月22日(火),アビスパ福岡,ヴァンフォーレ甲府
859,599,toto,1,20121027,0-0,0,0,3311693,212290,109601110,0,0,0,5,78,2012年10月20日(土),2012年10月27日(土),2012年10月28日(日),2012年10月30日(火),2013年10月29日(火),浦和レッズ,セレッソ大阪
860,599,toto,2,20121027,1-4,2,0,3311693,212290,109601110,0,0,0,5,78,2012年10月20日(土),2012年10月27日(土),2012年10月28日(日),2012年10月30日(火),2013年10月29日(火),柏レイソル,大宮アルディージャ
861,599,toto,3,20121027,1-1,0,0,3311693,212290,109601110,0,0,0,5,78,2012年10月20日(土),2012年10月27日(土),2012年10月28日(日),2012年10月30日(火),2013年10月29日(火),ジュビロ磐田,ベガルタ仙台
862,599,toto,4,20121027,1-1,0,0,3311693,212290,109601110,0,0,0,5,78,2012年10月20日(土),2012年10月27日(土),2012年10月28日(日),2012年10月30日(火),2013年10月29日(火),名古屋グランパス,横浜Ｆ・マリノス
863,599,toto,5,20121027,1-1,0,0,3311693,212290,109601110,0,0,0,5,78,2012年10月20日(土),2012年10月27日(土),2012年10月28日(日),2012年10月30日(火),2013年10月29日(火),ガンバ大阪,サンフレッチェ広島
864,599,toto,6,20121027,1-2,2,0,3311693,212290,109601110,0,0,0,5,78,2012年10月20日(土),2012年10月27日(土),2012年10月28日(日),2012年10月30日(火),2013年10月29日(火),鹿島アントラーズ,清水エスパルス
865,599,toto,7,20121027,5-0,1,0,3311693,212290,109601110,0,0,0,5,78,2012年10月20日(土),2012年10月27日(土),2012年10月28日(日),2012年10月30日(火),2013年10月29日(火),ＦＣ東京,北海道コンサドーレ札幌
866,599,toto,8,20121027,3-3,0,0,3311693,212290,109601110,0,0,0,5,78,2012年10月20日(土),2012年10月27日(土),2012年10月28日(日),2012年10月30日(火),2013年10月29日(火),ヴィッセル神戸,川崎フロンターレ
867,599,toto,9,20121028,0-2,2,0,3311693,212290,109601110,0,0,0,5,78,2012年10月20日(土),2012年10月27日(土),2012年10月28日(日),2012年10月30日(火),2013年10月29日(火),モンテディオ山形,ジェフユナイテッド千葉
868,599,toto,10,20121028,1-0,1,0,3311693,212290,109601110,0,0,0,5,78,2012年10月20日(土),2012年10月27日(土),2012年10月28日(日),2012年10月30日(火),2013年10月29日(火),ＦＣ町田ゼルビア,ＦＣ岐阜
869,599,toto,11,20121027,0-2,2,0,3311693,212290,109601110,0,0,0,5,78,2012年10月20日(土),2012年10月27日(土),2012年10月28日(日),2012年10月30日(火),2013年10月29日(火),アルビレックス新潟,サガン鳥栖
870,599,toto,12,20121028,1-0,1,0,3311693,212290,109601110,0,0,0,5,78,2012年10月20日(土),2012年10月27日(土),2012年10月28日(日),2012年10月30日(火),2013年10月29日(火),大分トリニータ,アビスパ福岡
871,599,toto,13,20121028,2-1,1,0,3311693,212290,109601110,0,0,0,5,78,2012年10月20日(土),2012年10月27日(土),2012年10月28日(日),2012年10月30日(火),2013年10月29日(火),徳島ヴォルティス,東京ヴェルディ
872,599,mini toto-A組,1,20121027,0-0,0,44106,0,0,0,0,0,272,0,0,2012年10月20日(土),2012年10月27日(土),2012年10月27日(土),2012年10月30日(火),2013年10月29日(火),浦和レッズ,セレッソ大阪
873,599,mini toto-A組,2,20121027,1-4,2,44106,0,0,0,0,0,272,0,0,2012年10月20日(土),2012年10月27日(土),2012年10月27日(土),2012年10月30日(火),2013年10月29日(火),柏レイソル,大宮アルディージャ
874,599,mini toto-A組,3,20121027,1-1,0,44106,0,0,0,0,0,272,0,0,2012年10月20日(土),2012年10月27日(土),2012年10月27日(土),2012年10月30日(火),2013年10月29日(火),ジュビロ磐田,ベガルタ仙台
875,599,mini toto-A組,4,20121027,1-1,0,44106,0,0,0,0,0,272,0,0,2012年10月20日(土),2012年10月27日(土),2012年10月27日(土),2012年10月30日(火),2013年10月29日(火),名古屋グランパス,横浜Ｆ・マリノス
876,599,mini toto-A組,5,20121027,1-1,0,44106,0,0,0,0,0,272,0,0,2012年10月20日(土),2012年10月27日(土),2012年10月27日(土),2012年10月30日(火),2013年10月29日(火),ガンバ大阪,サンフレッチェ広島
877,599,mini toto-B組,1,20121027,1-2,2,7671,0,0,0,0,0,1119,0,0,2012年10月20日(土),2012年10月27日(土),2012年10月28日(日),2012年10月30日(火),2013年10月29日(火),鹿島アントラーズ,清水エスパルス
878,599,mini toto-B組,2,20121027,5-0,1,7671,0,0,0,0,0,1119,0,0,2012年10月20日(土),2012年10月27日(土),2012年10月28日(日),2012年10月30日(火),2013年10月29日(火),ＦＣ東京,北海道コンサドーレ札幌
879,599,mini toto-B組,3,20121027,3-3,0,7671,0,0,0,0,0,1119,0,0,2012年10月20日(土),2012年10月27日(土),2012年10月28日(日),2012年10月30日(火),2013年10月29日(火),ヴィッセル神戸,川崎フロンターレ
880,599,mini toto-B組,4,20121028,0-2,2,7671,0,0,0,0,0,1119,0,0,2012年10月20日(土),2012年10月27日(土),2012年10月28日(日),2012年10月30日(火),2013年10月29日(火),モンテディオ山形,ジェフユナイテッド千葉
881,599,mini toto-B組,5,20121028,1-0,1,7671,0,0,0,0,0,1119,0,0,2012年10月20日(土),2012年10月27日(土),2012年10月28日(日),2012年10月30日(火),2013年10月29日(火),ＦＣ町田ゼルビア,ＦＣ岐阜
882,600,toto,1,20121104,1-1,0,1420395,7699,1000,0,0,0,144,2650,20274,2012年10月27日(土),2012年11月04日(日),2012年11月07日(水),2012年11月09日(金),2013年11月08日(金),水戸ホーリーホック,ＦＣ町田ゼルビア
883,600,toto,2,20121104,2-1,1,1420395,7699,1000,0,0,0,144,2650,20274,2012年10月27日(土),2012年11月04日(日),2012年11月07日(水),2012年11月09日(金),2013年11月08日(金),ファジアーノ岡山,栃木ＳＣ
884,600,toto,3,20121104,3-0,1,1420395,7699,1000,0,0,0,144,2650,20274,2012年10月27日(土),2012年11月04日(日),2012年11月07日(水),2012年11月09日(金),2013年11月08日(金),大分トリニータ,モンテディオ山形
885,600,toto,4,20121104,0-1,2,1420395,7699,1000,0,0,0,144,2650,20274,2012年10月27日(土),2012年11月04日(日),2012年11月07日(水),2012年11月09日(金),2013年11月08日(金),東京ヴェルディ,横浜ＦＣ
886,600,toto,5,20121104,3-1,1,1420395,7699,1000,0,0,0,144,2650,20274,2012年10月27日(土),2012年11月04日(日),2012年11月07日(水),2012年11月09日(金),2013年11月08日(金),愛媛ＦＣ,ザスパクサツ群馬
887,600,toto,6,20121104,2-0,1,1420395,7699,1000,0,0,0,144,2650,20274,2012年10月27日(土),2012年11月04日(日),2012年11月07日(水),2012年11月09日(金),2013年11月08日(金),ヴァンフォーレ甲府,ロアッソ熊本
888,600,toto,7,20121104,1-0,1,1420395,7699,1000,0,0,0,144,2650,20274,2012年10月27日(土),2012年11月04日(日),2012年11月07日(水),2012年11月09日(金),2013年11月08日(金),ギラヴァンツ北九州,カターレ富山
889,600,toto,8,20121104,2-0,1,1420395,7699,1000,0,0,0,144,2650,20274,2012年10月27日(土),2012年11月04日(日),2012年11月07日(水),2012年11月09日(金),2013年11月08日(金),ジェフユナイテッド千葉,松本山雅ＦＣ
890,600,toto,9,20121104,1-0,1,1420395,7699,1000,0,0,0,144,2650,20274,2012年10月27日(土),2012年11月04日(日),2012年11月07日(水),2012年11月09日(金),2013年11月08日(金),湘南ベルマーレ,ガイナーレ鳥取
891,600,toto,10,20121104,0-2,2,1420395,7699,1000,0,0,0,144,2650,20274,2012年10月27日(土),2012年11月04日(日),2012年11月07日(水),2012年11月09日(金),2013年11月08日(金),アビスパ福岡,京都サンガF.C.
892,600,toto,11,20121104,0-0,0,1420395,7699,1000,0,0,0,144,2650,20274,2012年10月27日(土),2012年11月04日(日),2012年11月07日(水),2012年11月09日(金),2013年11月08日(金),ＦＣ岐阜,徳島ヴォルティス
893,600,toto,12,20121107,0-0,0,1420395,7699,1000,0,0,0,144,2650,20274,2012年10月27日(土),2012年11月04日(日),2012年11月07日(水),2012年11月09日(金),2013年11月08日(金),大宮アルディージャ,鹿島アントラーズ
894,600,toto,13,20121107,3-2,1,1420395,7699,1000,0,0,0,144,2650,20274,2012年10月27日(土),2012年11月04日(日),2012年11月07日(水),2012年11月09日(金),2013年11月08日(金),サガン鳥栖,ジュビロ磐田
895,600,mini toto-A組,1,20121104,1-1,0,6857,0,0,0,0,0,1339,0,0,2012年10月27日(土),2012年11月04日(日),2012年11月04日(日),2012年11月06日(火),2013年11月05日(火),水戸ホーリーホック,ＦＣ町田ゼルビア
896,600,mini toto-A組,2,20121104,2-1,1,6857,0,0,0,0,0,1339,0,0,2012年10月27日(土),2012年11月04日(日),2012年11月04日(日),2012年11月06日(火),2013年11月05日(火),ファジアーノ岡山,栃木ＳＣ
897,600,mini toto-A組,3,20121104,3-0,1,6857,0,0,0,0,0,1339,0,0,2012年10月27日(土),2012年11月04日(日),2012年11月04日(日),2012年11月06日(火),2013年11月05日(火),大分トリニータ,モンテディオ山形
898,600,mini toto-A組,4,20121104,0-1,2,6857,0,0,0,0,0,1339,0,0,2012年10月27日(土),2012年11月04日(日),2012年11月04日(日),2012年11月06日(火),2013年11月05日(火),東京ヴェルディ,横浜ＦＣ
899,600,mini toto-A組,5,20121104,3-1,1,6857,0,0,0,0,0,1339,0,0,2012年10月27日(土),2012年11月04日(日),2012年11月04日(日),2012年11月06日(火),2013年11月05日(火),愛媛ＦＣ,ザスパクサツ群馬
900,600,mini toto-B組,1,20121104,2-0,1,584,0,0,0,0,0,15790,0,0,2012年10月27日(土),2012年11月04日(日),2012年11月04日(日),2012年11月06日(火),2013年11月05日(火),ヴァンフォーレ甲府,ロアッソ熊本
901,600,mini toto-B組,2,20121104,1-0,1,584,0,0,0,0,0,15790,0,0,2012年10月27日(土),2012年11月04日(日),2012年11月04日(日),2012年11月06日(火),2013年11月05日(火),ギラヴァンツ北九州,カターレ富山
902,600,mini toto-B組,3,20121104,2-0,1,584,0,0,0,0,0,15790,0,0,2012年10月27日(土),2012年11月04日(日),2012年11月04日(日),2012年11月06日(火),2013年11月05日(火),ジェフユナイテッド千葉,松本山雅ＦＣ
903,600,mini toto-B組,4,20121104,1-0,1,584,0,0,0,0,0,15790,0,0,2012年10月27日(土),2012年11月04日(日),2012年11月04日(日),2012年11月06日(火),2013年11月05日(火),湘南ベルマーレ,ガイナーレ鳥取
904,600,mini toto-B組,5,20121104,0-2,2,584,0,0,0,0,0,15790,0,0,2012年10月27日(土),2012年11月04日(日),2012年11月04日(日),2012年11月06日(火),2013年11月05日(火),アビスパ福岡,京都サンガF.C.
905,601,mini toto-A組,1,20121107,1-1,0,7127,0,0,0,0,0,1400,0,0,2012年10月31日(水),2012年11月07日(水),2012年11月07日(水),2012年11月09日(金),2013年11月08日(金),ベガルタ仙台,セレッソ大阪
906,601,mini toto-A組,2,20121107,2-2,0,7127,0,0,0,0,0,1400,0,0,2012年10月31日(水),2012年11月07日(水),2012年11月07日(水),2012年11月09日(金),2013年11月08日(金),柏レイソル,ガンバ大阪
907,601,mini toto-A組,3,20121107,3-0,1,7127,0,0,0,0,0,1400,0,0,2012年10月31日(水),2012年11月07日(水),2012年11月07日(水),2012年11月09日(金),2013年11月08日(金),サンフレッチェ広島,北海道コンサドーレ札幌
908,601,mini toto-A組,4,20121107,3-2,1,7127,0,0,0,0,0,1400,0,0,2012年10月31日(水),2012年11月07日(水),2012年11月07日(水),2012年11月09日(金),2013年11月08日(金),サガン鳥栖,ジュビロ磐田
909,601,mini toto-A組,5,20121107,1-0,1,7127,0,0,0,0,0,1400,0,0,2012年10月31日(水),2012年11月07日(水),2012年11月07日(水),2012年11月09日(金),2013年11月08日(金),名古屋グランパス,ＦＣ東京
910,601,mini toto-B組,1,20121107,1-0,1,22022,0,0,0,0,0,372,0,0,2012年10月31日(水),2012年11月07日(水),2012年11月07日(水),2012年11月09日(金),2013年11月08日(金),名古屋グランパス,ＦＣ東京
911,601,mini toto-B組,2,20121107,0-0,0,22022,0,0,0,0,0,372,0,0,2012年10月31日(水),2012年11月07日(水),2012年11月07日(水),2012年11月09日(金),2013年11月08日(金),大宮アルディージャ,鹿島アントラーズ
912,601,mini toto-B組,3,20121107,4-2,1,22022,0,0,0,0,0,372,0,0,2012年10月31日(水),2012年11月07日(水),2012年11月07日(水),2012年11月09日(金),2013年11月08日(金),川崎フロンターレ,浦和レッズ
913,601,mini toto-B組,4,20121107,0-1,2,22022,0,0,0,0,0,372,0,0,2012年10月31日(水),2012年11月07日(水),2012年11月07日(水),2012年11月09日(金),2013年11月08日(金),清水エスパルス,アルビレックス新潟
914,601,mini toto-B組,5,20121107,1-2,2,22022,0,0,0,0,0,372,0,0,2012年10月31日(水),2012年11月07日(水),2012年11月07日(水),2012年11月09日(金),2013年11月08日(金),ヴィッセル神戸,横浜Ｆ・マリノス
915,602,toto,1,20121111,0-2,2,15797082,158193,13940,0,0,0,5,107,1214,2012年11月04日(日),2012年11月11日(日),2012年11月17日(土),2012年11月20日(火),2013年11月19日(火),モンテディオ山形,ファジアーノ岡山
916,602,toto,2,20121111,1-2,2,15797082,158193,13940,0,0,0,5,107,1214,2012年11月04日(日),2012年11月11日(日),2012年11月17日(土),2012年11月20日(火),2013年11月19日(火),栃木ＳＣ,ギラヴァンツ北九州
917,602,toto,3,20121111,3-2,1,15797082,158193,13940,0,0,0,5,107,1214,2012年11月04日(日),2012年11月11日(日),2012年11月17日(土),2012年11月20日(火),2013年11月19日(火),横浜ＦＣ,ＦＣ岐阜
918,602,toto,4,20121111,0-0,0,15797082,158193,13940,0,0,0,5,107,1214,2012年11月04日(日),2012年11月11日(日),2012年11月17日(土),2012年11月20日(火),2013年11月19日(火),松本山雅ＦＣ,大分トリニータ
919,602,toto,5,20121111,0-0,0,15797082,158193,13940,0,0,0,5,107,1214,2012年11月04日(日),2012年11月11日(日),2012年11月17日(土),2012年11月20日(火),2013年11月19日(火),京都サンガF.C.,ヴァンフォーレ甲府
920,602,toto,6,20121111,0-1,2,15797082,158193,13940,0,0,0,5,107,1214,2012年11月04日(日),2012年11月11日(日),2012年11月17日(土),2012年11月20日(火),2013年11月19日(火),ザスパクサツ群馬,東京ヴェルディ
921,602,toto,7,20121111,0-3,2,15797082,158193,13940,0,0,0,5,107,1214,2012年11月04日(日),2012年11月11日(日),2012年11月17日(土),2012年11月20日(火),2013年11月19日(火),ＦＣ町田ゼルビア,湘南ベルマーレ
922,602,toto,8,20121111,3-1,1,15797082,158193,13940,0,0,0,5,107,1214,2012年11月04日(日),2012年11月11日(日),2012年11月17日(土),2012年11月20日(火),2013年11月19日(火),カターレ富山,水戸ホーリーホック
923,602,toto,9,20121111,0-3,2,15797082,158193,13940,0,0,0,5,107,1214,2012年11月04日(日),2012年11月11日(日),2012年11月17日(土),2012年11月20日(火),2013年11月19日(火),徳島ヴォルティス,ジェフユナイテッド千葉
924,602,toto,10,20121111,0-1,2,15797082,158193,13940,0,0,0,5,107,1214,2012年11月04日(日),2012年11月11日(日),2012年11月17日(土),2012年11月20日(火),2013年11月19日(火),ロアッソ熊本,愛媛ＦＣ
925,602,toto,11,20121111,2-1,1,15797082,158193,13940,0,0,0,5,107,1214,2012年11月04日(日),2012年11月11日(日),2012年11月17日(土),2012年11月20日(火),2013年11月19日(火),ガイナーレ鳥取,アビスパ福岡
926,602,toto,12,20121117,1-2,2,15797082,158193,13940,0,0,0,5,107,1214,2012年11月04日(日),2012年11月11日(日),2012年11月17日(土),2012年11月20日(火),2013年11月19日(火),横浜Ｆ・マリノス,柏レイソル
927,602,toto,13,20121117,0-1,2,15797082,158193,13940,0,0,0,5,107,1214,2012年11月04日(日),2012年11月11日(日),2012年11月17日(土),2012年11月20日(火),2013年11月19日(火),アルビレックス新潟,川崎フロンターレ
928,602,mini toto-A組,1,20121111,0-2,2,9412,0,0,0,0,0,955,0,0,2012年11月04日(日),2012年11月11日(日),2012年11月11日(日),2012年11月13日(火),2013年11月12日(火),モンテディオ山形,ファジアーノ岡山
929,602,mini toto-A組,2,20121111,1-2,2,9412,0,0,0,0,0,955,0,0,2012年11月04日(日),2012年11月11日(日),2012年11月11日(日),2012年11月13日(火),2013年11月12日(火),栃木ＳＣ,ギラヴァンツ北九州
930,602,mini toto-A組,3,20121111,3-2,1,9412,0,0,0,0,0,955,0,0,2012年11月04日(日),2012年11月11日(日),2012年11月11日(日),2012年11月13日(火),2013年11月12日(火),横浜ＦＣ,ＦＣ岐阜
931,602,mini toto-A組,4,20121111,0-0,0,9412,0,0,0,0,0,955,0,0,2012年11月04日(日),2012年11月11日(日),2012年11月11日(日),2012年11月13日(火),2013年11月12日(火),松本山雅ＦＣ,大分トリニータ
932,602,mini toto-A組,5,20121111,0-0,0,9412,0,0,0,0,0,955,0,0,2012年11月04日(日),2012年11月11日(日),2012年11月11日(日),2012年11月13日(火),2013年11月12日(火),京都サンガF.C.,ヴァンフォーレ甲府
933,602,mini toto-B組,1,20121111,0-1,2,5155,0,0,0,0,0,1508,0,0,2012年11月04日(日),2012年11月11日(日),2012年11月11日(日),2012年11月13日(火),2013年11月12日(火),ザスパクサツ群馬,東京ヴェルディ
934,602,mini toto-B組,2,20121111,0-3,2,5155,0,0,0,0,0,1508,0,0,2012年11月04日(日),2012年11月11日(日),2012年11月11日(日),2012年11月13日(火),2013年11月12日(火),ＦＣ町田ゼルビア,湘南ベルマーレ
935,602,mini toto-B組,3,20121111,3-1,1,5155,0,0,0,0,0,1508,0,0,2012年11月04日(日),2012年11月11日(日),2012年11月11日(日),2012年11月13日(火),2013年11月12日(火),カターレ富山,水戸ホーリーホック
936,602,mini toto-B組,4,20121111,0-3,2,5155,0,0,0,0,0,1508,0,0,2012年11月04日(日),2012年11月11日(日),2012年11月11日(日),2012年11月13日(火),2013年11月12日(火),徳島ヴォルティス,ジェフユナイテッド千葉
937,602,mini toto-B組,5,20121111,0-1,2,5155,0,0,0,0,0,1508,0,0,2012年11月04日(日),2012年11月11日(日),2012年11月11日(日),2012年11月13日(火),2013年11月12日(火),ロアッソ熊本,愛媛ＦＣ
938,603,mini toto-A組,1,20121117,1-2,2,17344,0,0,0,0,0,901,0,0,2012年11月10日(土),2012年11月17日(土),2012年11月17日(土),2012年11月20日(火),2013年11月19日(火),横浜Ｆ・マリノス,柏レイソル
939,603,mini toto-A組,2,20121117,0-2,2,17344,0,0,0,0,0,901,0,0,2012年11月10日(土),2012年11月17日(土),2012年11月17日(土),2012年11月20日(火),2013年11月19日(火),ジュビロ磐田,名古屋グランパス
940,603,mini toto-A組,3,20121117,0-1,2,17344,0,0,0,0,0,901,0,0,2012年11月10日(土),2012年11月17日(土),2012年11月17日(土),2012年11月20日(火),2013年11月19日(火),ＦＣ東京,ヴィッセル神戸
941,603,mini toto-A組,4,20121117,1-3,2,17344,0,0,0,0,0,901,0,0,2012年11月10日(土),2012年11月17日(土),2012年11月17日(土),2012年11月20日(火),2013年11月19日(火),セレッソ大阪,大宮アルディージャ
942,603,mini toto-A組,5,20121117,2-0,1,17344,0,0,0,0,0,901,0,0,2012年11月10日(土),2012年11月17日(土),2012年11月17日(土),2012年11月20日(火),2013年11月19日(火),浦和レッズ,サンフレッチェ広島
943,603,mini toto-B組,1,20121117,2-0,1,8060,0,0,0,0,0,1690,0,0,2012年11月10日(土),2012年11月17日(土),2012年11月17日(土),2012年11月20日(火),2013年11月19日(火),浦和レッズ,サンフレッチェ広島
944,603,mini toto-B組,2,20121117,3-3,0,8060,0,0,0,0,0,1690,0,0,2012年11月10日(土),2012年11月17日(土),2012年11月17日(土),2012年11月20日(火),2013年11月19日(火),鹿島アントラーズ,ベガルタ仙台
945,603,mini toto-B組,3,20121117,0-1,2,8060,0,0,0,0,0,1690,0,0,2012年11月10日(土),2012年11月17日(土),2012年11月17日(土),2012年11月20日(火),2013年11月19日(火),アルビレックス新潟,川崎フロンターレ
946,603,mini toto-B組,4,20121117,2-3,2,8060,0,0,0,0,0,1690,0,0,2012年11月10日(土),2012年11月17日(土),2012年11月17日(土),2012年11月20日(火),2013年11月19日(火),北海道コンサドーレ札幌,サガン鳥栖
947,603,mini toto-B組,5,20121117,1-3,2,8060,0,0,0,0,0,1690,0,0,2012年11月10日(土),2012年11月17日(土),2012年11月17日(土),2012年11月20日(火),2013年11月19日(火),清水エスパルス,ガンバ大阪
948,604,mini toto-A組,1,20121124,0-1,2,25949,0,0,0,0,0,707,0,0,2012年11月11日(日),2012年11月24日(土),2012年11月24日(土),2012年11月27日(火),2013年11月26日(火),ベガルタ仙台,アルビレックス新潟
949,604,mini toto-A組,2,20121124,2-2,0,25949,0,0,0,0,0,707,0,0,2012年11月11日(日),2012年11月24日(土),2012年11月24日(土),2012年11月27日(火),2013年11月26日(火),ガンバ大阪,ＦＣ東京
950,604,mini toto-A組,3,20121124,2-0,1,25949,0,0,0,0,0,707,0,0,2012年11月11日(日),2012年11月24日(土),2012年11月24日(土),2012年11月27日(火),2013年11月26日(火),大宮アルディージャ,ジュビロ磐田
951,604,mini toto-A組,4,20121124,2-1,1,25949,0,0,0,0,0,707,0,0,2012年11月11日(日),2012年11月24日(土),2012年11月24日(土),2012年11月27日(火),2013年11月26日(火),川崎フロンターレ,清水エスパルス
952,604,mini toto-A組,5,20121124,3-1,1,25949,0,0,0,0,0,707,0,0,2012年11月11日(日),2012年11月24日(土),2012年11月24日(土),2012年11月27日(火),2013年11月26日(火),サガン鳥栖,浦和レッズ
953,604,mini toto-B組,1,20121124,3-1,1,2956,0,0,0,0,0,5145,0,0,2012年11月11日(日),2012年11月24日(土),2012年11月24日(土),2012年11月27日(火),2013年11月26日(火),サガン鳥栖,浦和レッズ
954,604,mini toto-B組,2,20121124,1-2,2,2956,0,0,0,0,0,5145,0,0,2012年11月11日(日),2012年11月24日(土),2012年11月24日(土),2012年11月27日(火),2013年11月26日(火),名古屋グランパス,鹿島アントラーズ
955,604,mini toto-B組,3,20121124,4-1,1,2956,0,0,0,0,0,5145,0,0,2012年11月11日(日),2012年11月24日(土),2012年11月24日(土),2012年11月27日(火),2013年11月26日(火),サンフレッチェ広島,セレッソ大阪
956,604,mini toto-B組,4,20121124,0-2,2,2956,0,0,0,0,0,5145,0,0,2012年11月11日(日),2012年11月24日(土),2012年11月24日(土),2012年11月27日(火),2013年11月26日(火),北海道コンサドーレ札幌,横浜Ｆ・マリノス
957,604,mini toto-B組,5,20121124,1-0,1,2956,0,0,0,0,0,5145,0,0,2012年11月11日(日),2012年11月24日(土),2012年11月24日(土),2012年11月27日(火),2013年11月26日(火),柏レイソル,ヴィッセル神戸
958,605,mini toto-A組,1,20121201,2-0,1,7954,0,0,0,0,0,3682,0,0,2012年11月24日(土),2012年12月01日(土),2012年12月01日(土),2012年12月04日(火),2013年12月03日(火),浦和レッズ,名古屋グランパス
959,605,mini toto-A組,2,20121201,1-0,1,7954,0,0,0,0,0,3682,0,0,2012年11月24日(土),2012年12月01日(土),2012年12月01日(土),2012年12月04日(火),2013年12月03日(火),横浜Ｆ・マリノス,サガン鳥栖
960,605,mini toto-A組,3,20121201,2-1,1,7954,0,0,0,0,0,3682,0,0,2012年11月24日(土),2012年12月01日(土),2012年12月01日(土),2012年12月04日(火),2013年12月03日(火),ジュビロ磐田,ガンバ大阪
961,605,mini toto-A組,4,20121201,0-1,2,7954,0,0,0,0,0,3682,0,0,2012年11月24日(土),2012年12月01日(土),2012年12月01日(土),2012年12月04日(火),2013年12月03日(火),ヴィッセル神戸,サンフレッチェ広島
962,605,mini toto-A組,5,20121201,2-2,0,7954,0,0,0,0,0,3682,0,0,2012年11月24日(土),2012年12月01日(土),2012年12月01日(土),2012年12月04日(火),2013年12月03日(火),セレッソ大阪,川崎フロンターレ
963,605,mini toto-B組,1,20121201,2-2,0,7915,0,0,0,0,0,2311,0,0,2012年11月24日(土),2012年12月01日(土),2012年12月01日(土),2012年12月04日(火),2013年12月03日(火),セレッソ大阪,川崎フロンターレ
