,第n回,種別,No,開催日,試合結果,くじ結果,当選金_1,当選金_2,当選金_3,次回への繰越金_1,次回への繰越金_2,次回への繰越金_3,当せん口数_1,当せん口数_2,当せん口数_3,販売開始日,販売終了日,結果発表日,払戻開始日,払戻期限,ホーム,アウェイ
8246,1181,toto,3,20200819,0-1,2,0,5398665,168700,25193175,0,0,0,1,32,2020年08月15日(土),2020年08月19日(水),2020年08月19日(水),2020年08月21日(金),2021年08月20日(金),湘南ベルマーレ,名古屋グランパス
8247,1181,toto,4,20200819,3-4,2,0,5398665,168700,25193175,0,0,0,1,32,2020年08月15日(土),2020年08月19日(水),2020年08月19日(水),2020年08月21日(金),2021年08月20日(金),清水エスパルス,横浜Ｆ・マリノス
8248,1181,toto,5,20200819,1-1,0,0,5398665,168700,25193175,0,0,0,1,32,2020年08月15日(土),2020年08月19日(水),2020年08月19日(水),2020年08月21日(金),2021年08月20日(金),北海道コンサドーレ札幌,大分トリニータ
8249,1181,toto,6,20200819,5-2,1,0,5398665,168700,25193175,0,0,0,1,32,2020年08月15日(土),2020年08月19日(水),2020年08月19日(水),2020年08月21日(金),2021年08月20日(金),川崎フロンターレ,セレッソ大阪
8250,1181,toto,7,20200819,1-3,2,0,5398665,168700,25193175,0,0,0,1,32,2020年08月15日(土),2020年08月19日(水),2020年08月19日(水),2020年08月21日(金),2021年08月20日(金),ガンバ大阪,浦和レッズ
8251,1181,toto,8,20200819,3-3,0,0,5398665,168700,25193175,0,0,0,1,32,2020年08月15日(土),2020年08月19日(水),2020年08月19日(水),2020年08月21日(金),2021年08月20日(金),サンフレッチェ広島,ＦＣ東京
8252,1181,toto,9,20200819,0-0,0,0,5398665,168700,25193175,0,0,0,1,32,2020年08月15日(土),2020年08月19日(水),2020年08月19日(水),2020年08月21日(金),2021年08月20日(金),徳島ヴォルティス,ファジアーノ岡山
8253,1181,toto,10,20200819,0-0,0,0,5398665,168700,25193175,0,0,0,1,32,2020年08月15日(土),2020年08月19日(水),2020年08月19日(水),2020年08月21日(金),2021年08月20日(金),ＦＣ町田ゼルビア,ジュビロ磐田
8254,1181,toto,11,20200819,1-1,0,0,5398665,168700,25193175,0,0,0,1,32,2020年08月15日(土),2020年08月19日(水),2020年08月19日(水),2020年08月21日(金),2021年08月20日(金),ツエーゲン金沢,モンテディオ山形
8255,1181,toto,12,20200819,0-1,2,0,5398665,168700,25193175,0,0,0,1,32,2020年08月15日(土),2020年08月19日(水),2020年08月19日(水),2020年08月21日(金),2021年08月20日(金),アビスパ福岡,水戸ホーリーホック
8256,1181,toto,13,20200819,2-1,1,0,5398665,168700,25193175,0,0,0,1,32,2020年08月15日(土),2020年08月19日(水),2020年08月19日(水),2020年08月21日(金),2021年08月20日(金),ザスパクサツ群馬,レノファ山口ＦＣ
8257,1181,mini toto-A組,1,20200819,1-0,1,13909,0,0,0,0,0,424,0,0,2020年08月15日(土),2020年08月19日(水),2020年08月19日(水),2020年08月21日(金),2021年08月20日(金),横浜ＦＣ,鹿島アントラーズ
8258,1181,mini toto-A組,2,20200819,2-3,2,13909,0,0,0,0,0,424,0,0,2020年08月15日(土),2020年08月19日(水),2020年08月19日(水),2020年08月21日(金),2021年08月20日(金),ヴィッセル神戸,柏レイソル
8259,1181,mini toto-A組,3,20200819,0-1,2,13909,0,0,0,0,0,424,0,0,2020年08月15日(土),2020年08月19日(水),2020年08月19日(水),2020年08月21日(金),2021年08月20日(金),湘南ベルマーレ,名古屋グランパス
8260,1181,mini toto-A組,4,20200819,3-4,2,13909,0,0,0,0,0,424,0,0,2020年08月15日(土),2020年08月19日(水),2020年08月19日(水),2020年08月21日(金),2021年08月20日(金),清水エスパルス,横浜Ｆ・マリノス
8261,1181,mini toto-A組,5,20200819,1-1,0,13909,0,0,0,0,0,424,0,0,2020年08月15日(土),2020年08月19日(水),2020年08月19日(水),2020年08月21日(金),2021年08月20日(金),北海道コンサドーレ札幌,大分トリニータ
8262,1181,mini toto-B組,1,20200819,5-2,1,29758,0,0,0,0,0,173,0,0,2020年08月15日(土),2020年08月19日(水),2020年08月19日(水),2020年08月21日(金),2021年08月20日(金),川崎フロンターレ,セレッソ大阪
8263,1181,mini toto-B組,2,20200819,1-3,2,29758,0,0,0,0,0,173,0,0,2020年08月15日(土),2020年08月19日(水),2020年08月19日(水),2020年08月21日(金),2021年08月20日(金),ガンバ大阪,浦和レッズ
8264,1181,mini toto-B組,3,20200819,3-3,0,29758,0,0,0,0,0,173,0,0,2020年08月15日(土),2020年08月19日(水),2020年08月19日(水),2020年08月21日(金),2021年08月20日(金),サンフレッチェ広島,ＦＣ東京
8265,1181,mini toto-B組,4,20200819,0-0,0,29758,0,0,0,0,0,173,0,0,2020年08月15日(土),2020年08月19日(水),2020年08月19日(水),2020年08月21日(金),2021年08月20日(金),徳島ヴォルティス,ファジアーノ岡山
8266,1181,mini toto-B組,5,20200819,0-0,0,29758,0,0,0,0,0,173,0,0,2020年08月15日(土),2020年08月19日(水),2020年08月19日(水),2020年08月21日(金),2021年08月20日(金),ＦＣ町田ゼルビア,ジュビロ磐田
8267,1182,toto,1,20200822,2-3,2,0,1742867,75780,65861145,0,0,0,5,115,2020年08月19日(水),2020年08月22日(土),2020年08月23日(日),2020年08月25日(火),2021年08月24日(火),清水エスパルス,横浜ＦＣ
8268,1182,toto,2,20200823,1-0,1,0,1742867,75780,65861145,0,0,0,5,115,2020年08月19日(水),2020年08月22日(土),2020年08月23日(日),2020年08月25日(火),2021年08月24日(火),名古屋グランパス,川崎フロンターレ
8269,1182,toto,3,20200823,3-0,1,0,1742867,75780,65861145,0,0,0,5,115,2020年08月19日(水),2020年08月22日(土),2020年08月23日(日),2020年08月25日(火),2021年08月24日(火),ＦＣ東京,湘南ベルマーレ
8270,1182,toto,4,20200823,1-1,0,0,1742867,75780,65861145,0,0,0,5,115,2020年08月19日(水),2020年08月22日(土),2020年08月23日(日),2020年08月25日(火),2021年08月24日(火),鹿島アントラーズ,ガンバ大阪
8271,1182,toto,5,20200823,0-0,0,0,1742867,75780,65861145,0,0,0,5,115,2020年08月19日(水),2020年08月22日(土),2020年08月23日(日),2020年08月25日(火),2021年08月24日(火),大分トリニータ,柏レイソル
8272,1182,toto,6,20200823,1-2,2,0,1742867,75780,65861145,0,0,0,5,115,2020年08月19日(水),2020年08月22日(土),2020年08月23日(日),2020年08月25日(火),2021年08月24日(火),浦和レッズ,ヴィッセル神戸
8273,1182,toto,7,20200823,3-1,1,0,1742867,75780,65861145,0,0,0,5,115,2020年08月19日(水),2020年08月22日(土),2020年08月23日(日),2020年08月25日(火),2021年08月24日(火),横浜Ｆ・マリノス,サンフレッチェ広島
8274,1182,toto,8,20200823,2-1,1,0,1742867,75780,65861145,0,0,0,5,115,2020年08月19日(水),2020年08月22日(土),2020年08月23日(日),2020年08月25日(火),2021年08月24日(火),セレッソ大阪,ベガルタ仙台
8275,1182,toto,9,20200822,0-2,2,0,1742867,75780,65861145,0,0,0,5,115,2020年08月19日(水),2020年08月22日(土),2020年08月23日(日),2020年08月25日(火),2021年08月24日(火),レノファ山口ＦＣ,ＦＣ町田ゼルビア
8276,1182,toto,10,20200822,2-1,1,0,1742867,75780,65861145,0,0,0,5,115,2020年08月19日(水),2020年08月22日(土),2020年08月23日(日),2020年08月25日(火),2021年08月24日(火),愛媛ＦＣ,大宮アルディージャ
8277,1182,toto,11,20200822,0-1,2,0,1742867,75780,65861145,0,0,0,5,115,2020年08月19日(水),2020年08月22日(土),2020年08月23日(日),2020年08月25日(火),2021年08月24日(火),ファジアーノ岡山,ザスパクサツ群馬
8278,1182,toto,12,20200823,0-1,2,0,1742867,75780,65861145,0,0,0,5,115,2020年08月19日(水),2020年08月22日(土),2020年08月23日(日),2020年08月25日(火),2021年08月24日(火),栃木ＳＣ,アビスパ福岡
8279,1182,toto,13,20200823,3-1,1,0,1742867,75780,65861145,0,0,0,5,115,2020年08月19日(水),2020年08月22日(土),2020年08月23日(日),2020年08月25日(火),2021年08月24日(火),モンテディオ山形,ヴァンフォーレ甲府
8280,1182,mini toto-A組,1,20200822,2-3,2,23155,0,0,0,0,0,305,0,0,2020年08月19日(水),2020年08月22日(土),2020年08月23日(日),2020年08月25日(火),2021年08月24日(火),清水エスパルス,横浜ＦＣ
8281,1182,mini toto-A組,2,20200823,1-0,1,23155,0,0,0,0,0,305,0,0,2020年08月19日(水),2020年08月22日(土),2020年08月23日(日),2020年08月25日(火),2021年08月24日(火),名古屋グランパス,川崎フロンターレ
8282,1182,mini toto-A組,3,20200823,3-0,1,23155,0,0,0,0,0,305,0,0,2020年08月19日(水),2020年08月22日(土),2020年08月23日(日),2020年08月25日(火),2021年08月24日(火),ＦＣ東京,湘南ベルマーレ
8283,1182,mini toto-A組,4,20200823,1-1,0,23155,0,0,0,0,0,305,0,0,2020年08月19日(水),2020年08月22日(土),2020年08月23日(日),2020年08月25日(火),2021年08月24日(火),鹿島アントラーズ,ガンバ大阪
8284,1182,mini toto-A組,5,20200823,0-0,0,23155,0,0,0,0,0,305,0,0,2020年08月19日(水),2020年08月22日(土),2020年08月23日(日),2020年08月25日(火),2021年08月24日(火),大分トリニータ,柏レイソル
8285,1182,mini toto-B組,1,20200823,1-2,2,10420,0,0,0,0,0,535,0,0,2020年08月19日(水),2020年08月22日(土),2020年08月23日(日),2020年08月25日(火),2021年08月24日(火),浦和レッズ,ヴィッセル神戸
8286,1182,mini toto-B組,2,20200823,3-1,1,10420,0,0,0,0,0,535,0,0,2020年08月19日(水),2020年08月22日(土),2020年08月23日(日),2020年08月25日(火),2021年08月24日(火),横浜Ｆ・マリノス,サンフレッチェ広島
8287,1182,mini toto-B組,3,20200823,2-1,1,10420,0,0,0,0,0,535,0,0,2020年08月19日(水),2020年08月22日(土),2020年08月23日(日),2020年08月25日(火),2021年08月24日(火),セレッソ大阪,ベガルタ仙台
8288,1182,mini toto-B組,4,20200822,0-2,2,10420,0,0,0,0,0,535,0,0,2020年08月19日(水),2020年08月22日(土),2020年08月23日(日),2020年08月25日(火),2021年08月24日(火),レノファ山口ＦＣ,ＦＣ町田ゼルビア
8289,1182,mini toto-B組,5,20200822,2-1,1,10420,0,0,0,0,0,535,0,0,2020年08月19日(水),2020年08月22日(土),2020年08月23日(日),2020年08月25日(火),2021年08月24日(火),愛媛ＦＣ,大宮アルディージャ
8290,1183,toto,1,20200829,3-3,0,66256680,139954,7890,0,0,0,2,102,1811,2020年08月22日(土),2020年08月29日(土),2020年08月30日(日),2020年09月01日(火),2021年08月31日(火),ヴィッセル神戸,横浜Ｆ・マリノス
8291,1183,toto,2,20200829,0-0,0,66256680,139954,7890,0,0,0,2,102,1811,2020年08月22日(土),2020年08月29日(土),2020年08月30日(日),2020年09月01日(火),2021年08月31日(火),北海道コンサドーレ札幌,名古屋グランパス
8292,1183,toto,3,20200829,2-1,1,66256680,139954,7890,0,0,0,2,102,1811,2020年08月22日(土),2020年08月29日(土),2020年08月30日(日),2020年09月01日(火),2021年08月31日(火),浦和レッズ,大分トリニータ
8293,1183,toto,4,20200829,5-0,1,66256680,139954,7890,0,0,0,2,102,1811,2020年08月22日(土),2020年08月29日(土),2020年08月30日(日),2020年09月01日(火),2021年08月31日(火),川崎フロンターレ,清水エスパルス
8294,1183,toto,5,20200829,1-1,0,66256680,139954,7890,0,0,0,2,102,1811,2020年08月22日(土),2020年08月29日(土),2020年08月30日(日),2020年09月01日(火),2021年08月31日(火),サンフレッチェ広島,ベガルタ仙台
8295,1183,toto,6,20200829,2-3,2,66256680,139954,7890,0,0,0,2,102,1811,2020年08月22日(土),2020年08月29日(土),2020年08月30日(日),2020年09月01日(火),2021年08月31日(火),柏レイソル,鹿島アントラーズ
8296,1183,toto,7,20200829,1-3,2,66256680,139954,7890,0,0,0,2,102,1811,2020年08月22日(土),2020年08月29日(土),2020年08月30日(日),2020年09月01日(火),2021年08月31日(火),ガンバ大阪,ＦＣ東京
8297,1183,toto,8,20200830,1-2,2,66256680,139954,7890,0,0,0,2,102,1811,2020年08月22日(土),2020年08月29日(土),2020年08月30日(日),2020年09月01日(火),2021年08月31日(火),横浜ＦＣ,セレッソ大阪
8298,1183,toto,9,20200830,0-1,2,66256680,139954,7890,0,0,0,2,102,1811,2020年08月22日(土),2020年08月29日(土),2020年08月30日(日),2020年09月01日(火),2021年08月31日(火),ヴァンフォーレ甲府,栃木ＳＣ
8299,1183,toto,10,20200829,1-0,1,66256680,139954,7890,0,0,0,2,102,1811,2020年08月22日(土),2020年08月29日(土),2020年08月30日(日),2020年09月01日(火),2021年08月31日(火),Ｖ・ファーレン長崎,大宮アルディージャ
8300,1183,toto,11,20200829,1-3,2,66256680,139954,7890,0,0,0,2,102,1811,2020年08月22日(土),2020年08月29日(土),2020年08月30日(日),2020年09月01日(火),2021年08月31日(火),松本山雅ＦＣ,徳島ヴォルティス
8301,1183,toto,12,20200829,1-3,2,66256680,139954,7890,0,0,0,2,102,1811,2020年08月22日(土),2020年08月29日(土),2020年08月30日(日),2020年09月01日(火),2021年08月31日(火),レノファ山口ＦＣ,ツエーゲン金沢
8302,1183,toto,13,20200829,3-2,1,66256680,139954,7890,0,0,0,2,102,1811,2020年08月22日(土),2020年08月29日(土),2020年08月30日(日),2020年09月01日(火),2021年08月31日(火),ギラヴァンツ北九州,ジェフユナイテッド千葉
8303,1183,mini toto-A組,1,20200829,3-3,0,7647,0,0,0,0,0,1036,0,0,2020年08月22日(土),2020年08月29日(土),2020年08月29日(土),2020年09月01日(火),2021年08月31日(火),ヴィッセル神戸,横浜Ｆ・マリノス
8304,1183,mini toto-A組,2,20200829,0-0,0,7647,0,0,0,0,0,1036,0,0,2020年08月22日(土),2020年08月29日(土),2020年08月29日(土),2020年09月01日(火),2021年08月31日(火),北海道コンサドーレ札幌,名古屋グランパス
8305,1183,mini toto-A組,3,20200829,2-1,1,7647,0,0,0,0,0,1036,0,0,2020年08月22日(土),2020年08月29日(土),2020年08月29日(土),2020年09月01日(火),2021年08月31日(火),浦和レッズ,大分トリニータ
8306,1183,mini toto-A組,4,20200829,5-0,1,7647,0,0,0,0,0,1036,0,0,2020年08月22日(土),2020年08月29日(土),2020年08月29日(土),2020年09月01日(火),2021年08月31日(火),川崎フロンターレ,清水エスパルス
8307,1183,mini toto-A組,5,20200829,1-1,0,7647,0,0,0,0,0,1036,0,0,2020年08月22日(土),2020年08月29日(土),2020年08月29日(土),2020年09月01日(火),2021年08月31日(火),サンフレッチェ広島,ベガルタ仙台
8308,1183,mini toto-B組,1,20200829,2-3,2,11983,0,0,0,0,0,544,0,0,2020年08月22日(土),2020年08月29日(土),2020年08月30日(日),2020年09月01日(火),2021年08月31日(火),柏レイソル,鹿島アントラーズ
8309,1183,mini toto-B組,2,20200829,1-3,2,11983,0,0,0,0,0,544,0,0,2020年08月22日(土),2020年08月29日(土),2020年08月30日(日),2020年09月01日(火),2021年08月31日(火),ガンバ大阪,ＦＣ東京
8310,1183,mini toto-B組,3,20200830,1-2,2,11983,0,0,0,0,0,544,0,0,2020年08月22日(土),2020年08月29日(土),2020年08月30日(日),2020年09月01日(火),2021年08月31日(火),横浜ＦＣ,セレッソ大阪
8311,1183,mini toto-B組,4,20200830,0-1,2,11983,0,0,0,0,0,544,0,0,2020年08月22日(土),2020年08月29日(土),2020年08月30日(日),2020年09月01日(火),2021年08月31日(火),ヴァンフォーレ甲府,栃木ＳＣ
8312,1183,mini toto-B組,5,20200829,1-0,1,11983,0,0,0,0,0,544,0,0,2020年08月22日(土),2020年08月29日(土),2020年08月30日(日),2020年09月01日(火),2021年08月31日(火),Ｖ・ファーレン長崎,大宮アルディージャ
8313,1184,toto,1,20200902,1-1,0,0,495304,39000,23114210,0,0,0,10,127,2020年08月26日(水),2020年09月02日(水),2020年09月02日(水),2020年09月04日(金),2021年09月03日(金),北海道コンサドーレ札幌,横浜Ｆ・マリノス
8314,1184,toto,2,20200902,0-6,2,0,495304,39000,23114210,0,0,0,10,127,2020年08月26日(水),2020年09月02日(水),2020年09月02日(水),2020年09月04日(金),2021年09月03日(金),ヴィッセル神戸,川崎フロンターレ
8315,1184,toto,3,20200902,3-0,1,0,495304,39000,23114210,0,0,0,10,127,2020年08月26日(水),2020年09月02日(水),2020年09月02日(水),2020年09月04日(金),2021年09月03日(金),ＦＣ東京,名古屋グランパス
8316,1184,toto,4,20200902,0-3,2,0,495304,39000,23114210,0,0,0,10,127,2020年08月26日(水),2020年09月02日(水),2020年09月02日(水),2020年09月04日(金),2021年09月03日(金),セレッソ大阪,柏レイソル
8317,1184,toto,5,20200902,2-1,1,0,495304,39000,23114210,0,0,0,10,127,2020年08月26日(水),2020年09月02日(水),2020年09月02日(水),2020年09月04日(金),2021年09月03日(金),ツエーゲン金沢,ＦＣ琉球
8318,1184,toto,6,20200902,0-0,0,0,495304,39000,23114210,0,0,0,10,127,2020年08月26日(水),2020年09月02日(水),2020年09月02日(水),2020年09月04日(金),2021年09月03日(金),モンテディオ山形,レノファ山口ＦＣ
8319,1184,toto,7,20200902,1-0,1,0,495304,39000,23114210,0,0,0,10,127,2020年08月26日(水),2020年09月02日(水),2020年09月02日(水),2020年09月04日(金),2021年09月03日(金),大宮アルディージャ,京都サンガF.C.
8320,1184,toto,8,20200902,2-2,0,0,495304,39000,23114210,0,0,0,10,127,2020年08月26日(水),2020年09月02日(水),2020年09月02日(水),2020年09月04日(金),2021年09月03日(金),アルビレックス新潟,Ｖ・ファーレン長崎
8321,1184,toto,9,20200902,1-0,1,0,495304,39000,23114210,0,0,0,10,127,2020年08月26日(水),2020年09月02日(水),2020年09月02日(水),2020年09月04日(金),2021年09月03日(金),ファジアーノ岡山,松本山雅ＦＣ
8322,1184,toto,10,20200902,1-2,2,0,495304,39000,23114210,0,0,0,10,127,2020年08月26日(水),2020年09月02日(水),2020年09月02日(水),2020年09月04日(金),2021年09月03日(金),徳島ヴォルティス,水戸ホーリーホック
8323,1184,toto,11,20200902,2-2,0,0,495304,39000,23114210,0,0,0,10,127,2020年08月26日(水),2020年09月02日(水),2020年09月02日(水),2020年09月04日(金),2021年09月03日(金),栃木ＳＣ,ギラヴァンツ北九州
8324,1184,toto,12,20200902,1-0,1,0,495304,39000,23114210,0,0,0,10,127,2020年08月26日(水),2020年09月02日(水),2020年09月02日(水),2020年09月04日(金),2021年09月03日(金),ヴァンフォーレ甲府,ザスパクサツ群馬
8325,1184,toto,13,20200902,1-2,2,0,495304,39000,23114210,0,0,0,10,127,2020年08月26日(水),2020年09月02日(水),2020年09月02日(水),2020年09月04日(金),2021年09月03日(金),愛媛ＦＣ,ＦＣ町田ゼルビア
8326,1184,mini toto-A組,1,20200902,1-1,0,7364,0,0,0,0,0,745,0,0,2020年08月26日(水),2020年09月02日(水),2020年09月02日(水),2020年09月04日(金),2021年09月03日(金),北海道コンサドーレ札幌,横浜Ｆ・マリノス
8327,1184,mini toto-A組,2,20200902,0-6,2,7364,0,0,0,0,0,745,0,0,2020年08月26日(水),2020年09月02日(水),2020年09月02日(水),2020年09月04日(金),2021年09月03日(金),ヴィッセル神戸,川崎フロンターレ
8328,1184,mini toto-A組,3,20200902,3-0,1,7364,0,0,0,0,0,745,0,0,2020年08月26日(水),2020年09月02日(水),2020年09月02日(水),2020年09月04日(金),2021年09月03日(金),ＦＣ東京,名古屋グランパス
8329,1184,mini toto-A組,4,20200902,0-3,2,7364,0,0,0,0,0,745,0,0,2020年08月26日(水),2020年09月02日(水),2020年09月02日(水),2020年09月04日(金),2021年09月03日(金),セレッソ大阪,柏レイソル
8330,1184,mini toto-A組,5,20200902,2-1,1,7364,0,0,0,0,0,745,0,0,2020年08月26日(水),2020年09月02日(水),2020年09月02日(水),2020年09月04日(金),2021年09月03日(金),ツエーゲン金沢,ＦＣ琉球
8331,1184,mini toto-B組,1,20200902,0-0,0,33063,0,0,0,0,0,134,0,0,2020年08月26日(水),2020年09月02日(水),2020年09月02日(水),2020年09月04日(金),2021年09月03日(金),モンテディオ山形,レノファ山口ＦＣ
8332,1184,mini toto-B組,2,20200902,1-0,1,33063,0,0,0,0,0,134,0,0,2020年08月26日(水),2020年09月02日(水),2020年09月02日(水),2020年09月04日(金),2021年09月03日(金),大宮アルディージャ,京都サンガF.C.
8333,1184,mini toto-B組,3,20200902,2-2,0,33063,0,0,0,0,0,134,0,0,2020年08月26日(水),2020年09月02日(水),2020年09月02日(水),2020年09月04日(金),2021年09月03日(金),アルビレックス新潟,Ｖ・ファーレン長崎
8334,1184,mini toto-B組,4,20200902,1-0,1,33063,0,0,0,0,0,134,0,0,2020年08月26日(水),2020年09月02日(水),2020年09月02日(水),2020年09月04日(金),2021年09月03日(金),ファジアーノ岡山,松本山雅ＦＣ
8335,1184,mini toto-B組,5,20200902,1-2,2,33063,0,0,0,0,0,134,0,0,2020年08月26日(水),2020年09月02日(水),2020年09月02日(水),2020年09月04日(金),2021年09月03日(金),徳島ヴォルティス,水戸ホーリーホック
8336,1185,toto,1,20200905,0-2,2,9309560,50286,4490,0,0,0,7,179,2009,2020年08月29日(土),2020年09月05日(土),2020年09月05日(土),2020年09月08日(火),2021年09月07日(火),北海道コンサドーレ札幌,サンフレッチェ広島
8337,1185,toto,2,20200905,1-3,2,9309560,50286,4490,0,0,0,7,179,2009,2020年08月29日(土),2020年09月05日(土),2020年09月05日(土),2020年09月08日(火),2021年09月07日(火),横浜Ｆ・マリノス,川崎フロンターレ
8338,1185,toto,3,20200905,1-3,2,9309560,50286,4490,0,0,0,7,179,2009,2020年08月29日(土),2020年09月05日(土),2020年09月05日(土),2020年09月08日(火),2021年09月07日(火),名古屋グランパス,鹿島アントラーズ
8339,1185,toto,4,20200905,1-4,2,9309560,50286,4490,0,0,0,7,179,2009,2020年08月29日(土),2020年09月05日(土),2020年09月05日(土),2020年09月08日(火),2021年09月07日(火),ベガルタ仙台,ガンバ大阪
8340,1185,toto,5,20200905,0-1,2,9309560,50286,4490,0,0,0,7,179,2009,2020年08月29日(土),2020年09月05日(土),2020年09月05日(土),2020年09月08日(火),2021年09月07日(火),大分トリニータ,ＦＣ東京
8341,1185,toto,6,20200905,1-2,2,9309560,50286,4490,0,0,0,7,179,2009,2020年08月29日(土),2020年09月05日(土),2020年09月05日(土),2020年09月08日(火),2021年09月07日(火),清水エスパルス,柏レイソル
8342,1185,toto,7,20200905,1-1,0,9309560,50286,4490,0,0,0,7,179,2009,2020年08月29日(土),2020年09月05日(土),2020年09月05日(土),2020年09月08日(火),2021年09月07日(火),湘南ベルマーレ,ヴィッセル神戸
8343,1185,toto,8,20200905,3-0,1,9309560,50286,4490,0,0,0,7,179,2009,2020年08月29日(土),2020年09月05日(土),2020年09月05日(土),2020年09月08日(火),2021年09月07日(火),サガン鳥栖,横浜ＦＣ
8344,1185,toto,9,20200905,3-0,1,9309560,50286,4490,0,0,0,7,179,2009,2020年08月29日(土),2020年09月05日(土),2020年09月05日(土),2020年09月08日(火),2021年09月07日(火),セレッソ大阪,浦和レッズ
8345,1185,toto,10,20200905,1-1,0,9309560,50286,4490,0,0,0,7,179,2009,2020年08月29日(土),2020年09月05日(土),2020年09月05日(土),2020年09月08日(火),2021年09月07日(火),ツエーゲン金沢,Ｖ・ファーレン長崎
8346,1185,toto,11,20200905,2-0,1,9309560,50286,4490,0,0,0,7,179,2009,2020年08月29日(土),2020年09月05日(土),2020年09月05日(土),2020年09月08日(火),2021年09月07日(火),徳島ヴォルティス,ザスパクサツ群馬
8347,1185,toto,12,20200905,2-0,1,9309560,50286,4490,0,0,0,7,179,2009,2020年08月29日(土),2020年09月05日(土),2020年09月05日(土),2020年09月08日(火),2021年09月07日(火),京都サンガF.C.,ジェフユナイテッド千葉
8348,1185,toto,13,20200905,1-0,1,9309560,50286,4490,0,0,0,7,179,2009,2020年08月29日(土),2020年09月05日(土),2020年09月05日(土),2020年09月08日(火),2021年09月07日(火),松本山雅ＦＣ,モンテディオ山形
8349,1185,mini toto-A組,1,20200905,0-2,2,1417,0,0,0,0,0,4739,0,0,2020年08月29日(土),2020年09月05日(土),2020年09月05日(土),2020年09月08日(火),2021年09月07日(火),北海道コンサドーレ札幌,サンフレッチェ広島
8350,1185,mini toto-A組,2,20200905,1-3,2,1417,0,0,0,0,0,4739,0,0,2020年08月29日(土),2020年09月05日(土),2020年09月05日(土),2020年09月08日(火),2021年09月07日(火),横浜Ｆ・マリノス,川崎フロンターレ
8351,1185,mini toto-A組,3,20200905,1-3,2,1417,0,0,0,0,0,4739,0,0,2020年08月29日(土),2020年09月05日(土),2020年09月05日(土),2020年09月08日(火),2021年09月07日(火),名古屋グランパス,鹿島アントラーズ
8352,1185,mini toto-A組,4,20200905,1-4,2,1417,0,0,0,0,0,4739,0,0,2020年08月29日(土),2020年09月05日(土),2020年09月05日(土),2020年09月08日(火),2021年09月07日(火),ベガルタ仙台,ガンバ大阪
8353,1185,mini toto-A組,5,20200905,0-1,2,1417,0,0,0,0,0,4739,0,0,2020年08月29日(土),2020年09月05日(土),2020年09月05日(土),2020年09月08日(火),2021年09月07日(火),大分トリニータ,ＦＣ東京
8354,1185,mini toto-B組,1,20200905,1-2,2,14728,0,0,0,0,0,459,0,0,2020年08月29日(土),2020年09月05日(土),2020年09月05日(土),2020年09月08日(火),2021年09月07日(火),清水エスパルス,柏レイソル
8355,1185,mini toto-B組,2,20200905,1-1,0,14728,0,0,0,0,0,459,0,0,2020年08月29日(土),2020年09月05日(土),2020年09月05日(土),2020年09月08日(火),2021年09月07日(火),湘南ベルマーレ,ヴィッセル神戸
8356,1185,mini toto-B組,3,20200905,3-0,1,14728,0,0,0,0,0,459,0,0,2020年08月29日(土),2020年09月05日(土),2020年09月05日(土),2020年09月08日(火),2021年09月07日(火),サガン鳥栖,横浜ＦＣ
8357,1185,mini toto-B組,4,20200905,3-0,1,14728,0,0,0,0,0,459,0,0,2020年08月29日(土),2020年09月05日(土),2020年09月05日(土),2020年09月08日(火),2021年09月07日(火),セレッソ大阪,浦和レッズ
8358,1185,mini toto-B組,5,20200905,1-1,0,14728,0,0,0,0,0,459,0,0,2020年08月29日(土),2020年09月05日(土),2020年09月05日(土),2020年09月08日(火),2021年09月07日(火),ツエーゲン金沢,Ｖ・ファーレン長崎
8359,1186,toto,1,20200909,3-2,1,1444163,12398,1360,0,0,0,21,523,4786,2020年09月02日(水),2020年09月09日(水),2020年09月09日(水),2020年09月11日(金),2021年09月10日(金),川崎フロンターレ,ヴィッセル神戸
8360,1186,toto,2,20200909,4-1,1,1444163,12398,1360,0,0,0,21,523,4786,2020年09月02日(水),2020年09月09日(水),2020年09月09日(水),2020年09月11日(金),2021年09月10日(金),サンフレッチェ広島,清水エスパルス
8361,1186,toto,3,20200909,2-2,0,1444163,12398,1360,0,0,0,21,523,4786,2020年09月02日(水),2020年09月09日(水),2020年09月09日(水),2020年09月11日(金),2021年09月10日(金),大分トリニータ,湘南ベルマーレ
8362,1186,toto,4,20200909,2-1,1,1444163,12398,1360,0,0,0,21,523,4786,2020年09月02日(水),2020年09月09日(水),2020年09月09日(水),2020年09月11日(金),2021年09月10日(金),鹿島アントラーズ,ベガルタ仙台
8363,1186,toto,5,20200909,2-2,0,1444163,12398,1360,0,0,0,21,523,4786,2020年09月02日(水),2020年09月09日(水),2020年09月09日(水),2020年09月11日(金),2021年09月10日(金),浦和レッズ,サガン鳥栖
8364,1186,toto,6,20200909,3-0,1,1444163,12398,1360,0,0,0,21,523,4786,2020年09月02日(水),2020年09月09日(水),2020年09月09日(水),2020年09月11日(金),2021年09月10日(金),柏レイソル,ガンバ大阪
8365,1186,toto,7,20200909,2-1,1,1444163,12398,1360,0,0,0,21,523,4786,2020年09月02日(水),2020年09月09日(水),2020年09月09日(水),2020年09月11日(金),2021年09月10日(金),ＦＣ東京,横浜ＦＣ
