,年月日,H_team,proba_0,proba_1,proba_2,pred
0,20190310,栃木ＳＣ,0.2494928389787674,0.4041609466075897,0.3463461697101593,1
0,20190310,ＳＣ相模原,0.2461813688278198,0.4120959043502807,0.341722697019577,1
0,20190310,ザスパクサツ群馬,0.2457576692104339,0.3842947483062744,0.369947612285614,0
0,20190310,ロアッソ熊本,0.2563149333000183,0.3878684341907501,0.3558166325092315,2
0,20190310,ガンバ大阪Ｕ−２３,0.2709621489048004,0.4222405850887298,0.3067972064018249,1
0,20190310,カマタマーレ讃岐,0.2685059905052185,0.4248925149440765,0.3066014647483825,1
0,20190310,セレッソ大阪Ｕ−２３,0.2596801221370697,0.4346921741962433,0.305627703666687,1
0,20190310,ギラヴァンツ北九州,0.2752169668674469,0.3683894276618957,0.3563936352729797,0
0,20190310,ジェフユナイテッド千葉,0.2568258643150329,0.4002119898796081,0.3429621160030365,1
0,20190316,藤枝ＭＹＦＣ,0.2701622545719147,0.4522387981414795,0.2775989472866058,1
0,20190316,横浜ＦＣ,0.2592680752277374,0.3774110376834869,0.3633208870887756,0
0,20190316,セレッソ大阪Ｕ−２３,0.2709621489048004,0.4222405850887298,0.3067972064018249,1
0,20190316,東京ヴェルディ,0.2637780010700226,0.3839760422706604,0.3522458970546722,2
0,20190316,ＦＣ東京Ｕ−２３,0.2530487477779388,0.3956959247589111,0.3512552678585052,1
0,20190316,ＦＣ琉球,0.2777620553970337,0.4328368604183197,0.2894010543823242,1
0,20190317,川崎フロンターレ,0.2984640002250671,0.3719050586223602,0.3296309411525726,2
0,20190317,大分トリニータ,0.2530487477779388,0.3956959247589111,0.3512552678585052,1
0,20190317,セレッソ大阪,0.2568258643150329,0.4002119898796081,0.3429621160030365,1
0,20190317,北海道コンサドーレ札幌,0.2596801221370697,0.4346921741962433,0.305627703666687,1
0,20190317,湘南ベルマーレ,0.2819432616233825,0.4393524527549743,0.2787042558193207,1
0,20190317,ＦＣ東京,0.2475769966840744,0.3470544517040252,0.4053684771060943,0
0,20190317,サガン鳥栖,0.2611528038978576,0.3407926559448242,0.3980545401573181,0
0,20190317,ＦＣ岐阜,0.2596801221370697,0.4346921741962433,0.305627703666687,1
0,20190317,ヴィッセル神戸,0.2596801221370697,0.4346921741962433,0.305627703666687,1
0,20190317,ファジアーノ岡山,0.2637452781200409,0.4264204502105713,0.3098342716693878,1
0,20190317,サンフレッチェ広島,0.2494928389787674,0.4041609466075897,0.3463461697101593,1
0,20190317,愛媛ＦＣ,0.2498564422130584,0.4039651453495025,0.3461783826351166,1
0,20190317,京都サンガF.C.,0.2537384033203125,0.344212532043457,0.4020490646362304,0
0,20190317,ヴァンフォーレ甲府,0.2596801221370697,0.4346921741962433,0.305627703666687,1
0,20190317,ツエーゲン金沢,0.2518889605998993,0.3811708092689514,0.3669402599334717,0
0,20190317,水戸ホーリーホック,0.2628470957279205,0.4417754113674164,0.2953774929046631,1
0,20190317,カターレ富山,0.2596801221370697,0.4346921741962433,0.305627703666687,1
0,20190317,ＡＣ長野パルセイロ,0.263368546962738,0.4266386330127716,0.3099927902221679,1
0,20190317,カマタマーレ讃岐,0.2563149333000183,0.3878684341907501,0.3558166325092315,2
0,20190317,ザスパクサツ群馬,0.2860936522483825,0.4099453389644623,0.3039609491825104,1
0,20190317,アスルクラロ沼津,0.2487342208623886,0.3889492154121399,0.3623165190219879,2
0,20190317,ガイナーレ鳥取,0.2508665323257446,0.351665735244751,0.3974677324295044,0
0,20190317,モンテディオ山形,0.2501119375228882,0.391103595495224,0.3587844371795654,2
0,20190323,柏レイソル,0.263368546962738,0.4266386330127716,0.3099927902221679,1
0,20190323,アルビレックス新潟,0.2700484693050384,0.437459647655487,0.2924919128417969,1
0,20190323,大宮アルディージャ,0.2537384033203125,0.344212532043457,0.4020490646362304,0
0,20190323,ＦＣ東京Ｕ−２３,0.2487342208623886,0.3889492154121399,0.3623165190219879,2
0,20190323,横浜ＦＣ,0.2518889605998993,0.3811708092689514,0.3669402599334717,0
0,20190323,愛媛ＦＣ,0.2685059905052185,0.4248925149440765,0.3066014647483825,1
0,20190323,ＡＣ長野パルセイロ,0.2487342208623886,0.3889492154121399,0.3623165190219879,2
0,20190323,ヴァンフォーレ甲府,0.262258380651474,0.3875249922275543,0.3502165973186493,2
0,20190324,モンテディオ山形,0.2611528038978576,0.3407926559448242,0.3980545401573181,0
0,20190324,ロアッソ熊本,0.2501119375228882,0.391103595495224,0.3587844371795654,2
0,20190324,鹿児島ユナイテッドＦＣ,0.2526595592498779,0.4388144016265869,0.3085260093212127,1
0,20190324,徳島ヴォルティス,0.2637780010700226,0.3839760422706604,0.3522458970546722,2
0,20190324,レノファ山口ＦＣ,0.2848124802112579,0.3548944294452667,0.3602930605411529,0
0,20190324,カターレ富山,0.2518889605998993,0.3811708092689514,0.3669402599334717,0
0,20190324,ジェフユナイテッド千葉,0.2508665323257446,0.351665735244751,0.3974677324295044,0
0,20190324,いわてグルージャ盛岡,0.2530487477779388,0.3956959247589111,0.3512552678585052,1
0,20190324,福島ユナイテッドＦＣ,0.2709621489048004,0.4222405850887298,0.3067972064018249,1
0,20190324,ガンバ大阪Ｕ−２３,0.2508665323257446,0.351665735244751,0.3974677324295044,0
0,20190324,ＳＣ相模原,0.2419129163026809,0.3924808204174042,0.365606278181076,2
0,20190324,ヴァンラーレ八戸,0.2570538818836212,0.4302959740161896,0.312650203704834,1
0,20190329,横浜Ｆ・マリノス,0.263368546962738,0.4266386330127716,0.3099927902221679,1
0,20190330,東京ヴェルディ,0.2537384033203125,0.344212532043457,0.4020490646362304,0
0,20190330,栃木ＳＣ,0.2475769966840744,0.3470544517040252,0.4053684771060943,0
0,20190330,名古屋グランパス,0.2899224758148193,0.4020247459411621,0.3080528080463409,1
0,20190330,ベガルタ仙台,0.2607266306877136,0.4077019095420837,0.3315714597702026,1
0,20190330,浦和レッズ,0.2641975283622741,0.3703531920909881,0.3654492497444153,0
0,20190330,ジュビロ磐田,0.2518889605998993,0.3811708092689514,0.3669402599334717,0
0,20190330,ガンバ大阪,0.2568258643150329,0.4002119898796081,0.3429621160030365,1
0,20190330,アビスパ福岡,0.2709621489048004,0.4222405850887298,0.3067972064018249,1
0,20190330,ファジアーノ岡山,0.2586317062377929,0.3508506119251251,0.3905176520347595,0
0,20190330,大分トリニータ,0.2596801221370697,0.4346921741962433,0.305627703666687,1
0,20190330,徳島ヴォルティス,0.2592680752277374,0.3774110376834869,0.3633208870887756,0
0,20190330,ＦＣ町田ゼルビア,0.2541061043739319,0.3440429270267486,0.401850938796997,0
0,20190330,ツエーゲン金沢,0.2563149333000183,0.3878684341907501,0.3558166325092315,2
0,20190330,水戸ホーリーホック,0.2777620553970337,0.4328368604183197,0.2894010543823242,1
0,20190330,ＦＣ岐阜,0.263368546962738,0.4266386330127716,0.3099927902221679,1
0,20190330,ＦＣ琉球,0.3053938746452331,0.4073673486709595,0.2872387766838074,1
0,20190330,ザスパクサツ群馬,0.2709621489048004,0.4222405850887298,0.3067972064018249,1
0,20190330,Ｖ・ファーレン長崎,0.2637780010700226,0.3839760422706604,0.3522458970546722,2
0,20190330,セレッソ大阪Ｕ−２３,0.2644958794116974,0.3969099521636963,0.3385941982269287,1
0,20190330,アスルクラロ沼津,0.2434009313583374,0.4074415862560272,0.3491575419902801,1
0,20190331,Ｙ．Ｓ．Ｃ．Ｃ．横浜,0.2494928389787674,0.4041609466075897,0.3463461697101593,1
0,20190331,松本山雅ＦＣ,0.2570538818836212,0.4302959740161896,0.312650203704834,1
0,20190331,ブラウブリッツ秋田,0.2518889605998993,0.3811708092689514,0.3669402599334717,0
0,20190331,ガイナーレ鳥取,0.2518889605998993,0.3811708092689514,0.3669402599334717,0
0,20190331,清水エスパルス,0.2508665323257446,0.351665735244751,0.3974677324295044,0
0,20190331,いわてグルージャ盛岡,0.2701622545719147,0.4522387981414795,0.2775989472866058,1
0,20190331,ギラヴァンツ北九州,0.2570538818836212,0.4302959740161896,0.312650203704834,1
0,20190331,福島ユナイテッドＦＣ,0.2709621489048004,0.4222405850887298,0.3067972064018249,1
0,20190403,大宮アルディージャ,0.2494928389787674,0.4041609466075897,0.3463461697101593,1
0,20190403,京都サンガF.C.,0.2475769966840744,0.3470544517040252,0.4053684771060943,0
0,20190403,柏レイソル,0.2709621489048004,0.4222405850887298,0.3067972064018249,1
0,20190403,鹿児島ユナイテッドＦＣ,0.2589100897312164,0.3430980145931244,0.3979919254779815,0
0,20190403,アビスパ福岡,0.2487342208623886,0.3889492154121399,0.3623165190219879,2
0,20190403,愛媛ＦＣ,0.2434009313583374,0.4074415862560272,0.3491575419902801,1
0,20190403,ジェフユナイテッド千葉,0.2537384033203125,0.344212532043457,0.4020490646362304,0
0,20190403,東京ヴェルディ,0.2537384033203125,0.344212532043457,0.4020490646362304,0
0,20190403,ヴァンフォーレ甲府,0.2570538818836212,0.4302959740161896,0.312650203704834,1
0,20190403,レノファ山口ＦＣ,0.2518889605998993,0.3811708092689514,0.3669402599334717,0
0,20190403,アルビレックス新潟,0.259745329618454,0.4046807885169983,0.3355738520622253,1
0,20190405,鹿島アントラーズ,0.2440057396888733,0.3548864126205444,0.4011078774929046,0
0,20190405,川崎フロンターレ,0.2526595592498779,0.4388144016265869,0.3085260093212127,1
0,20190405,浦和レッズ,0.2568258643150329,0.4002119898796081,0.3429621160030365,1
0,20190406,ＦＣ東京,0.2700484693050384,0.437459647655487,0.2924919128417969,1
0,20190406,北海道コンサドーレ札幌,0.2592680752277374,0.3774110376834869,0.3633208870887756,0
0,20190406,ベガルタ仙台,0.2637780010700226,0.3839760422706604,0.3522458970546722,2
0,20190406,サンフレッチェ広島,0.2526595592498779,0.4388144016265869,0.3085260093212127,1
0,20190406,湘南ベルマーレ,0.2570538818836212,0.4302959740161896,0.312650203704834,1
0,20190406,Ｙ．Ｓ．Ｃ．Ｃ．横浜,0.2508665323257446,0.351665735244751,0.3974677324295044,0
0,20190406,藤枝ＭＹＦＣ,0.2709621489048004,0.4222405850887298,0.3067972064018249,1
0,20190406,ＡＣ長野パルセイロ,0.2457576692104339,0.3842947483062744,0.369947612285614,0
0,20190406,松本山雅ＦＣ,0.2611528038978576,0.3407926559448242,0.3980545401573181,0
0,20190407,モンテディオ山形,0.2570538818836212,0.4302959740161896,0.312650203704834,1
0,20190407,Ｖ・ファーレン長崎,0.2568258643150329,0.4002119898796081,0.3429621160030365,1
0,20190407,ファジアーノ岡山,0.2457576692104339,0.3842947483062744,0.369947612285614,0
0,20190407,鹿児島ユナイテッドＦＣ,0.2415118813514709,0.2804487943649292,0.4780393540859222,0
0,20190407,ツエーゲン金沢,0.2700484693050384,0.437459647655487,0.2924919128417969,1
0,20190407,栃木ＳＣ,0.2487342208623886,0.3889492154121399,0.3623165190219879,2
0,20190407,水戸ホーリーホック,0.2629589736461639,0.4567022323608398,0.2803387641906738,1
0,20190407,横浜ＦＣ,0.2570538818836212,0.4302959740161896,0.312650203704834,1
0,20190407,ＦＣ琉球,0.2661381065845489,0.3472982347011566,0.386563628911972,0
0,20190407,ＦＣ町田ゼルビア,0.2468249350786209,0.347401350736618,0.4057736694812774,0
0,20190407,ガンバ大阪Ｕ−２３,0.297972023487091,0.3974673151969909,0.3045606613159179,1
0,20190407,カターレ富山,0.2407772690057754,0.3501908481121063,0.409031867980957,0
0,20190407,ブラウブリッツ秋田,0.2611528038978576,0.3407926559448242,0.3980545401573181,0
0,20190407,愛媛ＦＣ,0.2487342208623886,0.3889492154121399,0.3623165190219879,2
0,20190407,ロアッソ熊本,0.2570538818836212,0.4302959740161896,0.312650203704834,1
0,20190407,カマタマーレ讃岐,0.2709621489048004,0.4222405850887298,0.3067972064018249,1
0,20190407,ヴァンラーレ八戸,0.263368546962738,0.4266386330127716,0.3099927902221679,1
0,20190413,セレッソ大阪,0.2360330373048782,0.4535950422286987,0.3103719353675842,1
0,20190413,アルビレックス新潟,0.2407772690057754,0.3501908481121063,0.409031867980957,0
0,20190413,東京ヴェルディ,0.2508665323257446,0.351665735244751,0.3974677324295044,0
0,20190413,アビスパ福岡,0.2829567790031433,0.395442247390747,0.3216010332107544,1
0,20190413,ＦＣ東京Ｕ−２３,0.2537384033203125,0.344212532043457,0.4020490646362304,0
0,20190413,ギラヴァンツ北九州,0.2777620553970337,0.4328368604183197,0.2894010543823242,1
0,20190413,ガンバ大阪Ｕ−２３,0.2685059905052185,0.4248925149440765,0.3066014647483825,1
0,20190413,横浜Ｆ・マリノス,0.2508665323257446,0.351665735244751,0.3974677324295044,0
0,20190414,サガン鳥栖,0.2508665323257446,0.351665735244751,0.3974677324295044,0
0,20190414,ＦＣ東京,0.2570538818836212,0.4302959740161896,0.312650203704834,1
0,20190414,大宮アルディージャ,0.263368546962738,0.4266386330127716,0.3099927902221679,1
0,20190414,湘南ベルマーレ,0.2494928389787674,0.4041609466075897,0.3463461697101593,1
0,20190414,ＦＣ岐阜,0.2494928389787674,0.4041609466075897,0.3463461697101593,1
0,20190414,大分トリニータ,0.263368546962738,0.4266386330127716,0.3099927902221679,1
0,20190414,ヴィッセル神戸,0.2508665323257446,0.351665735244751,0.3974677324295044,0
0,20190414,ジュビロ磐田,0.297972023487091,0.3974673151969909,0.3045606613159179,1
0,20190414,京都サンガF.C.,0.2537384033203125,0.344212532043457,0.4020490646362304,0
0,20190414,いわてグルージャ盛岡,0.263368546962738,0.4266386330127716,0.3099927902221679,1
0,20190414,ジェフユナイテッド千葉,0.2508665323257446,0.351665735244751,0.3974677324295044,0
0,20190414,徳島ヴォルティス,0.2526595592498779,0.4388144016265869,0.3085260093212127,1
0,20190414,レノファ山口ＦＣ,0.2568258643150329,0.4002119898796081,0.3429621160030365,1
0,20190414,ガイナーレ鳥取,0.2487342208623886,0.3889492154121399,0.3623165190219879,2
0,20190414,カマタマーレ讃岐,0.2709621489048004,0.4222405850887298,0.3067972064018249,1
0,20190414,ガンバ大阪,0.2637780010700226,0.3839760422706604,0.3522458970546722,2
0,20190414,福島ユナイテッドＦＣ,0.2709621489048004,0.4222405850887298,0.3067972064018249,1
0,20190414,セレッソ大阪Ｕ−２３,0.263368546962738,0.4266386330127716,0.3099927902221679,1
0,20190414,柏レイソル,0.2570538818836212,0.4302959740161896,0.312650203704834,1
0,20190414,ヴァンフォーレ甲府,0.2596801221370697,0.4346921741962433,0.305627703666687,1
0,20190414,ＳＣ相模原,0.2897247672080993,0.3610154390335083,0.3492597639560699,0
0,20190419,サンフレッチェ広島,0.2562828063964844,0.4307425618171692,0.3129746913909912,1
0,20190419,川崎フロンターレ,0.2461479008197784,0.3993516862392425,0.3545004427433014,1
0,20190420,ファジアーノ岡山,0.2709621489048004,0.4222405850887298,0.3067972064018249,1
0,20190420,愛媛ＦＣ,0.2709621489048004,0.4222405850887298,0.3067972064018249,1
0,20190420,ヴァンフォーレ甲府,0.263368546962738,0.4266386330127716,0.3099927902221679,1
0,20190420,東京ヴェルディ,0.2592680752277374,0.3774110376834869,0.3633208870887756,0
0,20190420,栃木ＳＣ,0.2508665323257446,0.351665735244751,0.3974677324295044,0
0,20190420,ガンバ大阪,0.2784281075000763,0.3233166635036468,0.3982551693916321,0
0,20190420,清水エスパルス,0.2487342208623886,0.3889492154121399,0.3623165190219879,2
0,20190420,松本山雅ＦＣ,0.2709621489048004,0.4222405850887298,0.3067972064018249,1
0,20190420,名古屋グランパス,0.2570538818836212,0.4302959740161896,0.312650203704834,1
0,20190420,北海道コンサドーレ札幌,0.2475769966840744,0.3470544517040252,0.4053684771060943,0
0,20190420,浦和レッズ,0.2394077330827713,0.4157989025115967,0.3447933197021484,1
0,20190420,鹿島アントラーズ,0.2709621489048004,0.4222405850887298,0.3067972064018249,1
0,20190421,鹿児島ユナイテッドＦＣ,0.2440057396888733,0.3548864126205444,0.4011078774929046,0
0,20190421,横浜ＦＣ,0.2570538818836212,0.4302959740161896,0.312650203704834,1
0,20190421,モンテディオ山形,0.2700484693050384,0.437459647655487,0.2924919128417969,1
0,20190421,ＦＣ岐阜,0.2142439037561416,0.3003279864788055,0.4854281544685364,0
0,20190421,ＦＣ町田ゼルビア,0.2508665323257446,0.351665735244751,0.3974677324295044,0
0,20190421,ツエーゲン金沢,0.2586317062377929,0.3508506119251251,0.3905176520347595,0
0,20190426,ザスパクサツ群馬,0.2475769966840744,0.3470544517040252,0.4053684771060943,0
0,20190427,藤枝ＭＹＦＣ,0.2609565854072571,0.4292776882648468,0.3097657859325409,1
0,20190427,ブラウブリッツ秋田,0.2611528038978576,0.3407926559448242,0.3980545401573181,0
0,20190427,セレッソ大阪,0.2468249350786209,0.347401350736618,0.4057736694812774,0
0,20190427,愛媛ＦＣ,0.2611528038978576,0.3407926559448242,0.3980545401573181,0
0,20190427,Ｖ・ファーレン長崎,0.263368546962738,0.4266386330127716,0.3099927902221679,1
0,20190427,アビスパ福岡,0.2176616936922073,0.3051190376281738,0.4772192537784576,0
0,20190427,ＦＣ琉球,0.2819432616233825,0.4393524527549743,0.2787042558193207,1
0,20190428,栃木ＳＣ,0.2592680752277374,0.3774110376834869,0.3633208870887756,0
0,20190428,ベガルタ仙台,0.2518889605998993,0.3811708092689514,0.3669402599334717,0
0,20190428,横浜Ｆ・マリノス,0.2389920055866241,0.3877419233322143,0.3732660710811615,0
0,20190428,ヴィッセル神戸,0.2508665323257446,0.351665735244751,0.3974677324295044,0
0,20190428,サガン鳥栖,0.2508665323257446,0.351665735244751,0.3974677324295044,0
0,20190428,ＦＣ東京,0.263368546962738,0.4266386330127716,0.3099927902221679,1
0,20190428,名古屋グランパス,0.2709621489048004,0.4222405850887298,0.3067972064018249,1
0,20190428,清水エスパルス,0.2862871885299682,0.3197952508926391,0.3939175307750702,0
0,20190428,ファジアーノ岡山,0.263368546962738,0.4266386330127716,0.3099927902221679,1
0,20190428,ジュビロ磐田,0.2457576692104339,0.3842947483062744,0.369947612285614,0
0,20190428,ジェフユナイテッド千葉,0.2142439037561416,0.3003279864788055,0.4854281544685364,0
0,20190428,ヴァンラーレ八戸,0.2709621489048004,0.4222405850887298,0.3067972064018249,1
0,20190428,アスルクラロ沼津,0.2592680752277374,0.3774110376834869,0.3633208870887756,0
0,20190428,Ｙ．Ｓ．Ｃ．Ｃ．横浜,0.2518889605998993,0.3811708092689514,0.3669402599334717,0
0,20190428,ＳＣ相模原,0.2440057396888733,0.3548864126205444,0.4011078774929046,0
0,20190428,セレッソ大阪Ｕ−２３,0.2832159101963043,0.4058217704296112,0.3109622895717621,1
0,20190428,レノファ山口ＦＣ,0.2508665323257446,0.351665735244751,0.3974677324295044,0
0,20190428,柏レイソル,0.2596801221370697,0.4346921741962433,0.305627703666687,1
0,20190428,水戸ホーリーホック,0.2777620553970337,0.4328368604183197,0.2894010543823242,1
0,20190428,ガイナーレ鳥取,0.2419129163026809,0.3924808204174042,0.365606278181076,2
0,20190428,京都サンガF.C.,0.2434009313583374,0.4074415862560272,0.3491575419902801,1
0,20190503,浦和レッズ,0.2596801221370697,0.4346921741962433,0.305627703666687,1
0,20190503,鹿島アントラーズ,0.2526595592498779,0.4388144016265869,0.3085260093212127,1
0,20190503,川崎フロンターレ,0.3131048679351806,0.4202858507633209,0.2666093409061432,1
0,20190503,ツエーゲン金沢,0.2777620553970337,0.4328368604183197,0.2894010543823242,1
0,20190503,サンフレッチェ広島,0.2596801221370697,0.4346921741962433,0.305627703666687,1
0,20190504,ガンバ大阪,0.2176616936922073,0.3051190376281738,0.4772192537784576,0
0,20190504,湘南ベルマーレ,0.2440057396888733,0.3548864126205444,0.4011078774929046,0
0,20190504,松本山雅ＦＣ,0.2494928389787674,0.4041609466075897,0.3463461697101593,1
0,20190504,北海道コンサドーレ札幌,0.2709621489048004,0.4222405850887298,0.3067972064018249,1
0,20190504,大分トリニータ,0.2700484693050384,0.437459647655487,0.2924919128417969,1
0,20190504,鹿児島ユナイテッドＦＣ,0.2407772690057754,0.3501908481121063,0.409031867980957,0
0,20190504,アルビレックス新潟,0.2709621489048004,0.4222405850887298,0.3067972064018249,1
0,20190504,いわてグルージャ盛岡,0.2709621489048004,0.4222405850887298,0.3067972064018249,1
0,20190504,ＡＣ長野パルセイロ,0.2586317062377929,0.3508506119251251,0.3905176520347595,0
0,20190504,大宮アルディージャ,0.2709621489048004,0.4222405850887298,0.3067972064018249,1
0,20190505,ヴァンフォーレ甲府,0.2700484693050384,0.437459647655487,0.2924919128417969,1
0,20190505,徳島ヴォルティス,0.2825340628623962,0.3768744766712188,0.3405914306640625,2
0,20190505,横浜ＦＣ,0.2596801221370697,0.4346921741962433,0.305627703666687,1
0,20190505,東京ヴェルディ,0.2592680752277374,0.3774110376834869,0.3633208870887756,0
0,20190505,ＦＣ町田ゼルビア,0.2537384033203125,0.344212532043457,0.4020490646362304,0
0,20190505,モンテディオ山形,0.263368546962738,0.4266386330127716,0.3099927902221679,1
0,20190505,カマタマーレ讃岐,0.2709621489048004,0.4222405850887298,0.3067972064018249,1
0,20190505,福島ユナイテッドＦＣ,0.2709621489048004,0.4222405850887298,0.3067972064018249,1
0,20190505,ギラヴァンツ北九州,0.263368546962738,0.4266386330127716,0.3099927902221679,1
0,20190505,ガンバ大阪Ｕ−２３,0.2596801221370697,0.4346921741962433,0.305627703666687,1
0,20190505,ＦＣ東京Ｕ−２３,0.2611528038978576,0.3407926559448242,0.3980545401573181,0
0,20190505,カターレ富山,0.2526595592498779,0.4388144016265869,0.3085260093212127,1
0,20190505,ロアッソ熊本,0.2500803172588348,0.4343348741531372,0.3155848383903503,1
0,20190505,ＦＣ岐阜,0.2508665323257446,0.351665735244751,0.3974677324295044,0
0,20190511,Ｖ・ファーレン長崎,0.2425159662961959,0.3775855898857116,0.3798984289169311,0
0,20190511,サガン鳥栖,0.2518889605998993,0.3811708092689514,0.3669402599334717,0
0,20190511,東京ヴェルディ,0.2709621489048004,0.4222405850887298,0.3067972064018249,1
0,20190511,ＦＣ琉球,0.2597777545452118,0.3628969192504883,0.3773252665996551,0
0,20190511,セレッソ大阪,0.2577475011348724,0.4181709587574005,0.324081540107727,1
0,20190511,レノファ山口ＦＣ,0.2142439037561416,0.3003279864788055,0.4854281544685364,0
0,20190512,京都サンガF.C.,0.297972023487091,0.3974673151969909,0.3045606613159179,1
