,年月日,H_team,proba_0_m1,proba_1_m1,proba_2_m1,pred_m1,proba_0_m2,proba_1_m2,pred_m2,pred_m3,pred_m4,pred_m5,pred_m6,pred_m7,pred_m8,y_H_result
0,20130309,川崎フロンターレ,0.7886734758800213,0.0477953318677101,0.1635311922522686,0.0,0.2475299806319294,0.7524700193680707,1.0,-1.98608892296702,-10.236926699155449,0.0,1.0,0.0,1.0,0.0
0,20130309,浦和レッズ,0.7588624530421907,0.0607219195447576,0.1804156274130516,0.0,0.2479601175375551,0.7520398824624448,1.0,0.957882302321917,-9.463922776838444,0.0,1.0,0.0,1.0,1.0
0,20130309,湘南ベルマーレ,0.7752842709403208,0.0514906025822511,0.173225126477428,0.0,0.2982837160092481,0.7017162839907518,1.0,-0.0772292970090606,-10.348591832495003,0.0,1.0,0.0,1.0,0.0
0,20130309,ジュビロ磐田,0.8102516511973848,0.0544005754754635,0.1353477733271516,0.0,0.2520625520461875,0.7479374479538126,1.0,-0.2653392884687246,-9.417754858364788,0.0,1.0,0.0,1.0,2.0
0,20130310,Ｖ・ファーレン長崎,0.7637175019660126,0.0610860806123873,0.1751964174216,0.0,0.2471054328224899,0.75289456717751,1.0,-0.3884486824420025,-10.14832173521063,0.0,1.0,0.0,1.0,2.0
0,20130310,水戸ホーリーホック,0.7987062772592838,0.0632322372933522,0.138061485447364,0.0,0.2511984500586431,0.748801549941357,1.0,-1.3002640459042332,-9.600829996168612,0.0,1.0,0.0,1.0,1.0
0,20130310,ファジアーノ岡山,0.808788080874248,0.050128033785296,0.1410838853404558,0.0,0.2466762922254812,0.7533237077745187,1.0,-1.3443869253810636,-9.8974551798201,0.0,1.0,0.0,1.0,0.0
0,20130310,ザスパクサツ群馬,0.8015553931513619,0.0626181346090722,0.1358264722395659,0.0,0.2511984500586431,0.748801549941357,1.0,-1.6495595168024442,-8.7396350933559,0.0,1.0,0.0,1.0,0.0
0,20130310,愛媛ＦＣ,0.8150260703627439,0.0547223596168192,0.1302515700204368,0.0,0.2511984500586431,0.748801549941357,1.0,-0.4592022307261717,-8.743119040223974,0.0,1.0,0.0,1.0,0.0
0,20130310,横浜ＦＣ,0.8111225431878759,0.0467553904929312,0.1421220663191928,0.0,0.2466762922254812,0.7533237077745187,1.0,-1.3331731553695254,-9.907420793228084,0.0,1.0,0.0,1.0,0.0
0,20130310,ヴィッセル神戸,0.8300320439003739,0.053622213101665,0.1163457429979611,0.0,0.2466762922254812,0.7533237077745187,1.0,1.6330628931687268,-9.313406460380063,0.0,1.0,0.0,1.0,1.0
0,20130310,アビスパ福岡,0.8300320439003739,0.053622213101665,0.1163457429979611,0.0,0.2466762922254812,0.7533237077745187,1.0,-0.0986064629941752,-9.132024484930298,0.0,1.0,0.0,1.0,1.0
0,20130310,ロアッソ熊本,0.8172811117722957,0.0464594927630273,0.136259395464677,0.0,0.2922438466237207,0.7077561533762793,1.0,-2.106730418669782,-9.49902847854537,0.0,1.0,0.0,1.0,2.0
0,20130310,京都サンガF.C.,0.7799742498615864,0.0548823829559262,0.1651433671824872,0.0,0.296842182242839,0.7031578177571611,1.0,-0.2083634965518601,-10.129318012659496,0.0,1.0,0.0,1.0,0.0
0,20130310,北海道コンサドーレ札幌,0.7791581763844634,0.0554649250158326,0.1653768985997038,0.0,0.2466762922254812,0.7533237077745187,1.0,0.6829293247785773,-9.169789143012167,0.0,1.0,0.0,1.0,2.0
0,20130316,サガン鳥栖,0.8120411303653621,0.0479830268072978,0.13997584282734,0.0,0.2475299806319294,0.7524700193680707,1.0,-0.5821841821848456,-9.490944014778506,0.0,1.0,0.0,1.0,1.0
0,20130316,ヴァンフォーレ甲府,0.7743721003084835,0.0564235049395934,0.169204394751923,0.0,0.2978008512445948,0.7021991487554051,1.0,0.330332299854368,-9.68307645245659,0.0,1.0,2.0,1.0,2.0
0,20130316,セレッソ大阪,0.8195212085549731,0.0575628925443233,0.1229158989007035,0.0,0.2520625520461875,0.7479374479538126,1.0,0.1476809806557818,-8.856234347549616,0.0,1.0,0.0,1.0,1.0
0,20130316,大宮アルディージャ,0.8219790568906993,0.0544684866890321,0.1235524564202685,0.0,0.2475299806319294,0.7524700193680707,1.0,-0.5140030712686556,-9.307043097393034,0.0,1.0,0.0,1.0,0.0
0,20130316,湘南ベルマーレ,0.8188987273640618,0.0432215034046259,0.137879769231312,0.0,0.2475299806319294,0.7524700193680707,1.0,0.4427577202455769,-10.405432027971983,0.0,1.0,0.0,1.0,0.0
0,20130316,横浜Ｆ・マリノス,0.7377438216474854,0.0689577103971526,0.1932984679553618,0.0,0.2475299806319294,0.7524700193680707,1.0,-0.0854031226096234,-9.069995730715164,0.0,1.0,0.0,1.0,1.0
0,20130316,ベガルタ仙台,0.8096288469031514,0.0486032241318923,0.1417679289649561,0.0,0.2479601175375551,0.7520398824624448,1.0,0.3543776774827717,-9.571021258758265,0.0,1.0,0.0,1.0,1.0
0,20130316,大分トリニータ,0.7805626108294901,0.0643415640059993,0.1550958251645105,0.0,0.2520625520461875,0.7479374479538126,1.0,0.735622720330899,-9.87324522342169,0.0,1.0,0.0,1.0,0.0
0,20130317,松本山雅ＦＣ,0.8171412385770348,0.0557270083466504,0.1271317530763147,0.0,0.2466762922254812,0.7533237077745187,1.0,-0.9360537099828812,-9.662730332780484,0.0,1.0,0.0,1.0,2.0
0,20130317,サンフレッチェ広島,0.7623540447647921,0.0634790367609416,0.1741669184742662,0.0,0.2520625520461875,0.7479374479538126,1.0,0.9298449815681298,-9.577470490305132,0.0,1.0,0.0,1.0,0.0
0,20130317,カターレ富山,0.7856334956872031,0.0627251178626444,0.1516413864501526,0.0,0.2511984500586431,0.748801549941357,1.0,-1.162036243092284,-10.192056196268824,0.0,1.0,0.0,1.0,1.0
0,20130317,ガイナーレ鳥取,0.7568514878977114,0.0620256101772253,0.1811229019250633,0.0,0.2511984500586431,0.748801549941357,1.0,-1.2983645015340646,-9.06518526436048,0.0,1.0,0.0,1.0,1.0
0,20130317,栃木ＳＣ,0.8182482868448433,0.0542849197962312,0.1274667933589254,0.0,0.2471054328224899,0.75289456717751,1.0,-0.6479628551124559,-9.591307746271925,0.0,1.0,0.0,1.0,0.0
0,20130317,徳島ヴォルティス,0.7989946895954236,0.0457731212134972,0.1552321891910789,0.0,0.2466762922254812,0.7533237077745187,1.0,-1.644288622555241,-10.16486293197886,0.0,1.0,0.0,1.0,2.0
0,20130317,ＦＣ岐阜,0.7210167078482054,0.057682915511069,0.2213003766407255,0.0,0.2972504282549824,0.7027495717450176,1.0,-1.246343777519782,-10.830744357823278,0.0,1.0,0.0,1.0,0.0
0,20130317,モンテディオ山形,0.8090565889607291,0.0521616592123041,0.1387817518269667,0.0,0.2466762922254812,0.7533237077745187,1.0,-0.9114993847066324,-10.636046670239011,0.0,1.0,0.0,1.0,1.0
0,20130317,東京ヴェルディ,0.7973575164467942,0.0465803599974456,0.15606212355576,0.0,0.2466762922254812,0.7533237077745187,1.0,-1.535647783763992,-10.123996765316406,0.0,1.0,0.0,1.0,0.0
0,20130317,ガンバ大阪,0.8277356375710523,0.0518634666922573,0.1204008957366905,0.0,0.2511984500586431,0.748801549941357,1.0,-1.287340467988806,-8.894371719583432,0.0,1.0,0.0,1.0,0.0
0,20130317,ヴィッセル神戸,0.801199732925546,0.0565242560660218,0.1422760110084322,0.0,0.2466762922254812,0.7533237077745187,1.0,-1.261269946554547,-8.594000534903898,0.0,1.0,0.0,1.0,1.0
0,20130317,アビスパ福岡,0.7933413533439717,0.0560045837150476,0.1506540629409807,0.0,0.2466762922254812,0.7533237077745187,1.0,-0.6666675252239098,-8.939090039657458,0.0,1.0,0.0,1.0,2.0
0,20130320,ロアッソ熊本,0.804652551035487,0.0512203727300931,0.1441270762344197,0.0,0.2511984500586431,0.748801549941357,1.0,-0.7925149326275439,-9.593180496336572,0.0,1.0,0.0,0.0,0.0
0,20130320,徳島ヴォルティス,0.7971721514101596,0.0516972619829783,0.151130586606862,0.0,0.2511984500586431,0.748801549941357,1.0,-1.7465912780560713,-10.36833141079842,0.0,1.0,0.0,1.0,1.0
0,20130320,モンテディオ山形,0.7987182988653906,0.0481750547357341,0.1531066463988752,0.0,0.2466762922254812,0.7533237077745187,1.0,-1.053404011453886,-10.185189166681084,0.0,1.0,0.0,1.0,1.0
0,20130320,ジェフユナイテッド千葉,0.7885598064258511,0.0641020903305591,0.1473381032435897,0.0,0.2511984500586431,0.748801549941357,1.0,-0.0265725267353309,-8.723555725217011,0.0,1.0,0.0,0.0,0.0
0,20130320,京都サンガF.C.,0.7822236169591813,0.0679429729266666,0.1498334101141521,0.0,0.2561249650459994,0.7438750349540005,1.0,-1.001243315209814,-9.602792507186678,0.0,1.0,0.0,1.0,1.0
0,20130320,ギラヴァンツ北九州,0.8268212214948989,0.0571272461944372,0.1160515323106639,0.0,0.2466762922254812,0.7533237077745187,1.0,-1.0295651392350031,-8.953017935036769,0.0,1.0,0.0,1.0,0.0
0,20130320,北海道コンサドーレ札幌,0.7623291157411819,0.0544449380289368,0.1832259462298813,0.0,0.2466762922254812,0.7533237077745187,1.0,0.1987065376986895,-9.385166710912015,0.0,1.0,0.0,1.0,2.0
0,20130320,愛媛ＦＣ,0.8253276071419517,0.0557919704035072,0.118880422454541,0.0,0.2466762922254812,0.7533237077745187,1.0,-0.7337359102484524,-8.793534382366488,0.0,1.0,0.0,1.0,0.0
0,20130320,ファジアーノ岡山,0.8270965545228375,0.0422028838123935,0.1307005616647689,0.0,0.2466762922254812,0.7533237077745187,1.0,-0.6117881298094601,-9.88409976566254,0.0,1.0,0.0,1.0,0.0
0,20130320,Ｖ・ファーレン長崎,0.7430809635115823,0.0633982694191462,0.1935207670692716,0.0,0.2515663807265293,0.7484336192734707,1.0,-1.1206601128947475,-10.534055383799569,0.0,1.0,0.0,1.0,1.0
0,20130320,ザスパクサツ群馬,0.8365071234734305,0.0458155343932375,0.117677342133332,0.0,0.2511984500586431,0.748801549941357,1.0,-0.563993725730618,-9.185435944345954,0.0,1.0,0.0,1.0,1.0
0,20130324,水戸ホーリーホック,0.8188116807310205,0.052572616485923,0.1286157027830563,0.0,0.2466762922254812,0.7533237077745187,1.0,-1.053542649584909,-10.018866193808208,0.0,1.0,0.0,1.0,2.0
0,20130324,ガイナーレ鳥取,0.7545717118635072,0.0585768192138143,0.1868514689226783,0.0,0.2466762922254812,0.7533237077745187,1.0,-1.1243774312553658,-8.882599014978041,0.0,1.0,2.0,1.0,0.0
0,20130324,ギラヴァンツ北九州,0.8218911324242412,0.051345840030989,0.1267630275447699,0.0,0.2478695748749194,0.7521304251250805,1.0,-1.162549111602604,-9.200283799251338,0.0,1.0,0.0,1.0,2.0
0,20130324,ＦＣ岐阜,0.7637309290718127,0.0486151576297145,0.1876539132984728,0.0,0.2470397845021547,0.7529602154978453,1.0,-0.6925860790432187,-10.927716754460562,0.0,1.0,0.0,1.0,2.0
0,20130324,松本山雅ＦＣ,0.8086847659051469,0.0601867847512282,0.1311284493436249,0.0,0.2466762922254812,0.7533237077745187,1.0,-0.987374788382473,-9.659287780621526,0.0,1.0,0.0,1.0,0.0
0,20130324,アビスパ福岡,0.7874748160582957,0.0648222015433521,0.1477029823983522,0.0,0.2466762922254812,0.7533237077745187,1.0,-1.1978407263369404,-8.8557970204929,0.0,1.0,0.0,1.0,2.0
0,20130324,東京ヴェルディ,0.8140840331699036,0.0507348642560654,0.1351811025740311,0.0,0.2466762922254812,0.7533237077745187,1.0,-2.051063098845391,-9.957706532342854,0.0,1.0,0.0,1.0,0.0
0,20130324,横浜ＦＣ,0.8101910690472824,0.0500861531334195,0.1397227778192981,0.0,0.2466762922254812,0.7533237077745187,1.0,-1.1224621028097486,-10.1643185255125,0.0,1.0,0.0,1.0,2.0
0,20130324,ヴィッセル神戸,0.7714056030311758,0.0595783292114098,0.1690160677574143,0.0,0.2511984500586431,0.748801549941357,1.0,1.6045222997937307,-9.189338403524744,0.0,1.0,0.0,1.0,1.0
0,20130324,ガンバ大阪,0.8171288530271317,0.0564728301321313,0.1263983168407369,0.0,0.2466762922254812,0.7533237077745187,1.0,0.7301277377162303,-8.560701616039296,0.0,1.0,0.0,1.0,0.0
0,20130324,カターレ富山,0.7800959471233994,0.0685095160436559,0.1513945368329446,0.0,0.2511984500586431,0.748801549941357,1.0,-0.4426316761896063,-9.948204608746892,0.0,1.0,0.0,1.0,1.0
0,20130330,川崎フロンターレ,0.7745189865862598,0.0484029306863751,0.1770780827273649,0.0,0.2475299806319294,0.7524700193680707,1.0,0.2945645164450188,-9.757228965561808,0.0,1.0,0.0,1.0,0.0
0,20130330,清水エスパルス,0.7374433092254781,0.0589041394845594,0.2036525512899624,0.0,0.2483248779987441,0.7516751220012559,1.0,1.5861208285687456,-10.311979714009794,0.0,1.0,2.0,1.0,2.0
0,20130330,セレッソ大阪,0.7860280416383042,0.0518608509978689,0.1621111073638269,0.0,0.2479601175375551,0.7520398824624448,1.0,-0.0653333000413698,-9.598830810773508,0.0,1.0,1.0,1.0,0.0
0,20130330,ジュビロ磐田,0.8231566226055581,0.0520003196916611,0.1248430577027807,0.0,0.2520625520461875,0.7479374479538126,1.0,0.4123037259122147,-9.771932355601166,0.0,1.0,0.0,1.0,0.0
0,20130330,大宮アルディージャ,0.8137143016785355,0.051503793295771,0.1347819050256936,0.0,0.2520625520461875,0.7479374479538126,1.0,-1.171498720437789,-9.36927873050081,0.0,1.0,0.0,1.0,1.0
0,20130330,柏レイソル,0.8080772564569083,0.0502861532001824,0.1416365903429093,0.0,0.2475299806319294,0.7524700193680707,1.0,0.4161224448570109,-9.724584557068738,0.0,1.0,0.0,1.0,1.0
0,20130330,アルビレックス新潟,0.818440622051429,0.0503390468421883,0.1312203311063827,0.0,0.2520625520461875,0.7479374479538126,1.0,0.3184979885451219,-9.887066183411662,0.0,1.0,0.0,1.0,2.0
0,20130330,横浜Ｆ・マリノス,0.6925995452841412,0.0918830007672215,0.2155174539486372,0.0,0.3028834159791501,0.6971165840208499,1.0,-0.9671196207087772,-9.07023032395955,0.0,1.0,0.0,0.0,1.0
0,20130330,名古屋グランパス,0.8004730340138921,0.0485172216867862,0.1510097442993218,0.0,0.2475299806319294,0.7524700193680707,1.0,0.166747696347304,-10.1019146095241,0.0,1.0,0.0,1.0,1.0
0,20130331,愛媛ＦＣ,0.7588105597943479,0.0555326062360806,0.1856568339695713,0.0,0.2471054328224899,0.75289456717751,1.0,-1.310261342788652,-9.493694267290266,0.0,1.0,0.0,1.0,2.0
0,20130331,アビスパ福岡,0.7988138455475771,0.0618698023981186,0.1393163520543042,0.0,0.2466762922254812,0.7533237077745187,1.0,-0.9179493423673049,-9.127109203313012,0.0,1.0,0.0,1.0,0.0
0,20130331,松本山雅ＦＣ,0.7733658955395455,0.0679150281954626,0.1587190762649917,0.0,0.2561249650459994,0.7438750349540005,1.0,-0.7307925628831051,-9.898755237030857,0.0,1.0,0.0,1.0,2.0
0,20130331,モンテディオ山形,0.8005489885684993,0.053604311439257,0.1458466999922436,0.0,0.2466762922254812,0.7533237077745187,1.0,-0.2758640567002814,-9.707679366878438,0.0,1.0,0.0,1.0,1.0
0,20130331,栃木ＳＣ,0.790048969739422,0.0444903973721612,0.1654606328884166,0.0,0.2466762922254812,0.7533237077745187,1.0,-1.7331497684546984,-9.895172035714497,0.0,1.0,0.0,1.0,1.0
0,20130331,北海道コンサドーレ札幌,0.7712059601496447,0.053859562572926,0.1749344772774292,0.0,0.2471054328224899,0.75289456717751,1.0,0.8994360744469537,-9.490374607463307,0.0,1.0,0.0,1.0,2.0
0,20130331,ジェフユナイテッド千葉,0.7773539757936859,0.0548638063914319,0.167782217814882,0.0,0.2466762922254812,0.7533237077745187,1.0,-0.3494915553273082,-9.18153674367204,0.0,1.0,2.0,1.0,1.0
0,20130331,京都サンガF.C.,0.8176811898685423,0.0496113058343431,0.1327075042971145,0.0,0.2466762922254812,0.7533237077745187,1.0,-1.0476207868476364,-10.079362491287611,0.0,1.0,0.0,1.0,2.0
0,20130331,ロアッソ熊本,0.7846863121463532,0.0568192241931208,0.158494463660526,0.0,0.2511984500586431,0.748801549941357,1.0,-1.3649899540676589,-9.51828755546012,0.0,1.0,0.0,1.0,0.0
0,20130331,東京ヴェルディ,0.7946134491090009,0.0481767975632256,0.1572097533277734,0.0,0.2466762922254812,0.7533237077745187,1.0,-2.160103252647311,-10.008139862376993,0.0,1.0,0.0,1.0,1.0
0,20130331,Ｖ・ファーレン長崎,0.780757892555032,0.0580383077113655,0.1612037997336023,0.0,0.2511984500586431,0.748801549941357,1.0,-0.6518655851639984,-10.224932229648402,0.0,1.0,2.0,1.0,1.0
0,20130406,柏レイソル,0.7916613291004814,0.0565233299775761,0.1518153409219424,0.0,0.2982311883703343,0.7017688116296655,1.0,0.6545517425431467,-9.77822614177785,0.0,1.0,0.0,1.0,0.0
0,20130406,湘南ベルマーレ,0.7633353057358216,0.0463600799138317,0.1903046143503466,0.0,0.2935991807676802,0.7064008192323197,1.0,0.2688567326374458,-10.32401678995302,0.0,1.0,0.0,1.0,0.0
0,20130406,鹿島アントラーズ,0.7713187695164476,0.0625479407311156,0.1661332897524367,0.0,0.2520625520461875,0.7479374479538126,1.0,-0.4979826993059237,-9.14181911310152,0.0,1.0,0.0,0.0,1.0
0,20130406,浦和レッズ,0.7116229026530897,0.0617457020579856,0.2266313952889246,0.0,0.2978008512445948,0.7021991487554051,1.0,0.585428977935021,-9.469648882823094,0.0,1.0,0.0,1.0,1.0
0,20130406,サンフレッチェ広島,0.7371118886002809,0.0798241810720285,0.1830639303276905,0.0,0.2570001974353113,0.7429998025646887,1.0,-0.1893443886021848,-9.172962851018385,0.0,1.0,0.0,1.0,2.0
0,20130406,ベガルタ仙台,0.7872833274384499,0.0568486717710072,0.1558680007905429,0.0,0.2475299806319294,0.7524700193680707,1.0,-0.7565322807392865,-9.374122606492165,0.0,1.0,1.0,1.0,2.0
0,20130406,ＦＣ東京,0.7834137978628792,0.0618497539300529,0.1547364482070677,0.0,0.2520625520461875,0.7479374479538126,1.0,0.3762482516977347,-9.538009937776224,0.0,1.0,0.0,1.0,2.0
0,20130406,大分トリニータ,0.7793111133414432,0.0503306050055258,0.170358281653031,0.0,0.2475299806319294,0.7524700193680707,1.0,-0.4509127781801773,-9.831187199339183,0.0,1.0,0.0,1.0,2.0
0,20130406,サガン鳥栖,0.7475984259256313,0.0629210352463527,0.189480538828016,0.0,0.2475299806319294,0.7524700193680707,1.0,-0.2579411668919586,-9.849920298249344,0.0,1.0,0.0,1.0,2.0
0,20130407,ファジアーノ岡山,0.7172000193909829,0.0730393153434781,0.209760665265539,0.0,0.2466762922254812,0.7533237077745187,1.0,-0.967609465590292,-9.093705204530124,0.0,1.0,0.0,1.0,1.0
0,20130407,ガンバ大阪,0.7681819779431979,0.055941132981652,0.1758768890751501,0.0,0.2466762922254812,0.7533237077745187,1.0,-0.2079693039748864,-8.901845934713492,0.0,1.0,0.0,1.0,0.0
0,20130407,ガイナーレ鳥取,0.7129742938835821,0.0567913120874281,0.2302343940289896,0.0,0.2466762922254812,0.7533237077745187,1.0,-0.8288504129193175,-9.330629308966309,0.0,1.0,2.0,1.0,0.0
0,20130407,ザスパクサツ群馬,0.6850035788599537,0.0718173584967609,0.2431790626432854,0.0,0.2531222784465866,0.7468777215534134,1.0,-0.4607449401811948,-9.428860206313402,0.0,1.0,0.0,0.0,2.0
0,20130407,ＦＣ岐阜,0.5888066151985736,0.0803666399434774,0.3308267448579489,0.0,0.2474693497297145,0.7525306502702855,1.0,-0.521805760058615,-10.625192057188542,0.0,1.0,0.0,1.0,2.0
0,20130407,徳島ヴォルティス,0.8058565410754736,0.0524118701109864,0.14173158881354,0.0,0.2466762922254812,0.7533237077745187,1.0,-0.7748452158099711,-9.818919431007089,0.0,1.0,0.0,1.0,2.0
0,20130407,水戸ホーリーホック,0.7920746254914994,0.0490341760103415,0.158891198498159,0.0,0.2466762922254812,0.7533237077745187,1.0,-0.9262949258661096,-9.968161052387586,0.0,1.0,0.0,1.0,2.0
0,20130407,横浜ＦＣ,0.7646645663953658,0.04912235374141,0.1862130798632241,0.0,0.2470397845021547,0.7529602154978453,1.0,-1.2838949939600248,-10.042204283934552,0.0,1.0,0.0,1.0,0.0
0,20130407,カターレ富山,0.7814345055926086,0.058878301763299,0.1596871926440923,0.0,0.2466762922254812,0.7533237077745187,1.0,-0.4451228245520313,-9.894142362871207,0.0,1.0,0.0,1.0,2.0
0,20130407,ヴィッセル神戸,0.6451813072026752,0.1066904886738105,0.248128204123514,0.0,0.2513551526033276,0.7486448473966724,1.0,0.4819141899957727,-9.5589053185613,0.0,1.0,2.0,1.0,1.0
0,20130407,ギラヴァンツ北九州,0.7643368543921736,0.0553543304242093,0.180308815183617,0.0,0.2470397845021547,0.7529602154978453,1.0,-0.1659325711873785,-9.497379567263124,0.0,1.0,0.0,1.0,1.0
0,20130413,ベガルタ仙台,0.7690632884345043,0.0586129471713641,0.1723237643941315,0.0,0.2479601175375551,0.7520398824624448,1.0,-1.2504991135223948,-9.167261540285836,0.0,1.0,2.0,1.0,1.0
0,20130413,横浜Ｆ・マリノス,0.6093290969863164,0.0937827366784486,0.296888166335235,0.0,0.2475299806319294,0.7524700193680707,1.0,-0.6192678800271868,-9.541800687424256,0.0,1.0,2.0,1.0,1.0
0,20130413,名古屋グランパス,0.7358548159771756,0.0541819524120623,0.209963231610762,0.0,0.2475299806319294,0.7524700193680707,1.0,-0.6814271947930653,-9.31164074276603,0.0,1.0,2.0,1.0,1.0
0,20130413,大分トリニータ,0.7399654448359018,0.0593170362698223,0.200717518894276,0.0,0.2524313216968166,0.7475686783031834,1.0,1.5886804074427878,-9.711483027469512,0.0,1.0,0.0,1.0,2.0
0,20130413,セレッソ大阪,0.7977485160080421,0.0606637350461662,0.1415877489457916,0.0,0.3028834159791501,0.6971165840208499,1.0,0.7232522188016686,-9.040123421560564,0.0,1.0,0.0,0.0,2.0
0,20130413,清水エスパルス,0.7301412598529143,0.0596524177926306,0.2102063223544551,0.0,0.2935991807676802,0.7064008192323197,1.0,1.988305737586629,-10.129022568871733,0.0,1.0,2.0,1.0,1.0
